frame,t_s,found,knob_x,knob_y,knob_w,knob_h,area_full,fill
727,12.1000,1,1131.3,1458.7,151,153,19243,0.75
728,12.1167,1,1153.0,1470.5,150,183,20334,0.64
729,12.1333,0,,,,,,
730,12.1500,1,1184.4,1492.9,151,151,19437,0.75
731,12.1667,1,1191.5,1499.2,150,152,19734,0.73
732,12.1833,1,1194.6,1506.5,150,150,19623,0.76
733,12.2000,1,1196.3,1515.7,151,150,19630,0.76
734,12.2167,1,1196.1,1522.7,150,149,19504,0.77
735,12.2333,1,1195.8,1529.8,151,150,19459,0.74
736,12.2500,1,1196.2,1535.2,151,150,19439,0.76
737,12.2667,1,1197.8,1540.8,151,149,19488,0.78
738,12.2833,1,1199.7,1543.4,152,149,19603,0.74
739,12.3000,1,1201.9,1545.2,152,148,19598,0.78
740,12.3167,1,1203.6,1546.2,149,150,19584,0.74
741,12.3333,1,1204.7,1546.7,148,151,19461,0.71
742,12.3500,1,1205.4,1547.3,149,152,19488,0.73
743,12.3667,1,1205.6,1547.9,148,152,19320,0.73
744,12.3833,1,1207.0,1544.4,149,151,19229,0.75
745,12.4000,1,1206.8,1531.4,149,150,19073,0.72
746,12.4167,1,1206.6,1517.1,149,151,19256,0.74
747,12.4333,1,1206.4,1501.0,149,152,19340,0.74
748,12.4500,1,1206.6,1486.1,148,151,19371,0.75
749,12.4667,1,1207.1,1474.8,150,150,19667,0.75
750,12.4833,1,1204.9,1464.1,150,152,19863,0.77
751,12.5000,1,1202.0,1456.0,150,152,19593,0.73
752,12.5167,1,1200.0,1445.7,150,149,19475,0.76
753,12.5333,1,1199.0,1437.1,151,148,19288,0.78
754,12.5500,1,1198.5,1428.9,152,147,19468,0.76
755,12.5667,1,1197.6,1421.7,153,148,18983,0.74
756,12.5833,0,,,,,,
757,12.6000,1,1199.5,1411.3,152,148,18880,0.76
758,12.6167,1,1200.6,1406.1,151,148,19224,0.78
759,12.6333,1,1202.2,1403.3,150,148,19144,0.74
760,12.6500,1,1204.8,1402.0,155,151,19771,0.74
761,12.6667,1,1206.1,1399.1,154,150,19573,0.74
762,12.6833,1,1207.3,1397.5,155,150,19334,0.74
763,12.7000,1,1209.2,1394.3,154,149,19444,0.75
764,12.7167,1,1209.7,1390.8,153,149,19528,0.75
765,12.7333,1,1210.9,1388.3,152,149,19822,0.76
766,12.7500,1,1212.2,1386.1,152,149,19818,0.78
767,12.7667,1,1212.9,1384.5,151,149,19621,0.76
768,12.7833,1,1213.8,1383.3,152,148,19575,0.78
769,12.8000,1,1214.4,1381.0,152,148,19544,0.77
770,12.8167,1,1215.1,1378.8,150,148,19569,0.77
771,12.8333,1,1215.6,1377.0,151,149,19757,0.80
772,12.8500,1,1216.1,1375.6,151,148,19690,0.76
773,12.8667,0,,,,,,
774,12.8833,1,1216.8,1374.1,151,148,19867,0.79
775,12.9000,1,1217.2,1373.7,152,148,19881,0.79
776,12.9167,1,1216.8,1373.3,151,149,19750,0.78
777,12.9333,1,1216.8,1372.2,151,149,19780,0.79
778,12.9500,1,1216.9,1371.1,152,149,19706,0.76
779,12.9667,1,1216.1,1369.4,152,148,19721,0.77
780,12.9833,1,1215.7,1367.6,152,147,19642,0.77
781,13.0000,1,1215.4,1365.9,152,147,19568,0.78
782,13.0167,1,1214.3,1363.1,154,147,19812,0.75
783,13.0333,1,1214.2,1361.3,153,148,19789,0.76
784,13.0500,1,1213.3,1358.3,153,148,19574,0.73
785,13.0667,1,1212.7,1354.7,153,147,19672,0.74
786,13.0833,1,1212.3,1352.6,154,148,19490,0.75
787,13.1000,1,1212.4,1349.0,154,148,19532,0.76
788,13.1167,1,1212.7,1346.3,153,148,19619,0.74
789,13.1333,1,1212.8,1343.4,153,148,19672,0.74
790,13.1500,1,1213.9,1341.3,153,148,19684,0.76
791,13.1667,1,1213.7,1339.4,153,150,19681,0.74
792,13.1833,1,1214.6,1337.9,154,148,19783,0.77
793,13.2000,1,1214.7,1336.9,152,150,19619,0.78
794,13.2167,1,1215.4,1335.2,153,149,19743,0.77
795,13.2333,1,1215.2,1333.4,152,147,19710,0.78
796,13.2500,1,1216.4,1333.4,151,148,19708,0.78
797,13.2667,1,1216.4,1333.0,152,148,19780,0.76
798,13.2833,1,1216.3,1332.3,152,147,19679,0.76
799,13.3000,1,1216.9,1332.0,151,147,19495,0.78
800,13.3167,1,1217.1,1331.8,151,147,19584,0.76
801,13.3333,1,1217.0,1331.9,152,148,19638,0.76
802,13.3500,1,1217.3,1331.4,151,148,19577,0.76
803,13.3667,1,1217.4,1331.4,151,148,19571,0.76
804,13.3833,1,1217.4,1331.4,150,148,19570,0.76
805,13.4000,1,1217.4,1331.3,151,148,19593,0.76
806,13.4167,1,1217.3,1331.3,151,149,19611,0.76
807,13.4333,1,1217.2,1331.2,151,149,19632,0.76
808,13.4500,1,1217.2,1331.2,151,149,19628,0.76
809,13.4667,1,1217.3,1331.2,151,149,19615,0.76
810,13.4833,1,1217.3,1331.3,151,149,19606,0.76
811,13.5000,1,1217.3,1331.3,151,149,19606,0.76
812,13.5167,1,1217.3,1331.3,151,148,19596,0.76
813,13.5333,1,1217.2,1331.3,151,149,19608,0.76
814,13.5500,1,1217.3,1331.3,151,148,19595,0.76
815,13.5667,1,1217.3,1331.3,151,148,19589,0.76
816,13.5833,1,1217.2,1331.2,151,149,19614,0.76
817,13.6000,1,1217.2,1331.3,151,149,19611,0.76
818,13.6167,1,1217.2,1331.2,151,149,19623,0.76
819,13.6333,1,1217.2,1331.3,151,148,19613,0.76
820,13.6500,1,1217.3,1331.3,151,148,19594,0.76
821,13.6667,1,1217.3,1331.4,151,148,19583,0.76
822,13.6833,1,1217.3,1331.3,151,148,19590,0.76
823,13.7000,1,1217.3,1331.3,151,148,19595,0.76
824,13.7167,1,1217.2,1331.3,151,148,19613,0.76
825,13.7333,1,1217.4,1331.4,151,148,19581,0.76
826,13.7500,1,1217.2,1331.2,151,149,19626,0.76
827,13.7667,1,1217.3,1331.3,151,149,19608,0.76
828,13.7833,1,1217.2,1331.2,151,148,19621,0.76
829,13.8000,1,1217.8,1331.2,152,148,19556,0.77
830,13.8167,1,1219.5,1331.7,153,147,19445,0.75
831,13.8333,1,1221.3,1332.6,149,147,19434,0.77
832,13.8500,1,1222.3,1332.3,150,147,19421,0.77
833,13.8667,1,1223.4,1332.1,149,147,19449,0.79
834,13.8833,1,1224.4,1331.9,150,147,19397,0.77
835,13.9000,1,1225.0,1331.4,149,148,19332,0.77
836,13.9167,1,1225.8,1331.5,149,148,19325,0.79
837,13.9333,1,1226.7,1331.9,149,148,19394,0.77
838,13.9500,1,1227.1,1331.5,149,148,19473,0.77
839,13.9667,1,1227.2,1331.3,149,148,19446,0.76
840,13.9833,1,1227.2,1331.3,149,147,19260,0.77
841,14.0000,1,1227.1,1331.4,149,147,19177,0.76
842,14.0167,1,1227.1,1331.4,149,147,19195,0.76
843,14.0333,1,1227.0,1331.2,149,147,19242,0.76
844,14.0500,1,1227.0,1331.2,149,147,19261,0.76
845,14.0667,1,1227.2,1331.4,149,147,19201,0.76
846,14.0833,1,1227.1,1331.3,150,147,19236,0.77
847,14.1000,1,1227.2,1331.4,150,147,19200,0.76
848,14.1167,1,1227.1,1331.3,149,147,19273,0.76
849,14.1333,1,1226.8,1330.5,149,148,19354,0.76
850,14.1500,1,1224.4,1327.9,149,148,19521,0.76
851,14.1667,1,1215.2,1319.0,150,150,19679,0.76
852,14.1833,1,1199.3,1311.1,151,149,19579,0.76
853,14.2000,1,1179.0,1304.5,150,149,19266,0.78
854,14.2167,1,1158.5,1299.0,151,148,19577,0.75
855,14.2333,1,1134.8,1295.5,150,147,19276,0.78
856,14.2500,1,1108.6,1293.0,151,149,19655,0.78
857,14.2667,1,1078.3,1291.8,152,149,19752,0.77
858,14.2833,1,1052.2,1296.4,153,150,19903,0.77
859,14.3000,1,1032.9,1301.9,152,151,19755,0.77
860,14.3167,1,1017.1,1304.5,152,149,19691,0.77
861,14.3333,1,1002.2,1304.3,151,149,19712,0.76
862,14.3500,1,987.8,1301.8,154,148,19778,0.77
863,14.3667,1,975.8,1299.0,153,147,19833,0.78
864,14.3833,1,963.6,1295.5,153,150,19889,0.78
865,14.4000,1,954.4,1291.5,152,148,19776,0.73
866,14.4167,1,944.1,1287.5,152,149,19715,0.76
867,14.4333,1,933.6,1283.4,150,150,19752,0.76
868,14.4500,1,924.1,1279.2,152,151,19602,0.76
869,14.4667,1,916.3,1274.7,150,150,19355,0.77
870,14.4833,1,911.1,1268.8,151,151,19621,0.76
871,14.5000,1,905.7,1263.7,154,150,19976,0.73
872,14.5167,1,902.8,1259.3,155,150,20051,0.75
873,14.5333,1,900.0,1256.0,153,149,19961,0.76
874,14.5500,1,898.4,1253.8,154,149,20021,0.75
875,14.5667,1,898.5,1251.6,178,149,20197,0.62
876,14.5833,1,896.5,1250.9,154,149,19884,0.74
877,14.6000,0,,,,,,
878,14.6167,0,,,,,,
879,14.6333,0,,,,,,
880,14.6500,1,902.3,1247.0,153,149,19823,0.76
881,14.6667,1,905.2,1247.7,153,149,19680,0.74
882,14.6833,0,,,,,,
883,14.7000,1,918.6,1247.6,152,149,19501,0.74
884,14.7167,1,946.4,1252.0,156,150,19683,0.75
885,14.7333,1,994.8,1268.1,153,149,19842,0.76
886,14.7500,1,1050.2,1284.0,153,158,20304,0.76
887,14.7667,1,1101.9,1306.1,160,151,19777,0.76
888,14.7833,1,1140.1,1321.6,151,152,19536,0.75
889,14.8000,1,1165.2,1333.5,151,153,19893,0.76
890,14.8167,1,1179.1,1340.0,151,152,19722,0.75
891,14.8333,1,1186.5,1344.5,149,150,19583,0.77
892,14.8500,1,1191.3,1345.7,150,151,19541,0.74
893,14.8667,1,1193.3,1345.6,149,151,19675,0.77
894,14.8833,1,1194.3,1345.4,150,151,19831,0.78
895,14.9000,1,1195.0,1345.4,148,151,19624,0.76
896,14.9167,1,1195.2,1343.3,151,178,20340,0.64
897,14.9333,1,1198.9,1345.7,148,150,19607,0.75
898,14.9500,1,1201.0,1347.5,148,151,19671,0.78
899,14.9667,1,1203.2,1349.8,148,171,20109,0.63
900,14.9833,1,1207.3,1357.3,147,150,19744,0.80
901,15.0000,1,1210.1,1364.0,148,150,19843,0.81
902,15.0167,1,1212.8,1372.0,148,150,19625,0.78
903,15.0333,1,1215.7,1378.6,148,151,19645,0.78
904,15.0500,1,1218.5,1384.0,149,151,19824,0.76
905,15.0667,1,1222.5,1390.9,151,151,19829,0.78
906,15.0833,1,1226.2,1394.9,157,151,20049,0.76
907,15.1000,1,1229.6,1397.8,152,149,19820,0.77
908,15.1167,1,1232.5,1400.0,151,148,19866,0.75
909,15.1333,1,1234.9,1400.8,150,149,19604,0.75
910,15.1500,1,1236.5,1401.4,149,150,19574,0.76
911,15.1667,1,1238.0,1401.7,151,149,19569,0.76
912,15.1833,1,1238.7,1402.7,151,149,19293,0.75
913,15.2000,1,1239.8,1402.2,150,150,19402,0.75
914,15.2167,1,1240.1,1402.0,151,151,19464,0.75
915,15.2333,1,1240.3,1401.7,151,151,19577,0.77
916,15.2500,1,1240.5,1401.8,151,152,19592,0.77
917,15.2667,1,1240.6,1401.7,151,152,19600,0.77
918,15.2833,1,1240.6,1401.7,151,152,19600,0.77
919,15.3000,1,1240.6,1401.7,151,152,19611,0.77
920,15.3167,1,1240.5,1401.6,151,152,19593,0.77
921,15.3333,1,1240.3,1401.8,151,152,19541,0.77
922,15.3500,1,1240.3,1401.8,151,152,19529,0.77
923,15.3667,1,1239.9,1402.2,151,152,19483,0.77
924,15.3833,1,1239.7,1402.7,151,152,19242,0.76
925,15.4000,1,1239.7,1402.9,151,151,19189,0.76
926,15.4167,1,1239.9,1399.3,151,150,19270,0.77
927,15.4333,1,1239.8,1378.1,150,149,19516,0.77
928,15.4500,1,1239.5,1350.3,150,152,19610,0.75
929,15.4667,1,1237.3,1327.8,151,153,19716,0.76
930,15.4833,1,1234.8,1312.4,150,152,19798,0.75
931,15.5000,1,1232.2,1299.3,152,150,19736,0.74
932,15.5167,1,1229.4,1291.6,153,148,19515,0.75
933,15.5333,0,,,,,,
934,15.5500,0,,,,,,
935,15.5667,1,1224.5,1272.2,153,148,19064,0.71
936,15.5833,1,1225.2,1267.1,153,149,19516,0.73
937,15.6000,1,1225.7,1263.0,153,148,19526,0.77
938,15.6167,1,1226.6,1260.1,153,149,19530,0.75
939,15.6333,1,1227.2,1256.5,152,149,19713,0.78
940,15.6500,1,1227.3,1253.9,153,149,19599,0.73
941,15.6667,1,1227.8,1250.6,153,149,19858,0.75
942,15.6833,1,1228.2,1247.5,153,148,20078,0.75
943,15.7000,1,1229.5,1246.1,153,149,20010,0.76
944,15.7167,1,1229.4,1244.8,152,149,19721,0.76
945,15.7333,1,1229.1,1242.2,153,148,19894,0.77
946,15.7500,1,1229.4,1241.8,158,149,19899,0.66
947,15.7667,1,1230.6,1241.7,153,148,19635,0.76
948,15.7833,1,1231.0,1241.5,153,149,19686,0.76
949,15.8000,1,1231.0,1241.4,153,150,19522,0.76
950,15.8167,1,1231.2,1241.3,153,150,19513,0.75
951,15.8333,1,1231.4,1241.2,153,149,19478,0.75
952,15.8500,1,1231.8,1240.9,152,149,19523,0.75
953,15.8667,1,1231.7,1240.8,153,149,19570,0.75
954,15.8833,1,1231.5,1239.9,152,149,19582,0.75
955,15.9000,1,1231.4,1239.8,152,149,19646,0.76
956,15.9167,1,1231.3,1239.8,152,149,19606,0.74
957,15.9333,1,1231.3,1239.1,152,147,19543,0.76
958,15.9500,1,1231.1,1238.9,152,148,19586,0.76
959,15.9667,1,1230.8,1237.3,153,147,19795,0.77
960,15.9833,1,1229.5,1235.6,155,148,19897,0.76
961,16.0000,1,1229.6,1234.0,155,147,19883,0.75
962,16.0167,1,1229.1,1232.4,156,148,20010,0.77
963,16.0333,1,1229.1,1231.0,155,148,19850,0.75
964,16.0500,1,1228.2,1228.8,155,149,19981,0.76
965,16.0667,1,1227.7,1225.4,153,147,19854,0.75
966,16.0833,1,1227.7,1223.4,153,149,19648,0.74
967,16.1000,1,1227.8,1220.4,152,148,19485,0.75
968,16.1167,1,1227.4,1218.4,151,149,19251,0.74
969,16.1333,1,1227.4,1216.4,151,150,18977,0.72
970,16.1500,1,1228.7,1213.8,150,149,18930,0.75
971,16.1667,1,1228.5,1211.0,150,148,19131,0.74
972,16.1833,1,1228.8,1208.4,151,148,19098,0.74
973,16.2000,1,1229.1,1205.6,151,149,19205,0.75
974,16.2167,1,1229.5,1203.8,151,149,19396,0.75
975,16.2333,1,1230.0,1203.3,150,148,19170,0.76
976,16.2500,1,1230.5,1202.6,151,149,19278,0.74
977,16.2667,1,1230.5,1201.6,152,148,19167,0.76
978,16.2833,1,1230.5,1200.8,152,149,19074,0.75
979,16.3000,1,1230.2,1201.1,151,149,18857,0.74
980,16.3167,1,1230.4,1200.8,151,149,18870,0.73
981,16.3333,1,1230.5,1200.8,151,148,18907,0.73
982,16.3500,1,1230.4,1200.3,151,150,19025,0.73
983,16.3667,1,1230.4,1200.3,151,149,19028,0.73
984,16.3833,1,1230.4,1200.2,151,150,19051,0.73
985,16.4000,1,1230.2,1199.7,153,150,19250,0.74
986,16.4167,1,1230.3,1199.8,153,150,19208,0.74
987,16.4333,1,1230.3,1199.5,153,150,19208,0.74
988,16.4500,1,1230.8,1199.2,152,150,19233,0.74
989,16.4667,1,1230.6,1199.0,152,150,19159,0.74
990,16.4833,1,1231.0,1199.2,152,150,19196,0.74
991,16.5000,1,1231.0,1199.1,152,150,19218,0.74
992,16.5167,1,1230.6,1197.9,153,148,19210,0.76
993,16.5333,1,1230.8,1197.9,153,148,19178,0.76
994,16.5500,1,1230.8,1197.9,153,148,19191,0.76
995,16.5667,1,1230.7,1197.7,153,148,19265,0.76
996,16.5833,1,1230.6,1197.4,153,148,19320,0.76
997,16.6000,1,1230.7,1197.2,153,148,19436,0.76
998,16.6167,1,1230.9,1197.1,152,147,19258,0.76
999,16.6333,1,1231.1,1197.0,152,147,19264,0.76
1000,16.6500,1,1231.0,1196.9,152,147,19204,0.76
1001,16.6667,1,1231.0,1196.9,152,147,19201,0.76
1002,16.6833,1,1231.0,1196.9,152,147,19220,0.76
1003,16.7000,1,1231.1,1195.5,152,150,19407,0.74
1004,16.7167,1,1231.1,1195.4,152,150,19429,0.75
1005,16.7333,1,1231.2,1195.2,152,150,19428,0.75
1006,16.7500,1,1231.4,1195.4,152,151,19496,0.75
1007,16.7667,1,1230.8,1195.1,151,151,19023,0.74
1008,16.7833,1,1230.6,1195.0,152,151,19009,0.73
1009,16.8000,1,1230.7,1194.9,152,151,18996,0.73
1010,16.8167,1,1231.4,1193.8,148,151,19836,0.80
1011,16.8333,1,1231.3,1193.7,148,151,19861,0.80
1012,16.8500,1,1231.2,1193.4,149,152,19877,0.80
1013,16.8667,1,1231.3,1193.4,148,152,19856,0.80
1014,16.8833,1,1231.3,1193.2,148,151,19829,0.80
1015,16.9000,1,1231.3,1193.1,148,151,19804,0.80
1016,16.9167,1,1231.3,1193.3,148,150,19761,0.80
1017,16.9333,1,1231.3,1193.2,148,150,19790,0.80
1018,16.9500,1,1231.0,1192.7,149,151,19755,0.78
1019,16.9667,1,1231.2,1192.7,149,151,19768,0.76
1020,16.9833,1,1231.3,1192.4,150,152,19836,0.76
1021,17.0000,1,1231.4,1192.4,149,152,19783,0.76
1022,17.0167,1,1231.6,1192.4,149,153,19815,0.76
1023,17.0333,1,1231.6,1192.2,150,153,19864,0.76
1024,17.0500,1,1231.5,1191.5,147,151,19605,0.78
1025,17.0667,1,1231.5,1191.5,147,151,19599,0.78
1026,17.0833,1,1231.5,1191.4,147,150,19623,0.78
1027,17.1000,1,1231.6,1191.3,148,150,19608,0.78
1028,17.1167,1,1231.6,1191.3,148,150,19563,0.78
1029,17.1333,1,1231.7,1191.1,148,150,19518,0.78
1030,17.1500,1,1231.4,1190.0,149,153,19724,0.78
1031,17.1667,1,1231.4,1189.8,148,153,19756,0.78
1032,17.1833,1,1231.3,1189.6,149,153,19779,0.78
1033,17.2000,1,1231.4,1189.5,149,151,19724,0.77
1034,17.2167,1,1231.0,1189.0,149,153,19703,0.78
1035,17.2333,1,1231.3,1188.7,149,152,19604,0.78
1036,17.2500,1,1231.4,1188.6,150,150,19550,0.79
1037,17.2667,1,1231.5,1188.2,149,150,19615,0.78
1038,17.2833,1,1231.7,1187.8,149,149,19561,0.78
1039,17.3000,1,1231.9,1187.8,149,150,19563,0.76
1040,17.3167,1,1232.0,1187.6,149,149,19561,0.76
1041,17.3333,1,1232.2,1187.6,150,149,19621,0.74
1042,17.3500,1,1231.9,1187.0,149,149,19614,0.78
1043,17.3667,1,1231.7,1186.8,150,149,19585,0.78
1044,17.3833,1,1231.9,1186.3,150,149,19682,0.78
1045,17.4000,1,1232.2,1186.1,150,150,19765,0.78
1046,17.4167,1,1232.3,1186.2,150,149,19754,0.78
1047,17.4333,1,1231.8,1185.8,149,148,19614,0.78
1048,17.4500,1,1232.0,1185.6,149,148,19580,0.78
1049,17.4667,1,1231.7,1185.1,150,149,19631,0.78
1050,17.4833,1,1231.9,1185.0,150,148,19570,0.78
1051,17.5000,1,1231.7,1184.0,149,148,19578,0.78
1052,17.5167,1,1231.8,1184.2,150,148,19375,0.79
1053,17.5333,1,1231.5,1183.6,149,149,19350,0.77
1054,17.5500,1,1231.5,1183.2,150,150,19408,0.77
1055,17.5667,1,1231.7,1183.3,150,148,19388,0.77
1056,17.5833,1,1231.8,1182.6,149,147,19248,0.79
1057,17.6000,1,1232.4,1182.2,150,148,19306,0.79
1058,17.6167,1,1232.5,1182.2,150,148,19257,0.79
1059,17.6333,1,1232.4,1182.2,150,148,19260,0.79
1060,17.6500,1,1232.6,1182.1,150,148,19244,0.79
1061,17.6667,1,1232.7,1182.0,149,148,19268,0.79
1062,17.6833,1,1232.7,1182.0,149,149,19293,0.79
1063,17.7000,1,1232.6,1181.9,148,149,19257,0.77
1064,17.7167,1,1232.6,1181.9,148,149,19285,0.77
1065,17.7333,1,1232.8,1182.1,148,149,19161,0.75
1066,17.7500,1,1232.8,1182.1,148,149,19161,0.75
1067,17.7667,1,1232.8,1182.1,148,149,19161,0.75
1068,17.7833,1,1232.8,1182.1,148,149,19161,0.75
1069,17.8000,1,1232.7,1182.0,149,149,19170,0.76
1070,17.8167,1,1232.7,1182.3,149,148,19099,0.76
1071,17.8333,1,1232.7,1182.5,149,148,19067,0.76
1072,17.8500,1,1232.6,1182.4,149,148,19094,0.76
1073,17.8667,1,1232.5,1182.5,150,148,19100,0.76
1074,17.8833,1,1232.6,1182.7,149,148,19061,0.76
1075,17.9000,1,1232.8,1182.8,149,148,19011,0.76
1076,17.9167,1,1232.7,1182.7,149,148,19001,0.74
1077,17.9333,1,1232.6,1182.7,149,148,19053,0.76
1078,17.9500,1,1232.4,1182.5,149,148,19097,0.77
1079,17.9667,1,1232.4,1182.6,149,149,19136,0.75
1080,17.9833,1,1232.5,1182.6,149,148,19134,0.75
1081,18.0000,1,1232.5,1182.6,149,148,19133,0.75
1082,18.0167,1,1232.4,1182.5,149,148,19120,0.75
1083,18.0333,1,1232.4,1182.4,149,148,19072,0.77
1084,18.0500,1,1232.4,1182.4,149,148,19079,0.75
1085,18.0667,1,1232.4,1182.4,149,148,19076,0.75
1086,18.0833,1,1231.3,1181.8,149,148,19226,0.75
1087,18.1000,1,1224.7,1182.2,152,148,19213,0.73
1088,18.1167,1,1215.4,1182.0,149,148,19306,0.76
1089,18.1333,1,1198.3,1177.9,150,148,19165,0.75
1090,18.1500,1,1178.9,1172.2,150,149,19362,0.74
1091,18.1667,1,1157.4,1167.0,147,148,19178,0.73
1092,18.1833,1,1134.7,1161.3,149,147,19082,0.74
1093,18.2000,1,1113.3,1156.3,149,148,19356,0.76
1094,18.2167,1,1090.3,1153.6,148,148,19177,0.78
1095,18.2333,1,1068.9,1157.5,150,149,19456,0.78
1096,18.2500,1,1049.3,1161.1,149,149,19378,0.77
1097,18.2667,1,1031.7,1163.9,148,148,19116,0.75
1098,18.2833,1,1014.4,1164.3,148,147,19056,0.75
1099,18.3000,1,998.4,1162.4,149,146,19030,0.76
1100,18.3167,1,982.5,1159.2,149,148,18983,0.76
1101,18.3333,1,968.1,1154.8,150,148,19196,0.77
1102,18.3500,1,956.3,1148.7,150,149,19250,0.75
1103,18.3667,1,946.8,1143.1,148,149,19234,0.75
1104,18.3833,1,939.1,1136.9,149,149,19203,0.75
1105,18.4000,1,933.7,1131.7,148,149,19612,0.77
1106,18.4167,1,929.2,1127.1,148,150,19481,0.75
1107,18.4333,1,925.6,1123.5,149,150,19440,0.76
1108,18.4500,1,923.5,1120.0,149,150,19385,0.74
1109,18.4667,1,922.3,1117.6,148,150,19297,0.76
1110,18.4833,1,920.1,1115.6,149,149,19233,0.75
1111,18.5000,1,920.3,1113.7,149,150,19232,0.77
1112,18.5167,1,919.7,1111.4,149,149,19424,0.74
1113,18.5333,1,919.0,1109.6,150,149,19381,0.75
1114,18.5500,1,918.2,1108.7,150,149,19374,0.75
1115,18.5667,1,917.5,1108.8,150,150,19520,0.76
1116,18.5833,1,917.5,1108.2,151,151,19436,0.76
1117,18.6000,1,917.1,1107.0,149,149,19614,0.76
1118,18.6167,1,917.4,1105.7,149,150,19738,0.77
1119,18.6333,1,917.3,1105.8,148,150,19616,0.77
1120,18.6500,1,917.3,1105.0,148,150,19615,0.78
1121,18.6667,1,917.1,1104.8,148,150,19567,0.76
1122,18.6833,1,917.0,1104.1,149,150,19516,0.76
1123,18.7000,1,916.8,1104.1,148,150,19341,0.76
1124,18.7167,1,917.1,1103.4,149,150,19356,0.75
1125,18.7333,1,917.3,1102.1,149,149,19391,0.77
1126,18.7500,1,916.5,1101.8,150,149,19291,0.77
1127,18.7667,1,916.7,1100.6,149,149,19452,0.77
1128,18.7833,1,916.9,1100.4,148,150,19428,0.76
1129,18.8000,1,917.8,1098.8,148,149,19648,0.77
1130,18.8167,1,917.6,1097.7,149,149,19465,0.78
1131,18.8333,1,917.3,1096.3,149,148,19372,0.76
1132,18.8500,1,917.4,1094.9,150,149,19308,0.76
1133,18.8667,1,917.8,1093.4,148,149,19424,0.78
1134,18.8833,1,917.5,1092.1,149,149,19467,0.76
1135,18.9000,1,917.8,1089.9,150,149,19507,0.76
1136,18.9167,1,918.5,1088.2,148,149,19355,0.75
1137,18.9333,1,918.5,1086.1,147,148,19372,0.77
1138,18.9500,1,917.6,1085.4,149,149,19496,0.76
1139,18.9667,1,917.9,1083.9,149,149,19556,0.74
1140,18.9833,1,917.4,1082.3,150,149,19672,0.75
1141,19.0000,1,917.5,1081.5,149,147,19656,0.76
1142,19.0167,1,917.6,1081.0,148,149,19612,0.78
1143,19.0333,1,917.6,1079.3,148,148,19530,0.76
1144,19.0500,1,917.0,1078.4,148,148,19356,0.78
1145,19.0667,1,916.7,1077.8,148,147,19236,0.77
1146,19.0833,1,917.1,1076.6,148,148,19393,0.78
1147,19.1000,1,917.3,1075.7,147,147,19373,0.77
1148,19.1167,1,917.7,1074.8,149,148,19314,0.75
1149,19.1333,1,918.0,1073.5,148,148,19293,0.77
1150,19.1500,1,917.8,1072.5,147,148,19357,0.79
1151,19.1667,1,917.8,1070.4,147,147,19219,0.77
1152,19.1833,1,917.7,1069.4,147,148,19258,0.77
1153,19.2000,1,918.0,1068.0,147,148,19163,0.75
1154,19.2167,1,917.8,1066.7,147,148,19440,0.78
1155,19.2333,1,917.9,1064.8,146,148,19265,0.79
1156,19.2500,1,917.3,1063.4,147,147,19177,0.75
1157,19.2667,1,917.3,1062.0,147,147,19340,0.77
1158,19.2833,1,917.7,1060.4,148,148,19335,0.77
1159,19.3000,1,917.8,1059.2,148,147,19433,0.77
1160,19.3167,1,918.3,1057.6,148,147,19550,0.76
1161,19.3333,1,917.8,1057.0,148,148,19443,0.78
1162,19.3500,1,918.2,1055.1,149,148,19501,0.76
1163,19.3667,1,917.5,1053.7,150,149,19646,0.75
1164,19.3833,1,917.4,1052.4,149,149,19507,0.78
1165,19.4000,1,917.9,1050.7,147,148,19568,0.74
1166,19.4167,1,919.9,1048.6,148,149,19408,0.76
1167,19.4333,1,922.1,1046.1,149,149,19507,0.74
1168,19.4500,1,926.9,1043.5,148,149,19541,0.74
1169,19.4667,1,934.8,1041.6,148,149,19538,0.78
1170,19.4833,1,944.9,1039.5,149,149,19523,0.74
1171,19.5000,1,956.9,1037.4,149,149,19577,0.74
1172,19.5167,1,967.6,1035.3,148,149,19541,0.76
1173,19.5333,1,979.8,1033.4,149,149,19537,0.78
1174,19.5500,1,988.8,1031.2,149,148,19714,0.76
1175,19.5667,1,997.8,1029.3,149,148,19385,0.77
1176,19.5833,1,1006.9,1026.8,149,148,19502,0.74
1177,19.6000,1,1014.0,1026.9,148,148,19467,0.75
1178,19.6167,1,1020.1,1024.6,149,148,19432,0.78
1179,19.6333,1,1024.7,1023.4,149,148,19429,0.74
1180,19.6500,1,1029.1,1022.4,149,148,19677,0.75
1181,19.6667,1,1030.8,1021.5,151,148,19677,0.79
1182,19.6833,1,1031.8,1020.3,149,148,19608,0.77
1183,19.7000,1,1033.1,1019.3,149,149,19577,0.74
1184,19.7167,1,1033.2,1018.9,150,148,19629,0.74
1185,19.7333,1,1033.8,1019.3,149,148,19474,0.76
1186,19.7500,1,1034.6,1018.9,148,148,19486,0.78
1187,19.7667,1,1034.3,1018.2,149,148,19499,0.78
1188,19.7833,1,1034.0,1016.9,147,148,19244,0.77
1189,19.8000,1,1034.3,1015.5,148,148,19260,0.75
1190,19.8167,1,1034.3,1014.1,147,146,19347,0.77
1191,19.8333,1,1034.3,1013.2,147,147,19250,0.77
1192,19.8500,1,1034.8,1012.4,149,146,19426,0.78
