frame,t_s,dxA,dyA,peakA,dxB,dyB,peakB
768,12.7833,-11.14,5.59,87.6,0.01,-0.01,173.3
769,12.8000,-10.93,5.55,98.8,0.00,-0.00,191.1
770,12.8167,-10.77,5.47,101.0,-0.02,0.00,190.1
771,12.8333,-10.68,5.79,103.4,-0.00,0.02,157.9
772,12.8500,-10.28,5.71,130.7,0.00,0.01,182.5
773,12.8667,-10.83,5.81,108.2,0.00,0.00,178.5
774,12.8833,-10.41,5.62,115.6,-0.01,0.01,156.9
775,12.9000,-10.30,5.87,112.2,0.00,-0.00,197.6
776,12.9167,-10.92,5.76,104.7,-0.00,0.01,167.7
777,12.9333,-10.35,5.84,109.2,0.00,-0.01,159.3
778,12.9500,-10.46,5.88,113.5,0.00,-0.00,144.2
779,12.9667,-10.83,5.89,85.3,-0.01,0.00,135.4
780,12.9833,-10.63,5.92,91.6,-0.01,-0.01,101.4
781,13.0000,-8.17,4.17,81.5,0.01,-0.00,104.7
782,13.0167,-10.53,5.96,89.2,-0.01,-0.02,112.4
783,13.0333,-8.09,4.27,92.6,0.01,-0.02,91.4
784,13.0500,-10.49,6.10,82.2,-0.01,-0.05,76.6
785,13.0667,-10.35,6.18,96.5,0.03,-0.00,40.3
786,13.0833,-11.45,8.03,106.3,-0.02,-0.03,83.3
787,13.1000,-10.11,7.96,97.2,0.03,-0.00,86.5
788,13.1167,-13.92,11.92,119.2,-0.01,0.02,84.3
789,13.1333,-13.43,12.36,86.7,0.02,-0.06,77.6
790,13.1500,-11.96,13.85,76.1,0.02,-0.01,80.7
791,13.1667,-7.36,14.04,59.8,0.00,-0.01,82.8
792,13.1833,-9.98,16.03,104.6,0.02,-0.00,87.2
793,13.2000,-8.13,15.95,122.1,-0.01,0.00,108.2
794,13.2167,-7.70,16.15,89.8,0.00,0.01,114.9
795,13.2333,-7.62,16.22,94.0,-0.00,0.01,99.4
796,13.2500,-7.58,16.26,89.8,-0.00,0.01,88.1
797,13.2667,-7.16,16.33,93.7,0.01,-0.01,76.4
798,13.2833,-7.50,16.51,88.0,-5.98,1.25,65.1
799,13.3000,-8.05,16.06,157.6,-3.25,-0.47,42.9
800,13.3167,-8.11,16.07,141.8,-0.18,0.21,80.5
801,13.3333,-8.20,15.87,122.1,0.77,-0.30,61.2
802,13.3500,-8.38,15.51,103.6,1.74,-0.44,51.4
803,13.3667,-7.85,14.52,113.8,3.93,-0.19,64.7
804,13.3833,-8.10,14.12,159.2,-0.17,0.00,64.0
805,13.4000,-8.19,13.87,149.2,-0.34,-0.03,72.5
806,13.4167,-8.22,13.38,126.8,-0.53,-0.02,69.6
807,13.4333,-7.92,12.32,162.9,-1.11,0.04,82.8
808,13.4500,-8.05,12.07,201.6,-0.27,-0.01,120.1
809,13.4667,-8.14,11.88,190.2,-0.15,0.01,127.3
810,13.4833,-8.17,11.50,162.8,-0.03,0.02,166.7
811,13.5000,-7.87,10.41,178.2,0.00,0.02,196.3
812,13.5167,-7.99,10.16,234.6,0.01,0.01,215.5
813,13.5333,-8.04,10.01,256.1,0.02,0.04,167.9
814,13.5500,-8.09,9.92,258.8,0.16,0.05,100.0
815,13.5667,-8.17,9.65,216.8,0.28,0.05,96.8
816,13.5833,-8.27,9.14,180.4,0.25,0.09,89.7
817,13.6000,-7.93,8.48,210.7,0.27,0.02,95.8
818,13.6167,-7.99,8.24,252.5,0.26,-0.00,94.5
819,13.6333,-8.04,8.14,293.5,0.27,0.03,78.5
820,13.6500,-8.06,8.04,347.7,0.08,0.04,108.1
821,13.6667,-8.11,8.01,335.0,0.12,0.06,88.1
822,13.6833,-8.16,7.95,301.9,0.11,0.06,71.7
823,13.7000,-8.23,7.93,295.9,0.01,0.02,94.2
824,13.7167,-8.29,7.88,275.9,0.20,0.03,70.0
825,13.7333,-8.31,7.81,268.0,0.02,-0.01,101.4
826,13.7500,-8.33,7.77,248.3,0.09,0.00,76.2
827,13.7667,-8.44,7.65,219.7,0.03,0.01,116.8
828,13.7833,-8.38,7.53,209.5,0.06,0.04,103.1
829,13.8000,-8.81,7.61,175.2,0.02,0.01,128.7
830,13.8167,-8.55,7.34,161.3,0.01,-0.00,133.4
831,13.8333,-8.05,6.77,141.9,0.06,-0.02,125.8
832,13.8500,-8.13,6.71,130.9,0.00,0.00,156.7
833,13.8667,-8.20,6.56,129.2,0.02,-0.02,147.4
834,13.8833,-8.25,6.39,128.0,0.01,0.00,176.6
835,13.9000,-8.25,6.41,116.2,0.00,0.00,173.6
836,13.9167,-8.16,6.26,138.6,0.00,0.00,192.7
837,13.9333,-8.30,6.32,97.3,0.00,0.00,204.6
838,13.9500,-8.22,6.22,105.1,0.00,0.00,213.0
839,13.9667,-8.25,6.21,101.2,-0.00,-0.00,210.8
840,13.9833,-8.25,6.21,83.1,0.00,-0.00,160.7
841,14.0000,-8.17,6.16,82.1,-0.01,-0.00,183.5
842,14.0167,-8.61,6.05,67.7,-0.01,0.01,172.6
843,14.0333,-8.35,6.06,60.4,-0.01,0.00,163.8
844,14.0500,-8.57,5.96,51.2,0.01,-0.02,148.3
845,14.0667,-19.23,9.55,47.6,0.02,0.01,131.8
846,14.0833,-17.68,10.37,59.8,0.00,0.01,118.6
847,14.1000,-17.83,10.06,96.0,-0.02,0.02,103.4
848,14.1167,-17.93,10.25,97.1,-0.02,0.02,92.9
849,14.1333,-18.57,10.65,71.4,-0.00,-0.02,81.6
850,14.1500,-18.14,12.03,105.1,-0.05,-0.04,67.2
851,14.1667,-18.08,12.90,95.0,-0.02,0.01,63.9
852,14.1833,-17.89,13.33,99.5,-0.03,0.06,44.2
853,14.2000,-17.85,13.52,116.4,0.01,0.03,43.8
854,14.2167,-16.59,14.23,95.8,-0.00,0.01,114.4
855,14.2333,-15.88,14.21,108.0,0.00,0.00,130.0
856,14.2500,-15.38,14.91,65.8,0.01,0.01,132.6
857,14.2667,-14.30,15.70,98.1,-0.01,-0.01,133.0
858,14.2833,-12.64,15.79,102.5,0.00,-0.01,151.6
859,14.3000,-10.51,15.74,90.3,0.00,0.00,137.0
860,14.3167,-9.39,15.55,82.8,-0.00,0.02,110.6
861,14.3333,-7.75,15.96,96.5,-0.47,7.04,23.9
862,14.3500,-6.01,15.31,78.5,0.01,0.00,116.1
863,14.3667,1.77,7.19,94.8,0.01,0.00,114.9
864,14.3833,3.07,6.52,80.1,0.03,-0.00,92.0
865,14.4000,3.96,6.42,143.3,0.04,0.03,71.2
866,14.4167,4.44,6.14,144.1,0.14,0.09,40.3
867,14.4333,5.78,6.25,191.8,-4.06,1.59,62.3
868,14.4500,6.11,6.08,226.9,-3.95,1.65,75.8
869,14.4667,6.58,5.94,182.7,-3.56,-0.13,40.1
870,14.4833,7.52,6.11,184.5,-2.41,1.92,46.3
871,14.5000,7.88,5.92,211.7,-2.07,1.55,74.1
872,14.5167,8.12,5.80,206.4,-1.92,0.45,88.1
873,14.5333,8.59,5.85,181.4,-1.85,1.30,68.0
874,14.5500,8.56,5.64,170.2,-1.40,0.71,55.5
875,14.5667,9.16,5.81,147.0,-0.86,0.51,59.7
876,14.5833,9.76,5.88,218.3,-0.56,0.54,64.1
877,14.6000,9.67,5.83,197.7,-0.28,0.21,73.2
878,14.6167,9.77,5.89,213.7,-0.12,-0.19,67.3
879,14.6333,9.83,5.84,222.9,-0.05,-0.22,62.5
880,14.6500,9.85,5.92,228.8,10.17,7.64,70.6
881,14.6667,9.86,5.93,230.5,10.17,7.64,77.5
882,14.6833,9.85,5.94,233.1,10.17,7.88,96.1
883,14.7000,9.81,5.97,218.5,10.24,7.88,94.0
884,14.7167,9.79,6.05,224.6,10.27,8.06,96.0
885,14.7333,9.51,6.23,195.7,10.18,8.13,86.5
886,14.7500,8.61,6.03,187.3,10.01,8.36,75.6
887,14.7667,7.93,6.57,199.2,8.13,9.58,92.6
888,14.7833,6.00,7.31,178.9,5.93,9.64,96.5
889,14.8000,2.29,6.17,223.5,2.36,8.95,91.3
890,14.8167,-0.14,5.87,238.8,-0.74,7.65,97.2
891,14.8333,-2.33,5.06,149.6,-3.23,6.60,76.8
892,14.8500,-4.28,4.17,242.3,-5.90,5.94,119.6
893,14.8667,-6.22,3.91,211.4,-6.80,4.03,89.0
894,14.8833,-7.76,3.46,157.0,-8.29,3.67,102.7
895,14.9000,-8.42,2.53,147.6,-10.05,3.49,106.7
896,14.9167,-9.68,2.17,168.1,-10.52,2.36,84.2
897,14.9333,-10.16,2.07,218.1,-11.81,2.07,119.3
898,14.9500,-10.86,2.10,141.5,-12.12,1.92,157.2
899,14.9667,-11.75,1.77,158.9,-12.76,1.93,108.9
900,14.9833,-11.92,1.71,156.7,-13.19,1.55,99.0
901,15.0000,-12.20,1.68,158.2,-13.82,1.39,123.3
902,15.0167,-12.18,1.36,134.9,-13.98,0.55,125.1
903,15.0333,-12.05,0.48,144.5,-14.02,0.30,147.7
904,15.0500,-12.20,0.20,184.3,-14.14,0.07,175.4
905,15.0667,-12.31,0.12,204.3,-14.24,-0.01,169.4
906,15.0833,-12.41,0.07,200.7,-14.16,-0.14,162.8
907,15.1000,-12.40,0.02,186.6,-14.21,-0.42,117.9
908,15.1167,-12.61,-0.09,159.6,-14.40,-1.05,89.5
909,15.1333,-13.39,-0.34,146.5,-14.48,-1.63,114.2
910,15.1500,-12.32,-0.35,154.6,-14.01,-1.92,155.7
911,15.1667,-13.64,-0.35,133.9,-14.21,-1.92,164.0
912,15.1833,-13.77,-0.36,130.2,-14.26,-1.96,153.4
913,15.2000,-12.25,-1.74,114.7,-14.28,-2.00,140.4
914,15.2167,-12.41,-1.65,112.8,-14.29,-2.00,136.7
915,15.2333,-12.23,-1.71,119.8,-14.42,-2.03,118.7
916,15.2500,-12.21,-1.77,117.9,-14.41,-2.06,112.0
917,15.2667,-12.19,-1.78,110.6,-14.46,-2.13,94.2
918,15.2833,-12.12,-1.85,110.4,-14.33,-2.08,96.1
919,15.3000,-12.13,-1.90,117.9,-14.61,-2.08,83.6
920,15.3167,-12.18,-1.86,123.0,-12.13,-3.91,70.3
921,15.3333,-12.08,-1.87,115.4,-12.18,-3.91,77.8
922,15.3500,-12.15,-1.85,109.5,-12.17,-3.91,70.8
923,15.3667,-11.82,-1.91,122.5,-12.13,-3.99,68.4
924,15.3833,-12.00,-1.89,115.3,-12.12,-3.89,92.1
925,15.4000,-11.96,-1.81,101.2,-12.07,-3.90,66.7
926,15.4167,-12.28,-1.85,101.0,0.02,0.00,50.8
927,15.4333,-11.92,-1.82,125.6,-13.94,-2.16,65.3
928,15.4500,-13.97,-0.24,88.2,-13.84,-2.11,47.2
929,15.4667,-13.72,-0.23,109.3,-13.74,-1.93,55.7
930,15.4833,-13.41,-0.15,116.2,-12.43,-2.17,48.2
931,15.5000,-12.32,-0.07,144.4,-15.29,-0.01,39.3
932,15.5167,-11.85,0.04,177.8,-12.84,-0.66,46.1
933,15.5333,-13.92,1.83,96.7,-11.79,-0.09,57.5
934,15.5500,-10.05,0.01,164.3,-13.89,1.56,51.3
935,15.5667,-12.06,1.79,110.4,0.02,0.00,126.8
936,15.5833,-11.91,1.98,117.2,0.01,0.01,172.3
937,15.6000,-11.45,1.98,97.7,0.00,-0.00,188.5
938,15.6167,-9.97,1.98,173.5,0.01,-0.00,145.5
939,15.6333,-6.06,0.05,94.0,-0.00,0.00,207.1
940,15.6500,-11.94,3.92,71.3,-0.00,-0.00,206.3
941,15.6667,-11.74,3.89,71.3,-0.00,-0.00,200.3
942,15.6833,-8.23,1.98,76.0,-0.00,-0.00,193.8
943,15.7000,-11.01,4.21,73.4,0.01,-0.00,176.0
944,15.7167,-3.99,0.02,93.3,0.00,-0.01,177.6
945,15.7333,-10.47,3.93,79.9,-0.00,-0.00,167.9
946,15.7500,-10.12,3.97,136.8,-0.01,-0.01,152.2
947,15.7667,-10.11,4.00,120.2,-0.00,0.00,149.0
948,15.7833,-10.05,4.07,107.3,-0.02,-0.00,138.4
949,15.8000,-11.83,5.90,85.3,-0.00,-0.01,120.3
950,15.8167,-11.80,5.95,94.1,0.00,0.03,118.2
951,15.8333,-11.73,5.99,101.1,0.01,0.00,106.5
952,15.8500,-11.67,6.03,108.9,-0.01,-0.01,98.8
953,15.8667,-11.75,6.00,111.1,-0.01,0.01,96.0
954,15.8833,-11.89,6.13,131.7,0.01,-0.02,103.3
955,15.9000,-11.51,6.03,107.6,-0.01,-0.01,110.3
956,15.9167,-11.79,6.08,128.8,-0.01,0.01,116.0
957,15.9333,-11.94,6.27,139.9,0.01,-0.00,120.8
958,15.9500,-11.58,6.08,128.7,-0.02,-0.01,133.6
959,15.9667,-11.97,6.33,151.8,-0.00,0.00,145.7
960,15.9833,-11.79,6.20,154.9,-0.00,-0.01,153.8
961,16.0000,-11.90,6.26,158.0,-0.00,0.00,173.0
962,16.0167,-11.83,6.24,155.7,-0.00,-0.00,181.1
963,16.0333,-11.85,6.33,160.6,0.01,-0.01,198.8
964,16.0500,-11.83,6.36,158.7,0.00,-0.00,207.5
965,16.0667,-11.78,6.44,144.4,-0.00,-0.00,212.8
966,16.0833,-11.72,6.48,140.5,0.00,-0.00,212.5
967,16.1000,-11.88,7.27,118.5,0.00,0.00,215.5
968,16.1167,-11.77,7.31,106.9,-0.00,0.00,205.8
969,16.1333,-11.74,7.55,112.3,0.00,0.00,195.5
970,16.1500,-11.72,7.68,111.7,0.00,0.01,189.9
971,16.1667,-11.63,7.73,107.0,-0.00,-0.00,178.8
972,16.1833,-11.64,7.81,111.0,-0.00,0.00,163.2
973,16.2000,-11.34,7.96,99.8,0.01,-0.01,156.4
974,16.2167,0.00,-0.15,118.4,0.01,-0.00,143.6
975,16.2333,0.04,-0.16,113.5,-0.01,-0.00,135.6
976,16.2500,0.08,-0.16,111.5,-0.00,-0.00,126.6
977,16.2667,0.12,-0.32,80.9,-0.00,0.01,125.8
978,16.2833,0.04,-0.22,109.3,0.00,0.00,113.7
979,16.3000,-8.26,5.67,102.9,0.01,0.02,107.5
980,16.3167,-8.22,5.77,117.8,0.01,-0.01,98.9
981,16.3333,-8.20,5.77,129.3,0.00,0.02,91.3
982,16.3500,-8.22,5.87,131.7,0.00,0.02,104.1
983,16.3667,-8.17,5.84,132.5,-0.00,0.00,107.9
984,16.3833,-8.22,5.92,139.6,-0.02,-0.00,114.7
985,16.4000,-8.36,6.01,122.6,0.01,-0.00,128.9
986,16.4167,-8.10,5.88,142.0,-0.00,0.00,138.7
987,16.4333,-8.23,5.94,132.1,-0.00,-0.01,155.3
988,16.4500,0.09,-0.16,120.9,0.01,-0.00,167.5
989,16.4667,-8.14,5.92,152.2,0.00,0.00,183.9
990,16.4833,-8.27,5.95,131.8,-0.00,0.00,175.3
991,16.5000,-8.34,6.08,123.8,0.00,-0.00,202.4
992,16.5167,-8.37,6.11,121.8,-0.00,0.00,210.0
993,16.5333,-8.22,6.03,142.4,-0.00,0.00,210.4
994,16.5500,-8.32,6.03,129.8,-0.00,0.00,194.5
995,16.5667,-8.33,6.02,125.6,-0.00,0.00,196.2
996,16.5833,-8.37,6.08,127.1,-0.00,-0.00,183.9
997,16.6000,-8.38,6.05,124.1,-0.01,-0.00,166.6
998,16.6167,-8.49,6.11,120.0,-0.01,-0.00,155.9
999,16.6333,-8.29,6.12,127.1,0.00,-0.01,143.3
1000,16.6500,-8.32,6.06,119.2,-0.00,0.00,136.8
1001,16.6667,-8.37,6.09,110.8,0.00,-0.01,125.6
1002,16.6833,-8.47,6.14,110.3,-0.03,-0.01,111.9
1003,16.7000,0.18,-0.14,100.4,0.00,0.01,100.9
1004,16.7167,-8.39,6.12,106.8,0.00,0.01,105.6
1005,16.7333,0.18,-0.06,109.4,0.00,0.00,97.2
1006,16.7500,0.16,-0.07,114.2,0.01,0.01,89.6
1007,16.7667,0.11,-0.04,106.6,0.02,-0.01,90.5
1008,16.7833,0.16,-0.06,119.3,0.02,0.01,91.6
1009,16.8000,0.13,-0.06,109.0,0.01,-0.02,97.5
1010,16.8167,-8.53,6.28,91.9,15.92,31.99,9.7
1011,16.8333,0.12,-0.08,116.0,-0.06,0.10,41.2
1012,16.8500,0.11,-0.16,102.5,-0.02,-0.00,68.0
1013,16.8667,0.13,-0.07,111.6,0.02,-0.01,81.1
1014,16.8833,0.18,-0.04,84.1,-0.02,0.01,85.0
1015,16.9000,0.13,-0.11,102.0,-0.00,0.01,108.1
1016,16.9167,0.16,-0.03,91.8,0.01,0.00,124.3
1017,16.9333,0.12,-0.08,100.4,0.01,0.00,145.8
1018,16.9500,0.13,-0.06,103.2,-0.01,-0.00,166.6
1019,16.9667,0.10,-0.06,102.1,0.00,0.01,176.9
1020,16.9833,0.16,-0.01,98.4,-0.00,0.00,193.2
1021,17.0000,0.10,-0.06,98.9,0.00,0.00,194.7
1022,17.0167,0.09,0.02,96.5,-0.00,0.01,188.5
1023,17.0333,0.09,-0.07,95.6,-0.00,0.00,170.8
1024,17.0500,-6.57,5.95,114.2,-0.00,-0.01,151.8
1025,17.0667,-6.49,5.76,102.9,-0.01,0.00,139.9
1026,17.0833,-6.42,5.73,117.1,-0.01,-0.01,128.6
1027,17.1000,-6.50,5.84,130.2,-0.01,-0.00,109.3
1028,17.1167,-6.73,5.85,119.2,0.00,-0.02,101.7
1029,17.1333,-6.72,5.74,124.3,0.00,-0.02,97.2
1030,17.1500,-6.95,5.83,132.4,0.00,0.02,91.5
1031,17.1667,-6.44,5.81,144.4,-0.01,0.01,86.2
1032,17.1833,-6.73,5.78,145.1,0.01,-0.02,86.3
1033,17.2000,-6.68,5.87,165.1,0.00,0.01,88.7
1034,17.2167,-7.06,5.83,149.6,0.01,-0.03,87.6
1035,17.2333,-6.65,5.83,160.6,-0.01,-0.00,87.2
1036,17.2500,-6.65,5.85,168.6,0.00,-0.03,93.0
1037,17.2667,-7.36,5.92,183.1,0.01,-0.01,99.1
1038,17.2833,-6.72,5.78,164.8,-0.02,0.01,109.6
1039,17.3000,-6.79,5.86,183.7,-0.01,-0.00,117.3
1040,17.3167,-6.99,5.86,165.0,0.01,0.00,125.1
1041,17.3333,-7.00,5.90,183.9,0.00,-0.00,140.3
1042,17.3500,-7.44,5.99,210.3,0.00,0.00,154.6
1043,17.3667,-7.06,5.77,172.9,0.00,-0.00,167.9
1044,17.3833,-6.98,5.88,181.1,0.00,-0.00,183.3
1045,17.4000,-7.23,5.91,188.8,0.00,0.01,193.8
1046,17.4167,-7.30,5.98,202.5,0.00,-0.00,208.4
1047,17.4333,-7.58,6.01,214.0,0.00,0.00,214.3
1048,17.4500,-7.07,5.79,176.8,-0.00,0.00,219.5
1049,17.4667,-7.49,6.01,219.3,0.00,0.01,210.9
1050,17.4833,-7.21,5.95,199.7,-0.00,0.00,208.7
1051,17.5000,-7.67,6.02,242.9,0.00,0.00,201.1
1052,17.5167,-7.28,5.96,206.3,0.00,0.01,185.0
1053,17.5333,-7.60,6.05,232.0,0.01,-0.01,179.5
1054,17.5500,-7.36,6.02,208.8,0.01,0.01,164.9
1055,17.5667,-7.53,6.03,224.7,-0.01,0.00,156.8
1056,17.5833,-7.73,6.11,230.6,-0.01,0.00,119.2
1057,17.6000,-7.56,6.06,210.8,0.00,0.01,140.0
1058,17.6167,-7.51,6.06,209.8,-0.00,-0.00,128.3
1059,17.6333,-7.63,6.10,221.6,0.01,0.01,120.9
1060,17.6500,-7.66,6.11,222.3,0.03,0.04,83.9
1061,17.6667,-7.72,6.13,236.6,-0.01,-0.01,98.9
1062,17.6833,-7.69,6.13,234.4,0.02,-0.01,102.8
1063,17.7000,-7.77,6.17,240.1,-0.01,0.00,97.4
1064,17.7167,-7.74,6.16,239.7,-0.00,0.01,102.0
1065,17.7333,-7.81,6.18,238.0,0.00,0.02,89.9
1066,17.7500,0.00,-0.00,470.2,0.00,-0.00,243.2
1067,17.7667,0.00,-0.00,470.2,0.00,-0.00,243.2
1068,17.7833,0.00,-0.00,470.2,0.00,-0.00,243.2
1069,17.8000,-32.12,26.48,96.3,0.06,-0.10,31.8
1070,17.8167,-6.18,5.37,181.2,0.00,0.00,177.6
1071,17.8333,-7.48,6.02,224.8,0.00,0.00,182.1
1072,17.8500,-7.53,6.06,221.8,0.00,0.01,183.2
1073,17.8667,-7.75,6.10,232.8,0.00,-0.01,182.3
1074,17.8833,-7.84,6.12,230.8,0.00,0.01,199.9
1075,17.9000,-7.83,6.16,248.7,0.00,0.01,212.7
1076,17.9167,-7.92,6.23,251.2,0.00,0.01,197.2
1077,17.9333,-7.92,6.32,241.0,-0.00,-0.00,207.1
1078,17.9500,-7.95,6.34,234.4,-0.00,0.00,199.4
1079,17.9667,-7.99,6.42,227.8,0.00,0.01,194.6
1080,17.9833,-8.03,6.48,207.5,0.00,0.01,181.9
1081,18.0000,-8.06,6.58,186.9,-0.00,0.00,176.1
1082,18.0167,-8.05,6.44,189.9,-0.00,0.00,159.8
1083,18.0333,-8.09,6.53,180.6,0.00,0.01,142.6
1084,18.0500,-8.13,6.73,167.1,-0.00,0.02,137.2
1085,18.0667,-8.23,6.71,150.1,0.01,0.04,121.6
1086,18.0833,-8.30,6.96,134.6,-0.00,0.01,108.2
1087,18.1000,-8.25,6.62,145.7,-0.00,0.01,103.2
1088,18.1167,-9.09,7.60,137.1,0.00,0.01,104.9
1089,18.1333,-8.00,6.66,171.2,-0.01,0.00,97.8
1090,18.1500,-8.18,7.57,179.8,0.02,0.02,95.8
1091,18.1667,-7.97,7.67,228.8,0.01,0.00,85.9
1092,18.1833,-7.48,7.86,183.4,0.01,0.02,89.9
1093,18.2000,-6.15,8.02,207.4,-0.01,0.02,33.8
1094,18.2167,-5.69,7.98,205.2,-0.00,0.02,85.2
1095,18.2333,-4.18,8.17,200.7,-0.00,7.84,56.8
1096,18.2500,-2.73,8.19,160.0,-0.03,7.81,76.6
1097,18.2667,-1.83,8.15,207.7,-0.01,8.05,86.3
1098,18.2833,-0.04,8.27,195.8,0.04,10.10,47.1
1099,18.3000,1.42,8.06,176.3,-0.02,9.92,33.2
1100,18.3167,2.15,7.95,225.1,-0.08,10.46,40.0
1101,18.3333,3.71,8.02,186.7,-5.98,1.82,66.0
1102,18.3500,4.26,7.68,184.6,-5.99,2.03,80.7
1103,18.3667,5.64,7.70,162.2,0.17,-0.05,37.5
1104,18.3833,6.08,7.32,152.6,-4.04,1.82,82.0
1105,18.4000,6.57,6.40,128.2,-3.77,0.32,69.5
1106,18.4167,7.71,6.35,156.8,-2.75,1.30,44.5
1107,18.4333,7.97,6.25,171.5,-2.16,1.17,69.3
1108,18.4500,8.11,6.22,188.4,-1.84,0.49,106.7
1109,18.4667,8.40,6.08,150.1,-1.94,1.03,73.6
1110,18.4833,8.55,6.11,147.8,-1.34,0.34,83.4
1111,18.5000,9.00,6.20,130.5,-0.85,0.28,94.5
1112,18.5167,9.20,6.18,140.3,-0.44,0.12,113.4
1113,18.5333,9.09,6.15,134.2,-0.24,0.11,117.5
1114,18.5500,9.67,6.08,158.7,-0.08,-0.07,130.6
1115,18.5667,9.75,6.25,148.8,-0.07,0.03,151.7
1116,18.5833,9.66,6.14,164.3,-0.04,0.01,160.0
1117,18.6000,9.34,5.98,144.1,-0.06,-0.00,145.4
1118,18.6167,9.90,6.24,179.1,0.00,0.01,190.7
1119,18.6333,9.58,5.96,139.1,-0.02,0.01,176.0
1120,18.6500,9.91,6.27,166.9,0.02,-0.05,203.8
1121,18.6667,9.65,6.06,166.8,0.01,-0.07,205.7
1122,18.6833,9.95,6.20,166.2,0.02,-0.03,208.4
1123,18.7000,9.58,6.09,149.1,0.01,-0.08,186.5
1124,18.7167,9.98,6.13,152.3,0.02,-0.07,185.8
1125,18.7333,9.67,6.22,143.5,0.01,-0.04,196.7
1126,18.7500,9.71,6.11,155.0,0.02,-0.15,163.1
1127,18.7667,9.85,6.26,138.2,0.03,-0.08,158.4
1128,18.7833,9.73,6.19,135.6,0.03,-0.18,156.2
1129,18.8000,9.84,6.20,156.0,0.04,-0.15,144.6
1130,18.8167,9.46,6.19,127.9,0.02,-0.13,146.9
1131,18.8333,9.80,6.26,117.0,0.07,-0.32,132.1
1132,18.8500,9.72,6.19,135.1,0.06,-0.29,123.8
1133,18.8667,9.47,6.44,105.6,0.05,-0.26,115.9
1134,18.8833,9.75,6.28,121.0,0.03,-0.29,119.7
1135,18.9000,9.43,6.40,105.2,0.09,-0.36,108.6
1136,18.9167,9.45,6.29,112.1,0.05,-0.29,118.4
1137,18.9333,9.06,6.43,93.0,0.05,-0.24,113.5
1138,18.9500,-0.19,-0.33,115.0,0.08,-0.29,118.6
1139,18.9667,-0.06,-0.81,90.9,0.09,-0.45,101.9
1140,18.9833,-0.11,-0.46,112.0,0.03,-0.28,112.0
1141,19.0000,-0.07,-0.50,111.8,0.06,-0.32,100.9
1142,19.0167,8.37,6.33,106.9,0.09,-0.26,112.3
1143,19.0333,-0.10,-0.47,112.0,0.08,-0.25,120.4
1144,19.0500,-0.38,-0.38,104.0,0.07,-0.16,117.8
1145,19.0667,-0.09,-0.70,93.4,0.08,-0.26,113.3
1146,19.0833,8.09,6.39,131.1,0.02,-0.15,147.8
1147,19.1000,8.09,6.39,102.9,0.01,-0.13,134.0
1148,19.1167,8.05,6.42,114.3,0.02,-0.22,123.5
1149,19.1333,0.10,-1.15,105.2,0.03,-0.26,127.6
1150,19.1500,-0.32,-0.90,99.8,0.04,-0.19,121.6
1151,19.1667,0.20,-1.48,121.2,0.07,-0.28,106.8
1152,19.1833,0.02,-1.25,112.8,0.05,-0.34,100.8
1153,19.2000,0.22,-1.51,130.8,0.06,-0.27,104.8
1154,19.2167,0.06,-1.27,115.7,0.03,-0.16,120.2
1155,19.2333,0.20,-1.61,136.7,0.06,-0.28,102.2
1156,19.2500,0.01,-1.34,119.5,0.07,-0.22,109.6
1157,19.2667,-0.24,-0.88,110.7,0.07,-0.26,101.8
1158,19.2833,0.22,-1.68,140.2,0.07,-0.29,95.2
1159,19.3000,0.02,-1.43,118.2,0.02,-0.18,105.2
1160,19.3167,0.21,-1.64,129.9,0.08,-0.23,92.8
1161,19.3333,8.10,7.49,127.6,0.04,-0.22,111.4
1162,19.3500,8.13,7.49,134.9,0.02,-0.24,99.8
1163,19.3667,8.13,7.64,145.3,0.01,-0.33,99.8
1164,19.3833,8.09,7.75,156.6,0.04,-0.21,109.5
1165,19.4000,8.09,7.82,158.9,0.06,-0.08,119.0
1166,19.4167,8.12,7.80,173.5,0.06,-0.18,105.0
1167,19.4333,8.09,7.88,175.9,0.07,-0.25,108.3
1168,19.4500,8.06,7.98,188.3,0.29,-0.37,81.2
1169,19.4667,8.02,8.04,197.5,0.96,-0.23,68.7
1170,19.4833,7.97,8.13,183.1,0.53,-0.19,83.2
1171,19.5000,7.81,8.10,187.8,1.68,0.01,78.2
1172,19.5167,7.45,8.22,148.0,1.80,-0.21,97.2
1173,19.5333,6.97,8.23,115.3,1.91,-0.69,100.3
1174,19.5500,6.05,8.50,158.6,3.77,-0.29,72.1
1175,19.5667,5.61,8.99,116.4,3.78,-0.12,74.9
1176,19.5833,4.65,9.12,113.7,3.80,-0.16,60.4
1177,19.6000,4.03,9.78,187.4,3.87,0.19,49.6
1178,19.6167,3.67,9.97,171.9,3.60,-0.12,40.7
1179,19.6333,2.53,9.75,153.7,3.45,0.39,34.0
1180,19.6500,2.03,10.01,217.9,3.42,0.74,32.8
1181,19.6667,1.74,10.05,192.8,0.18,10.11,42.6
1182,19.6833,0.55,10.04,157.0,0.04,11.45,41.8
1183,19.7000,0.19,10.09,197.6,0.05,10.44,44.3
1184,19.7167,-0.03,10.14,201.2,1.77,-0.10,34.9
1185,19.7333,-0.21,10.17,187.0,15.59,0.06,27.2
1186,19.7500,-0.38,10.27,153.8,0.08,9.90,51.9
1187,19.7667,-0.79,10.23,126.2,0.04,9.95,71.5
