frame,t_s,diameter_px,centre_x,centre_y,span_row,span,height,area,rim_l,rim_r,rim_outer,occl,ncomp,widest_y
537,8.9333,294,714.5,1410.0,294,294,181,39156,0,0,294,0,1,1418
538,8.9500,294,714.5,1412.0,294,294,183,40083,0,0,294,0,1,1418
539,8.9667,294,714.5,1415.0,294,294,189,41034,0,0,294,0,1,1418
540,8.9833,294,713.5,1415.0,294,295,189,41656,29,0,323,0,1,1416
541,9.0000,294,713.5,1415.0,294,295,189,41959,29,0,323,0,1,1416
542,9.0167,294,713.5,1414.5,294,295,188,41928,29,0,323,0,1,1416
543,9.0333,294,713.5,1414.5,294,295,188,41916,29,0,323,0,1,1416
544,9.0500,294,713.5,1414.5,294,295,188,41496,29,0,323,0,1,1416
545,9.0667,294,713.5,1414.5,294,295,188,40609,29,0,323,0,1,1416
546,9.0833,294,713.5,1415.0,294,295,189,39446,29,0,323,0,1,1416
547,9.1000,294,713.5,1415.0,294,295,189,38139,29,0,323,0,1,1416
548,9.1167,294,713.5,1415.5,294,295,188,36212,29,0,323,0,1,1416
549,9.1333,294,713.5,1415.5,294,295,188,33293,29,0,323,0,1,1416
550,9.1500,292,713.5,1415.0,294,295,189,29674,29,0,323,0,1,1416
551,9.1667,266,714.5,1415.0,294,294,187,26451,30,0,324,1,1,1418
552,9.1833,255,714.5,1415.0,294,294,187,25628,30,0,324,1,1,1418
553,9.2000,182,714.5,1417.0,294,294,185,22664,0,0,294,1,1,1418
554,9.2167,103,713.5,1415.5,294,295,178,20541,30,0,324,1,2,1416
555,9.2333,116,714.5,1412.5,294,294,180,22475,30,0,324,1,2,1421
556,9.2500,126,714.5,1412.5,294,294,188,24746,30,0,324,1,2,1421
557,9.2667,241,712.5,1414.0,294,295,189,29862,30,0,324,1,1,1415
558,9.2833,256,713.0,1414.0,293,294,189,30793,0,0,293,1,1,1413
559,9.3000,294,712.5,1413.0,294,294,189,36226,0,0,294,0,1,1414
560,9.3167,294,712.5,1413.0,294,294,189,41254,0,0,294,0,1,1414
561,9.3333,294,712.5,1413.0,294,294,189,41761,0,0,294,0,1,1415
562,9.3500,294,712.5,1412.5,294,294,188,41736,0,0,294,0,1,1415
563,9.3667,294,712.5,1412.5,294,294,188,41742,0,0,294,0,1,1417
564,9.3833,294,712.5,1412.5,294,294,188,41736,0,0,294,0,1,1416
565,9.4000,294,712.5,1412.5,294,294,188,41752,0,0,294,0,1,1416
566,9.4167,294,712.5,1412.5,294,295,188,41776,0,0,294,0,1,1418
567,9.4333,294,711.5,1412.5,294,295,188,41760,0,0,294,0,1,1413
568,9.4500,294,711.5,1412.5,294,295,188,41764,0,0,294,0,1,1413
569,9.4667,294,711.5,1412.5,294,295,188,41776,0,0,294,0,1,1413
570,9.4833,294,711.5,1412.5,294,295,188,41760,0,0,294,0,1,1413
571,9.5000,294,710.5,1412.5,294,296,188,41761,29,0,323,0,1,1414
572,9.5167,294,711.5,1412.5,294,295,188,41775,0,0,294,0,1,1415
573,9.5333,294,711.5,1412.5,294,295,188,41762,0,0,294,0,1,1415
574,9.5500,294,711.5,1412.5,294,295,188,41766,0,0,294,0,1,1415
575,9.5667,294,711.5,1412.5,294,295,188,41716,0,0,294,0,1,1415
576,9.5833,294,711.5,1411.5,294,295,190,41230,0,0,294,0,1,1415
577,9.6000,294,711.5,1412.0,294,295,189,40403,0,0,294,0,1,1415
578,9.6167,294,711.5,1412.0,294,295,189,39281,0,0,294,0,1,1415
579,9.6333,294,711.5,1413.0,294,295,187,38037,0,0,294,0,1,1415
580,9.6500,294,711.5,1414.5,294,295,184,35969,0,0,294,0,1,1415
581,9.6667,294,710.5,1416.0,294,296,181,33053,30,0,324,0,1,1412
582,9.6833,294,710.5,1417.0,294,296,177,31739,30,0,324,0,1,1412
583,9.7000,289,710.5,1418.0,294,295,175,28313,0,0,294,0,1,1412
584,9.7167,257,710.5,1413.0,294,294,185,25568,0,0,294,1,1,1412
585,9.7333,182,710.5,1409.5,294,294,192,22733,0,0,294,1,1,1413
586,9.7500,129,710.5,1411.5,294,294,188,21153,0,0,294,1,2,1412
587,9.7667,142,710.5,1410.5,294,294,186,23292,0,0,294,1,2,1412
588,9.7833,152,710.5,1410.0,294,294,189,24200,0,0,294,1,2,1412
589,9.8000,184,710.5,1411.0,294,294,189,28177,0,0,294,1,1,1415
590,9.8167,284,709.5,1410.5,294,295,188,33866,0,0,294,1,1,1410
591,9.8333,294,709.5,1410.5,294,294,188,39530,0,0,294,0,1,1412
592,9.8500,294,709.5,1410.0,294,294,189,41688,0,0,294,0,1,1413
593,9.8667,294,708.5,1410.0,294,295,189,41671,0,0,294,0,1,1410
594,9.8833,294,708.5,1410.0,294,294,189,41702,0,0,294,0,1,1410
595,9.9000,294,708.5,1409.5,294,294,188,41662,0,0,294,0,1,1409
596,9.9167,294,708.5,1409.5,294,294,188,41675,0,0,294,0,1,1409
597,9.9333,294,708.5,1409.0,294,294,189,41657,0,0,294,0,1,1413
598,9.9500,294,708.5,1409.0,294,294,189,41640,0,0,294,0,1,1411
599,9.9667,295,708.0,1409.0,295,295,189,41662,0,0,295,0,1,1411
600,9.9833,293,707.0,1409.0,293,294,189,41632,0,0,293,0,1,1408
601,10.0000,294,707.5,1408.5,294,294,188,41604,0,0,294,0,1,1412
602,10.0167,294,706.5,1408.5,294,295,188,41616,30,0,324,0,1,1409
603,10.0333,294,706.5,1408.5,294,295,188,41569,0,0,294,0,1,1409
604,10.0500,294,706.5,1408.5,294,295,188,40993,29,0,323,0,1,1410
605,10.0667,294,706.5,1408.0,294,294,189,40036,29,0,323,0,1,1410
606,10.0833,294,706.5,1408.5,294,294,188,38835,0,0,294,0,1,1409
607,10.1000,294,706.5,1409.5,294,294,186,37427,30,0,324,0,1,1411
608,10.1167,294,706.5,1410.5,294,294,184,35234,30,0,324,0,1,1411
609,10.1333,294,706.5,1411.5,294,294,182,32207,0,0,294,0,1,1410
610,10.1500,291,706.5,1411.5,294,294,182,28535,0,0,294,0,1,1408
611,10.1667,259,706.5,1410.5,294,294,184,25542,0,0,294,1,1,1408
612,10.1833,246,706.5,1410.5,294,294,184,24683,0,0,294,1,1,1408
613,10.2000,151,706.5,1410.0,294,294,185,21686,0,0,294,1,1,1408
614,10.2167,124,706.5,1407.5,294,294,184,20826,0,0,294,1,2,1408
615,10.2333,133,706.0,1407.0,293,294,185,23076,0,0,293,1,2,1406
616,10.2500,188,706.0,1407.5,293,294,186,27609,0,0,293,1,1,1406
617,10.2667,286,706.0,1408.0,293,294,187,33257,0,0,293,1,1,1406
618,10.2833,292,706.0,1408.0,293,294,187,34362,0,0,293,0,1,1406
619,10.3000,293,706.0,1408.0,293,294,187,39957,0,0,293,0,1,1406
620,10.3167,293,706.0,1408.0,293,294,187,41554,0,0,293,0,1,1406
621,10.3333,293,706.0,1408.0,293,294,187,41554,0,0,293,0,1,1406
622,10.3500,293,706.0,1408.0,293,294,187,41541,0,0,293,0,1,1406
623,10.3667,293,706.0,1408.5,293,294,188,41526,0,0,293,0,1,1406
624,10.3833,294,706.5,1408.0,294,294,187,41518,29,0,323,0,1,1412
625,10.4000,293,706.0,1408.0,293,294,187,41522,0,0,293,0,1,1406
626,10.4167,293,706.0,1408.0,293,294,187,41544,0,0,293,0,1,1406
627,10.4333,293,706.0,1408.0,293,294,187,41537,0,0,293,0,1,1406
628,10.4500,293,706.0,1408.0,293,294,187,41537,0,0,293,0,1,1406
629,10.4667,293,706.0,1408.0,293,294,187,41529,0,0,293,0,1,1406
630,10.4833,294,706.5,1408.0,294,294,187,41531,0,0,294,0,1,1412
631,10.5000,294,706.5,1408.0,294,294,187,41520,0,0,294,0,1,1412
632,10.5167,294,706.5,1408.0,294,294,187,41530,0,0,294,0,1,1412
633,10.5333,294,706.5,1408.0,294,294,187,41529,0,0,294,0,1,1412
634,10.5500,294,706.5,1408.0,294,294,187,41525,0,0,294,0,1,1412
635,10.5667,294,706.5,1407.5,294,294,188,41534,0,0,294,0,1,1412
636,10.5833,294,706.5,1407.5,294,294,188,41524,0,0,294,0,1,1412
637,10.6000,294,706.5,1407.5,294,294,188,41528,0,0,294,0,1,1412
638,10.6167,294,706.5,1407.5,294,294,188,41532,0,0,294,0,1,1412
639,10.6333,294,706.5,1407.5,294,294,188,41532,0,0,294,0,1,1412
640,10.6500,294,706.5,1407.5,294,294,188,41532,0,0,294,0,1,1412
641,10.6667,294,706.5,1407.5,294,294,188,41533,0,0,294,0,1,1412
642,10.6833,293,706.0,1407.5,293,294,188,41532,0,0,293,0,1,1410
643,10.7000,293,706.0,1407.5,293,294,188,41238,0,0,293,0,1,1410
644,10.7167,293,706.0,1407.5,293,294,188,40359,0,0,293,0,1,1410
645,10.7333,293,706.0,1407.5,293,294,188,39046,0,0,293,0,1,1410
646,10.7500,293,706.0,1407.5,293,294,188,37515,0,0,293,0,1,1410
647,10.7667,293,706.0,1407.5,293,294,188,35765,0,0,293,0,1,1410
648,10.7833,293,706.0,1407.5,293,294,188,33821,0,0,293,0,1,1410
649,10.8000,293,706.0,1408.0,293,294,187,31751,0,0,293,0,1,1410
650,10.8167,284,706.0,1408.0,293,294,187,28714,0,0,293,1,1,1410
651,10.8333,273,706.0,1408.0,293,294,187,26468,0,0,293,1,1,1410
652,10.8500,256,706.0,1408.5,293,294,186,23687,0,0,293,1,1,1410
653,10.8667,223,706.0,1409.0,293,294,185,20329,0,0,293,1,1,1410
654,10.8833,201,706.0,1409.5,293,293,184,18149,0,0,293,1,1,1412
655,10.9000,105,705.5,1410.0,292,293,183,14927,0,0,292,1,1,1406
656,10.9167,70,705.0,1403.5,293,294,168,13706,0,0,293,1,2,1408
657,10.9333,100,706.0,1397.0,293,293,167,16092,0,0,293,1,2,1413
658,10.9500,63,706.5,1413.0,282,288,135,7864,0,0,282,1,2,1427
659,10.9667,31,704.5,1400.5,294,295,146,3629,29,0,323,1,2,1409
660,10.9833,46,705.0,1391.0,293,294,145,4715,0,0,293,1,2,1408
661,11.0000,65,721.0,1379.0,125,201,129,6124,88,0,213,1,2,1331
662,11.0167,29,573.0,1432.0,29,42,65,1258,0,0,29,0,1,1408
663,11.0333,42,582.5,1428.0,42,53,89,2053,29,0,71,0,1,1420
664,11.0500,47,596.0,1397.0,47,224,165,3886,0,0,47,0,2,1438
665,11.0667,92,702.0,1399.5,225,258,174,9129,0,0,225,1,1,1353
666,11.0833,144,703.0,1406.5,247,269,188,10374,0,0,247,1,2,1364
667,11.1000,240,703.5,1406.0,286,289,187,18707,0,0,286,1,2,1396
668,11.1167,286,703.5,1400.0,292,294,175,27600,0,0,292,0,1,1405
669,11.1333,292,703.5,1404.0,292,294,183,35082,0,0,292,0,1,1405
670,11.1500,293,704.0,1406.0,293,294,187,40892,0,0,293,0,1,1408
671,11.1667,293,704.0,1406.0,293,294,187,41367,0,0,293,0,1,1408
672,11.1833,293,704.0,1406.0,293,294,187,41371,0,0,293,0,1,1408
673,11.2000,293,704.0,1406.0,293,294,187,41385,0,0,293,0,1,1408
674,11.2167,293,704.0,1406.0,293,294,187,41387,0,0,293,0,1,1408
675,11.2333,293,704.0,1406.5,293,294,188,41403,0,0,293,0,1,1408
676,11.2500,292,703.5,1406.5,292,294,188,41425,0,0,292,0,1,1406
677,11.2667,293,705.0,1406.5,293,294,188,41460,0,0,293,0,1,1410
678,11.2833,293,705.0,1406.5,293,293,188,41480,30,0,323,0,1,1411
679,11.3000,294,705.5,1406.5,294,294,188,41513,0,0,294,0,1,1409
680,11.3167,294,705.5,1406.5,294,294,188,41451,0,0,294,0,1,1409
681,11.3333,293,705.0,1407.0,293,294,189,41460,0,0,293,0,1,1408
682,11.3500,294,706.5,1407.5,294,295,188,41456,29,0,323,0,1,1414
683,11.3667,293,706.0,1408.0,293,294,187,41512,29,0,322,0,1,1412
684,11.3833,293,706.0,1408.0,293,294,187,41519,30,0,323,0,1,1411
685,11.4000,294,706.5,1408.0,294,294,187,41540,29,0,323,0,1,1412
686,11.4167,294,706.5,1408.0,294,295,187,41546,30,0,324,0,1,1409
687,11.4333,293,706.0,1408.5,293,295,188,41572,29,0,322,0,1,1410
688,11.4500,293,706.0,1409.0,293,295,189,41491,29,0,322,0,1,1410
689,11.4667,292,706.5,1409.0,292,294,189,40739,0,0,292,0,1,1408
690,11.4833,293,708.0,1409.0,293,294,189,39679,0,0,293,0,1,1413
691,11.5000,293,708.0,1409.0,293,295,187,38345,0,0,293,0,1,1413
