frame,t,ground_dx_at_hole,ground_dy_at_hole,n_inliers,local_scale,sim_scale,zoom_resid_ln,cum_zoom_from_f785
1021,17.1457,-8.754,8.581,105,1.00072,1.00246,-0.00282,0.6101
1022,17.1625,-9.964,9.543,117,1.00427,1.00589,0.0002,0.6103
1023,17.1794,-9.891,9.537,111,1.00424,1.00321,0.00017,0.6104
1024,17.1962,-11.032,10.273,105,1.00604,1.00258,0.00155,0.6113
1025,17.213,-9.675,9.198,101,1.00385,1.00523,-4e-05,0.6113
1026,17.2298,-10.392,8.799,102,1.00358,1.00271,-0.00012,0.6112
1027,17.2466,-6.84,7.914,91,0.99684,1.0049,-0.0063,0.6074
1028,17.2634,-10.06,8.257,90,1.00235,1.00267,-0.00106,0.6067
1029,17.2802,-9.832,9.435,119,1.00407,1.00269,5e-05,0.6068
1030,17.297,-10.08,9.967,115,1.00433,1.00548,3e-05,0.6068
1031,17.3138,-9.495,9.334,112,1.00382,1.00518,-0.00014,0.6067
1032,17.3306,-7.427,8.688,109,0.99785,1.00512,-0.0057,0.6033
1033,17.3475,-9.899,9.685,124,1.00429,1.0032,0.00014,0.6033
1034,17.3643,-12.177,11.625,112,1.00953,1.00429,0.00427,0.6059
1035,17.3811,-8.979,9.294,127,1.002,1.00302,-0.00191,0.6048
1036,17.3979,-7.598,9.137,119,0.99863,1.00413,-0.00516,0.6017
1037,17.4147,-10.227,10.227,143,1.00416,1.00482,-0.00028,0.6015
1038,17.4315,-9.611,9.637,137,1.00461,1.00577,0.00049,0.6018
1039,17.4483,-9.377,9.562,121,1.00314,1.00462,-0.00092,0.6012
1040,17.4651,-9.459,9.677,123,1.0034,1.0033,-0.00072,0.6008
1041,17.4819,-9.766,9.67,125,1.00422,1.00519,8e-05,0.6008
1042,17.4987,-10.02,10.073,132,1.00393,1.00268,-0.00042,0.6006
1043,17.5155,-9.404,9.174,141,1.00412,1.00543,0.00025,0.6007
1044,17.5324,-9.279,9.413,134,1.00479,1.00421,0.0008,0.6012
1045,17.5492,-9.915,9.852,128,1.00361,1.00542,-0.00062,0.6008
1046,17.566,-4.916,7.617,122,0.99724,1.00578,-0.0057,0.5974
1047,17.5828,-9.648,9.747,144,1.00423,1.00288,6e-05,0.5975
1048,17.5996,-9.359,9.249,157,1.00455,1.00543,0.00064,0.5978
1049,17.6164,-9.577,9.525,172,1.0043,1.0037,0.00025,0.598
1050,17.6332,-9.42,9.515,171,1.00433,1.00426,0.00028,0.5982
1051,17.65,-9.62,9.541,170,1.00435,1.00183,0.00029,0.5983
1052,17.6668,-8.489,8.15,163,1.00432,1.0059,0.00101,0.5989
1053,17.6836,-9.31,8.976,172,1.00491,1.00166,0.00115,0.5996
1054,17.7005,-8.899,8.682,165,1.00466,1.00352,0.00106,0.6003
1055,17.7173,-8.574,8.164,173,1.00509,1.00417,0.00176,0.6013
1056,17.7341,-5.088,6.257,156,0.99803,1.00458,-0.0042,0.5988
1057,17.7509,-9.025,10.873,159,1.00801,1.00164,0.00324,0.6007
1058,17.7677,-8.682,8.808,182,1.00392,1.00175,0.00026,0.6009
1059,17.7845,-8.855,8.664,189,1.00437,1.00179,0.00078,0.6014
1060,17.8013,-8.586,8.412,178,1.00407,1.00146,0.00062,0.6017
1061,17.8181,-9.065,8.891,134,1.00414,1.00178,0.00042,0.602
1062,17.8349,-5.696,6.815,128,0.99838,1.00124,-0.00416,0.5995
1063,17.8517,-8.397,8.176,146,1.00398,1.00225,0.00066,0.5999
1064,17.8685,-8.351,9.955,135,1.0087,1.00151,0.00442,0.6026
1065,17.8854,-8.122,8.023,141,1.00405,1.00266,0.00081,0.603
1066,17.9022,0.0,0.0,192,1.0,1.0,0.00116,0.6037
1067,17.919,0.0,0.0,192,1.0,1.0,0.00116,0.6044
1068,17.9358,0.0,0.0,192,1.0,1.0,0.00116,0.6051
1069,17.9526,-37.485,33.274,82,1.00241,1.00603,-0.01473,0.5963
1070,17.9694,-3.818,4.895,156,0.99836,1.00108,-0.00313,0.5944
1071,17.9862,-9.616,8.942,159,1.00739,1.00137,0.00362,0.5966
1072,18.003,-7.837,7.924,174,1.00368,1.00136,0.00051,0.5969
1073,18.0198,-8.645,8.664,182,1.00343,1.00112,-0.00015,0.5968
1074,18.0366,-8.965,9.035,196,1.00381,1.00129,2e-05,0.5968
1075,18.0535,-9.076,9.029,203,1.00399,1.00083,0.0002,0.5969
1076,18.0703,-9.305,9.062,186,1.00584,1.00226,0.00202,0.5981
1077,18.0871,-6.311,7.659,162,0.99924,1.00157,-0.00375,0.5959
1078,18.1039,-9.507,9.857,200,1.00424,1.00386,1e-05,0.5959
1079,18.1207,-8.775,8.953,189,1.00361,1.0026,-0.00013,0.5958
1080,18.1375,-8.941,9.276,186,1.00343,1.00518,-0.00048,0.5955
1081,18.1543,-9.126,9.864,178,1.00424,1.00338,2e-05,0.5956
1082,18.1711,-8.924,8.873,174,1.00335,1.00175,-0.00035,0.5953
1083,18.1879,-5.351,7.511,153,0.99607,1.00385,-0.00682,0.5913
1084,18.2047,-8.822,9.513,174,1.0045,1.00517,0.00047,0.5916
1085,18.2215,-9.18,9.13,162,1.00347,1.00496,-0.00036,0.5914
1086,18.2384,-9.476,9.958,170,1.00451,1.00196,0.00024,0.5915
1087,18.2552,-9.317,9.451,163,1.00275,1.00188,-0.00126,0.5908
1088,18.272,-8.827,8.405,153,1.00352,1.00131,7e-05,0.5908
1089,18.2888,-9.108,9.517,171,1.00367,1.00166,-0.00037,0.5906
1090,18.3056,-6.622,8.771,156,0.99885,1.00179,-0.00472,0.5878
1091,18.3224,-8.534,9.663,164,1.00379,1.00145,-0.00031,0.5876
1092,18.3392,-7.052,11.617,155,1.00239,1.00332,-0.00267,0.586
1093,18.356,-6.632,10.307,176,1.003,1.00388,-0.00138,0.5852
1094,18.3728,-3.623,10.06,179,0.99874,1.0038,-0.00542,0.5821
1095,18.3896,-4.144,11.213,191,1.00391,1.0063,-0.00087,0.5816
1096,18.4065,-2.165,10.789,213,1.00504,1.00559,0.00053,0.5819
1097,18.4233,-0.665,11.21,237,1.00373,1.0054,-0.00095,0.5813
1098,18.4401,0.45,10.992,281,1.00459,1.00554,5e-05,0.5813
1099,18.4569,1.843,10.404,281,1.00491,1.00593,0.00072,0.5818
1100,18.4737,3.752,9.978,261,1.00457,1.00661,0.00065,0.5821
1101,18.4905,4.433,10.491,224,1.00464,1.00565,0.00047,0.5824
1102,18.5073,5.523,10.242,271,1.00438,1.00503,0.00037,0.5826
1103,18.5241,7.162,9.589,250,1.00427,1.00548,0.00064,0.583
1104,18.5409,7.401,9.201,252,1.00201,1.00504,-0.0014,0.5822
1105,18.5577,8.439,8.69,262,1.00397,1.0056,0.00085,0.5827
1106,18.5746,8.887,8.752,314,1.00405,1.00521,0.00091,0.5832
1107,18.5914,9.7,8.508,341,1.00375,1.0053,0.00076,0.5837
1108,18.6082,9.899,8.061,304,1.00337,1.00469,0.00062,0.584
1109,18.625,10.017,8.122,276,1.00366,1.00548,0.00088,0.5845
1110,18.6418,10.512,8.171,303,1.00366,1.00516,0.00086,0.585
1111,18.6586,10.843,8.179,285,1.00302,1.00505,0.00023,0.5852
1112,18.6754,10.777,7.684,325,1.00373,1.00515,0.00119,0.5859
1113,18.6922,10.84,8.095,316,1.00354,1.00511,0.00079,0.5863
1114,18.709,11.038,7.968,301,1.00373,1.0053,0.00105,0.587
1115,18.7258,11.194,8.401,342,1.00378,1.00541,0.00089,0.5875
1116,18.7426,11.39,8.25,339,1.00313,1.00524,0.00032,0.5877
1117,18.7595,11.083,8.018,357,1.00358,1.00495,0.00088,0.5882
1118,18.7763,11.217,8.206,333,1.00375,1.00578,0.00096,0.5887
1119,18.7931,11.383,7.894,210,1.00371,1.00519,0.00108,0.5894
1120,18.8099,11.638,8.606,204,1.00396,1.00562,0.00097,0.59
1121,18.8267,10.726,7.821,197,1.00411,1.00531,0.0015,0.5908
1122,18.8435,12.391,8.881,188,1.00427,1.00563,0.00116,0.5915
1123,18.8603,11.386,7.897,183,1.0036,1.00519,0.00097,0.5921
1124,18.8771,11.845,8.555,194,1.00379,1.00579,0.00084,0.5926
1125,18.8939,12.064,9.281,197,1.00453,1.00531,0.0012,0.5933
1126,18.9107,11.607,8.215,186,1.00367,1.00548,0.00089,0.5938
1127,18.9276,11.51,8.264,196,1.00332,1.00561,0.00051,0.5941
1128,18.9444,11.312,7.956,202,1.00359,1.00502,0.00094,0.5947
1129,18.9612,11.387,7.86,213,1.00349,1.0059,0.00089,0.5952
1130,18.978,11.09,7.862,194,1.00319,1.00536,0.00058,0.5956
1131,18.9948,11.126,7.835,177,1.00178,1.00551,-0.00081,0.5951
1132,19.0116,11.186,7.766,184,1.00274,1.00584,0.00017,0.5952
1133,19.0284,10.487,8.328,189,1.00343,1.00632,0.00055,0.5955
1134,19.0452,11.166,8.376,191,1.00368,1.00609,0.0008,0.596
1135,19.062,10.872,7.915,171,1.00339,1.00387,0.00074,0.5964
1136,19.0788,10.925,7.832,160,1.00287,1.0061,0.00027,0.5966
1137,19.0956,10.857,8.252,174,1.00314,1.00598,0.00032,0.5968
1138,19.1125,10.63,8.019,175,1.00363,1.0057,0.00092,0.5973
1139,19.1293,10.816,8.549,174,1.00376,1.00642,0.00078,0.5978
1140,19.1461,10.574,8.513,162,1.00415,1.00639,0.00118,0.5985
1141,19.1629,10.44,8.078,109,1.00469,1.00625,0.00194,0.5997
1142,19.1797,10.477,8.322,138,1.00333,1.00276,0.00046,0.5999
1143,19.1965,9.639,8.995,121,1.00562,1.00597,0.00236,0.6014
1144,19.2133,7.092,5.014,117,0.99403,1.00576,-0.00723,0.597
1145,19.2301,10.331,8.495,118,1.00606,1.00201,0.00309,0.5989
1146,19.2469,9.701,8.11,120,1.00404,1.00203,0.00126,0.5996
1147,19.2637,9.391,9.514,122,1.00751,1.0022,0.00396,0.602
1148,19.2806,10.102,11.478,109,1.01317,1.00341,0.00858,0.6072
1149,19.2974,8.695,7.439,104,1.00085,1.00285,-0.00161,0.6062
1150,19.3142,9.17,8.777,114,1.00553,1.00182,0.00238,0.6077
1151,19.331,8.635,8.532,130,1.00506,1.00257,0.00202,0.6089
1152,19.3478,8.241,5.716,115,0.99641,1.0027,-0.00518,0.6057
1153,19.3646,9.302,9.009,128,1.00526,1.0042,0.00199,0.6069
1154,19.3814,9.268,9.729,140,1.00767,1.00346,0.00401,0.6094
1155,19.3982,9.14,9.215,135,1.00585,1.00304,0.00247,0.6109
1156,19.415,9.659,9.564,145,1.00447,1.00415,0.00092,0.6115
1157,19.4318,9.025,9.221,142,1.00673,1.0042,0.00333,0.6135
1158,19.4486,8.998,9.07,157,1.00552,1.00207,0.00221,0.6149
1159,19.4655,9.128,10.383,155,1.0085,1.00392,0.00449,0.6176
1160,19.4823,8.915,10.251,148,1.00804,1.00259,0.0041,0.6202
1161,19.4991,8.652,8.099,111,1.00062,1.0021,-0.00218,0.6188
1162,19.5159,8.6,8.417,121,1.00357,1.00146,0.00059,0.6192
1163,19.5327,4.489,2.645,115,0.98388,1.00213,-0.01634,0.6091
1164,19.5495,7.458,6.329,125,0.99796,1.00277,-0.00396,0.6067
1165,19.5663,9.217,9.086,106,1.00141,1.00519,-0.00189,0.6056
1166,19.5831,6.15,5.652,124,0.9932,1.00397,-0.00843,0.6005
1167,19.5999,7.242,6.744,111,0.99691,1.00465,-0.00524,0.5974
1168,19.6167,6.75,6.245,115,0.99241,1.00429,-0.00951,0.5917
1169,19.6336,7.98,8.191,105,1.00155,1.00291,-0.00132,0.5909
1170,19.6504,7.5,7.932,111,0.99923,1.00402,-0.00352,0.5889
1171,19.6672,7.76,10.322,134,1.01177,1.00376,0.00773,0.5934
1172,19.684,5.346,5.855,135,0.9936,1.00419,-0.00815,0.5886
1173,19.7008,4.989,6.336,122,0.99416,1.0034,-0.00785,0.584
1174,19.7176,6.605,10.709,143,1.00481,1.00323,0.00059,0.5844
1175,19.7344,4.683,8.028,132,0.9965,1.00322,-0.00638,0.5806
1176,19.7512,6.241,11.924,142,1.00794,1.00269,0.00305,0.5824
1177,19.768,3.383,8.963,124,0.9963,1.00359,-0.0071,0.5783
1178,19.7848,1.292,7.664,126,0.99373,1.0038,-0.00907,0.5731
1179,19.8016,3.011,9.863,116,1.00225,1.00439,-0.00162,0.5721
1180,19.8185,3.028,11.519,122,1.00365,1.00478,-0.00108,0.5715
1181,19.8353,0.264,8.818,113,0.99623,1.00352,-0.00719,0.5674
1182,19.8521,1.851,10.539,126,0.99885,1.00099,-0.00541,0.5644
1183,19.8689,0.043,10.861,137,1.00241,1.00297,-0.00207,0.5632
1184,19.8857,0.11,10.808,133,1.00204,1.00202,-0.00241,0.5619
1185,19.9025,1.031,11.618,125,1.00321,1.00329,-0.00163,0.5609
1186,19.9193,-1.041,11.905,130,1.00107,1.00302,-0.00397,0.5587
1187,19.9361,-2.129,10.805,112,1.00184,1.00298,-0.00267,0.5572
1188,19.9529,-0.891,11.831,134,1.00432,1.00359,-0.00069,0.5568
1189,19.9697,-0.193,16.429,103,1.01024,1.00309,0.00282,0.5584
1190,19.9866,1.268,14.23,110,1.00333,1.0037,-0.00286,0.5568
1191,20.0034,-1.249,11.581,135,1.00389,1.00499,-0.001,0.5563
1192,20.0202,-0.074,12.44,128,1.00314,1.00409,-0.00216,0.5551
1193,20.037,-0.816,11.85,139,1.00365,1.00431,-0.00136,0.5543
1194,20.0538,-4.079,10.259,129,0.99959,1.00457,-0.00468,0.5517
1195,20.0706,-1.819,12.166,141,1.00601,1.00481,0.00079,0.5522
1196,20.0874,-1.782,12.017,134,1.0069,1.00497,0.00176,0.5531
1197,20.1042,-1.598,12.807,155,1.00428,1.00382,-0.00125,0.5524
1198,20.121,-1.665,11.879,132,1.00188,1.00429,-0.00317,0.5507
1199,20.1378,-0.504,12.876,132,1.00224,1.00381,-0.00329,0.5489
1200,20.1546,-0.615,12.785,132,1.00154,1.00413,-0.00395,0.5467
1201,20.1715,-2.126,11.735,151,1.00501,1.00518,1e-05,0.5467
1202,20.1883,-2.144,11.587,131,1.00557,1.0043,0.00065,0.5471
1203,20.2051,-1.838,11.898,158,1.00544,1.00528,0.00036,0.5473
1204,20.2219,-1.957,12.395,135,1.0025,1.0047,-0.00282,0.5457
1205,20.2387,-2.675,11.693,163,1.00503,1.0041,4e-05,0.5458
1206,20.2555,-2.36,12.295,128,1.00253,1.00446,-0.00275,0.5443
1207,20.2723,-2.116,12.461,148,1.00383,1.00425,-0.00154,0.5434
1208,20.2891,-2.645,11.868,159,1.00495,1.00414,-0.00014,0.5433
1209,20.3059,-2.461,12.208,159,1.00485,1.00503,-0.0004,0.5431
1210,20.3227,-2.884,11.916,160,1.00579,1.00532,0.00067,0.5435
1211,20.3396,-3.353,11.756,157,1.00518,1.00456,0.00014,0.5436
1212,20.3564,-3.315,11.255,177,1.00569,1.00557,0.0009,0.5441
1213,20.3732,-3.268,11.725,168,1.0058,1.00549,0.00077,0.5445
1214,20.39,-3.197,11.992,153,1.00543,1.00481,0.00027,0.5446
1215,20.4068,-3.654,11.623,184,1.00539,1.00514,0.0004,0.5448
1216,20.4236,-3.986,11.846,203,1.00533,1.00541,0.00022,0.545
1217,20.4404,-4.07,11.762,200,1.00469,1.0053,-0.00037,0.5448
1218,20.4572,-4.44,10.975,179,1.00551,1.00538,0.00084,0.5452
1219,20.474,-4.588,11.748,200,1.00518,1.00475,0.00011,0.5453
1220,20.4908,-4.823,11.444,224,1.00519,1.00536,0.00026,0.5454
1221,20.5076,-5.101,11.877,199,1.00539,1.00606,0.00024,0.5456
1222,20.5245,-5.337,11.541,234,1.00543,1.00503,0.00044,0.5458
1223,20.5413,-5.648,11.39,219,1.0051,1.00589,0.00018,0.5459
1224,20.5581,-6.274,11.115,228,1.0054,1.00473,0.00061,0.5462
1225,20.5749,-6.107,10.887,226,1.00498,1.00594,0.00031,0.5464
1226,20.5917,-6.497,11.282,210,1.00562,1.00619,0.00073,0.5468
1227,20.6085,-6.907,10.648,193,1.00541,1.00621,0.00084,0.5473
1228,20.6253,-7.41,10.161,211,1.00509,1.00549,0.00076,0.5477
1229,20.6421,-7.416,11.106,230,1.00759,1.00555,0.00276,0.5492
1230,20.6589,-8.121,9.791,225,1.00552,1.00568,0.00136,0.5499
1231,20.6757,-8.699,10.837,226,1.00517,1.0059,0.00045,0.5502
1232,20.6926,-8.711,9.513,221,1.00441,1.00539,0.00039,0.5504
1233,20.7094,-8.745,10.211,224,1.0056,1.00631,0.00121,0.5511
1234,20.7262,-8.775,10.154,203,1.00492,1.0049,0.00056,0.5514
1235,20.743,-9.673,9.818,246,1.00475,1.00546,0.00054,0.5517
1236,20.7598,-9.744,9.006,220,1.0043,1.00413,0.0005,0.5519
1237,20.7766,-9.913,8.578,213,1.00427,1.00498,0.00069,0.5523
1238,20.7934,-9.939,8.94,238,1.00369,1.00531,-7e-05,0.5523
1239,20.8102,-10.012,8.875,246,1.0043,1.00388,0.00057,0.5526
1240,20.827,-10.284,8.606,260,1.00364,1.00285,4e-05,0.5526
1241,20.8438,-10.483,8.638,253,1.00417,1.00507,0.00055,0.5529
1242,20.8606,-10.421,8.498,258,1.00373,1.0039,0.00019,0.553
1243,20.8775,-9.589,8.654,200,1.00665,1.00499,0.00303,0.5547
1244,20.8943,-10.796,7.774,249,1.00434,1.00524,0.00115,0.5554
1245,20.9111,-10.946,8.287,251,1.00346,1.00604,1e-05,0.5554
1246,20.9279,-10.415,8.148,287,1.00381,1.00523,0.00044,0.5556
1247,20.9447,-10.236,8.525,303,1.00412,1.00583,0.00056,0.5559
1248,20.9615,-10.418,8.803,280,1.00458,1.00544,0.00087,0.5564
1249,20.9783,-10.718,8.323,299,1.00428,1.00376,0.00081,0.5569
1250,20.9951,-10.636,8.365,265,1.00405,1.0049,0.00056,0.5572
1251,21.0119,-10.636,8.291,298,1.004,1.00469,0.00056,0.5575
1252,21.0287,-10.627,8.146,288,1.00372,1.00548,0.00035,0.5577
1253,21.0456,-10.736,8.494,268,1.00396,1.00537,0.00041,0.5579
1254,21.0624,-10.631,8.355,296,1.0042,1.00583,0.00072,0.5583
1255,21.0792,-10.912,8.558,188,1.00393,1.00569,0.00034,0.5585
1256,21.096,-10.993,7.808,315,1.00367,1.00576,0.00047,0.5588
1257,21.1128,-10.931,8.179,309,1.00379,1.00483,0.0004,0.559
1258,21.1296,-11.36,8.413,283,1.00373,1.00579,0.0002,0.5591
1259,21.1464,-10.648,8.6,236,1.00443,1.00587,0.00082,0.5596
1260,21.1632,-11.185,8.163,248,1.00396,1.0058,0.00056,0.5599
1261,21.18,-10.58,8.47,293,1.00409,1.00616,0.00055,0.5602
1262,21.1968,-11.101,8.585,259,1.00369,1.00567,9e-05,0.5602
1263,21.2136,-10.768,8.189,162,1.00382,1.00581,0.00043,0.5605
1264,21.2305,-10.589,6.834,235,1.00331,1.00549,0.00062,0.5608
1265,21.2473,-11.337,9.175,225,1.00341,1.0063,-0.00051,0.5605
1266,21.2641,-9.944,7.122,227,1.00342,1.00571,0.00061,0.5609
1267,21.2809,-10.917,8.075,222,1.00367,1.00581,0.00033,0.5611
1268,21.2977,-10.756,7.861,242,1.00347,1.00576,0.00025,0.5612
1269,21.3145,-10.849,8.015,255,1.0034,1.00595,0.0001,0.5612
1270,21.3313,-11.093,8.405,226,1.00372,1.00612,0.0002,0.5614
1271,21.3481,-10.745,7.791,229,1.00349,1.00562,0.00031,0.5615
1272,21.3649,-11.101,7.975,196,1.00301,1.00314,-0.00028,0.5614
1273,21.3817,-11.002,8.066,201,1.0037,1.00541,0.00036,0.5616
1274,21.3986,-10.886,8.181,213,1.00403,1.0055,0.00064,0.5619
1275,21.4154,-11.097,8.418,248,1.00384,1.00574,0.00032,0.5621
1276,21.4322,-10.531,8.096,220,1.00356,1.00354,0.00022,0.5622
1277,21.449,-10.372,8.62,204,1.00344,1.00569,-0.00017,0.5621
1278,21.4658,-10.4,7.353,202,1.00362,1.00399,0.00067,0.5625
1279,21.4826,-10.961,7.967,211,1.00334,1.00351,6e-05,0.5626
1280,21.4994,-11.284,8.409,209,1.00418,1.00415,0.00066,0.5629
1281,21.5162,-10.776,7.824,207,1.00376,1.00385,0.00055,0.5632
1282,21.533,-10.886,7.913,210,1.0033,1.00321,5e-05,0.5633
1283,21.5498,-10.151,8.75,200,1.00504,1.00371,0.00136,0.564
1284,21.5666,-10.477,8.208,222,1.00319,1.00369,-0.0002,0.5639
1285,21.5835,-10.774,8.321,226,1.0035,1.00352,4e-05,0.5639
1286,21.6003,-11.098,8.297,238,1.00364,1.00172,0.00018,0.564
1287,21.6171,-10.941,8.039,250,1.00357,1.00268,0.00025,0.5642
1288,21.6339,-10.77,7.917,254,1.00379,1.00366,0.00053,0.5645
1289,21.6507,-10.933,8.818,254,1.00339,1.00198,-0.00033,0.5643
1290,21.6675,-11.015,7.921,262,1.00347,1.00465,0.0002,0.5644
1291,21.6843,-11.083,7.961,254,1.00336,1.00386,8e-05,0.5645
1292,21.7011,-11.21,8.317,270,1.00355,1.00422,7e-05,0.5645
1293,21.7179,-10.784,7.648,275,1.00392,1.00429,0.00081,0.565
1294,21.7347,-11.119,7.873,302,1.00333,1.00135,9e-05,0.565
1295,21.7516,-11.444,8.04,283,1.00333,1.00436,-0.0,0.565
1296,21.7684,-11.124,7.692,283,1.00366,1.0041,0.00051,0.5653
1297,21.7852,-11.376,8.179,301,1.00348,1.0047,8e-05,0.5653
1298,21.802,-10.908,7.936,296,1.00349,1.00381,0.00022,0.5655
1299,21.8188,-10.96,7.815,290,1.00312,1.00135,-8e-05,0.5654
1300,21.8356,-11.548,7.783,260,1.00412,1.00447,0.00091,0.5659
1301,21.8524,-11.031,7.61,290,1.00326,1.00443,0.00016,0.566
1302,21.8692,-11.272,8.078,277,1.00308,1.00429,-0.00027,0.5659
1303,21.886,-11.536,8.061,281,1.00324,1.0049,-0.00011,0.5658
1304,21.9028,-11.258,7.347,285,1.00331,1.00445,0.00034,0.566
1305,21.9197,-11.68,8.161,271,1.00324,1.00417,-0.00017,0.5659
1306,21.9365,-11.333,7.939,301,1.0035,1.00492,0.00022,0.566
1307,21.9533,-11.675,7.738,289,1.00294,1.00496,-0.00025,0.5659
1308,21.9701,-11.202,7.663,300,1.00327,1.00354,0.00014,0.566
1309,21.9869,-11.834,7.932,301,1.00364,1.00461,0.00035,0.5662
1310,22.0037,-10.94,7.427,283,1.0036,1.00211,0.00059,0.5665
1311,22.0205,-12.003,7.806,282,1.00356,1.00486,0.00033,0.5667
1312,22.0373,-11.632,8.106,307,1.00361,1.00385,0.00023,0.5668
1313,22.0541,-11.822,7.435,271,1.00291,1.00246,-0.00012,0.5667
1314,22.0709,-12.421,7.365,271,1.00337,1.00485,0.00036,0.5669
1315,22.0877,-12.043,7.72,275,1.00342,1.00191,0.00023,0.5671
1316,22.1046,-11.531,6.691,245,1.00132,1.00467,-0.00131,0.5663
1317,22.1214,-11.644,7.754,279,1.00398,1.00494,0.00078,0.5668
1318,22.1382,-11.938,7.132,267,1.00307,1.0022,0.00019,0.5669
1319,22.155,-12.037,7.13,296,1.0039,1.00382,0.00102,0.5675
1320,22.1718,-12.155,7.433,279,1.00322,1.004,0.00018,0.5676
1321,22.1886,-12.034,7.658,301,1.00359,1.00252,0.00043,0.5678
1322,22.2054,-11.807,7.548,325,1.00397,1.00333,0.00088,0.5683
1323,22.2222,-12.139,7.436,288,1.00395,1.00476,0.00091,0.5688
1324,22.239,-12.261,7.483,321,1.00344,1.00256,0.00037,0.569
1325,22.2558,-11.618,6.457,259,1.00107,1.00317,-0.00145,0.5682
1326,22.2727,-12.321,7.743,310,1.00388,1.00279,0.00067,0.5686
1327,22.2895,-11.747,7.189,317,1.00404,1.00458,0.00114,0.5692
1328,22.3063,-12.337,7.15,290,1.00314,1.00311,0.00024,0.5694
1329,22.3231,-12.169,7.156,267,1.00228,1.00241,-0.00062,0.569
1330,22.3399,-12.492,7.562,229,1.0037,1.00311,0.00059,0.5694
1331,22.3567,-12.106,7.192,233,1.00354,1.00322,0.00062,0.5697
1332,22.3735,-12.49,8.102,212,1.00462,1.00243,0.00122,0.5704
1333,22.3903,-12.318,7.978,198,1.00399,1.00392,0.00066,0.5708
1334,22.4071,-12.549,8.067,189,1.00198,1.00311,-0.0014,0.57
1335,22.4239,-12.016,6.952,224,1.00339,1.00263,0.0006,0.5703
1336,22.4407,-12.717,7.199,228,1.00294,1.00543,1e-05,0.5703
1337,22.4576,-12.157,7.409,229,1.00317,1.00263,0.00014,0.5704
1338,22.4744,-11.816,7.117,215,1.00332,1.00322,0.00046,0.5707
1339,22.4912,-10.049,8.683,169,1.00831,1.00391,0.00465,0.5733
1340,22.508,-12.29,7.255,182,1.00214,1.00261,-0.0008,0.5729
1341,22.5248,-13.454,6.489,201,1.00314,1.00406,0.00055,0.5732
1342,22.5416,-12.128,7.491,222,1.00271,1.00402,-0.00036,0.573
1343,22.5584,-12.367,7.456,231,1.00305,1.00336,-1e-05,0.573
1344,22.5752,-12.688,7.335,241,1.00279,1.00371,-0.00021,0.5729
1345,22.592,-12.033,7.184,232,1.00312,1.00394,0.00021,0.573
1346,22.6088,-12.733,7.329,216,1.00298,1.00225,-2e-05,0.573
1347,22.6257,-12.269,6.705,228,1.00273,1.00327,6e-05,0.573
1348,22.6425,-12.594,8.407,252,1.00371,1.00427,0.00015,0.5731
1349,22.6593,-12.422,7.454,244,1.00316,1.00366,0.0001,0.5732
1350,22.6761,-13.169,7.149,220,1.00158,1.00388,-0.00134,0.5724
1351,22.6929,-13.202,7.042,265,1.00331,1.00473,0.00044,0.5726
1352,22.7097,-12.609,7.531,260,1.00328,1.00329,0.00018,0.5727
1353,22.7265,-13.112,7.369,276,1.0033,1.00421,0.00027,0.5729
1354,22.7433,-12.982,6.743,283,1.00325,1.0035,0.00055,0.5732
1355,22.7601,-12.915,6.95,267,1.00248,1.00314,-0.00033,0.573
1356,22.7769,-13.144,6.993,230,1.0044,1.00374,0.00155,0.5739
1357,22.7937,-12.62,6.493,346,1.00219,1.00288,-0.00037,0.5737
1358,22.8106,-13.197,7.483,331,1.00364,1.00305,0.00055,0.574
1359,22.8274,-12.627,6.208,302,1.00243,1.00316,2e-05,0.574
1360,22.8442,-13.875,7.081,397,1.00353,1.0033,0.00063,0.5744
1361,22.861,-13.843,7.72,380,1.00372,1.00353,0.00048,0.5747
1362,22.8778,-14.1,6.573,334,1.00332,1.00264,0.00067,0.575
1363,22.8946,-13.336,6.508,324,1.00319,1.00336,0.0006,0.5754
1364,22.9114,-13.478,6.977,393,1.00304,1.00336,0.0002,0.5755
1365,22.9282,-13.848,7.305,309,1.00324,1.0027,0.00022,0.5756
1366,22.945,-13.627,6.634,357,1.00191,1.00321,-0.00075,0.5752
1367,22.9618,-14.529,7.281,400,1.00248,1.00348,-0.00054,0.5749
1368,22.9787,-13.564,6.76,351,1.00214,1.00359,-0.00059,0.5745
1369,22.9955,-14.389,7.68,282,1.00223,1.00288,-0.001,0.574
1370,23.0123,-13.848,7.276,305,1.00134,1.0025,-0.00166,0.573
1371,23.0291,-13.84,7.103,325,1.00224,1.00326,-0.00067,0.5726
1372,23.0459,-14.798,7.167,351,1.00197,1.00328,-0.001,0.5721
1373,23.0627,-13.944,7.502,356,1.0025,1.00309,-0.00062,0.5717
1374,23.0795,-14.569,7.129,296,1.00287,1.00327,-8e-05,0.5717
1375,23.0963,-13.624,6.29,301,1.00239,1.00264,-0.0001,0.5716
1376,23.1131,-13.962,6.525,315,1.00159,1.00331,-0.00102,0.571
1377,23.1299,-13.654,6.236,335,1.00222,1.00218,-0.00024,0.5709
1378,23.1467,-14.112,6.418,377,1.00283,1.00337,0.00026,0.571
