frame,t,ground_dx_at_hole,ground_dy_at_hole,n_inliers,local_scale,sim_scale,zoom_resid_ln,cum_zoom_from_f785
655,10.9934,-8.812,7.394,86,1.0017,1.00527,-0.00122,1.0
656,11.0103,-8.2,7.578,85,0.9984,1.00582,-0.0046,1.0
657,11.0271,-7.52,5.178,76,1.00387,1.00493,0.00212,1.0
658,11.0439,-3.78,4.76,87,0.99567,0.9932,-0.00575,1.0
659,11.0607,-0.452,-0.156,83,0.99562,1.0052,-0.00317,1.0
660,11.0775,-3.519,3.478,90,0.99891,1.00532,-0.00184,1.0
661,11.0943,-8.764,7.869,73,1.00193,0.9936,-0.00124,1.0
662,11.1111,-7.123,8.339,86,0.99894,0.99952,-0.00443,1.0
663,11.1279,-8.735,7.445,90,1.00262,1.00524,-0.00033,1.0
664,11.1447,-8.782,8.433,95,0.99999,1.00544,-0.00347,1.0
665,11.1615,-8.031,7.91,90,1.00179,1.0051,-0.00138,1.0
666,11.1783,-8.898,8.071,96,1.00603,1.00514,0.00274,1.0
667,11.1952,-5.836,6.572,93,0.99739,1.00539,-0.00503,1.0
668,11.212,-9.282,8.552,90,1.00322,1.00257,-0.00032,1.0
669,11.2288,-9.542,9.015,97,1.00339,1.00436,-0.0004,1.0
670,11.2456,-9.671,10.077,94,1.00083,1.00532,-0.00351,1.0
671,11.2624,-9.414,8.378,99,1.00357,1.00503,0.00011,1.0
672,11.2792,-10.197,9.418,112,1.00598,1.00451,0.00196,1.0
673,11.296,-12.023,11.49,108,1.00902,1.00523,0.00384,1.0
674,11.3128,-11.031,10.166,104,1.00701,1.00522,0.00257,1.0
675,11.3296,-10.995,9.822,107,1.00804,1.00554,0.00377,1.0
676,11.3464,-7.868,8.814,100,1.00023,1.00657,-0.0034,1.0
677,11.3633,-8.011,9.585,104,1.00522,1.00622,0.00117,1.0
678,11.3801,-7.767,8.481,100,1.00201,1.0054,-0.00145,1.0
679,11.3969,-11.683,9.682,104,1.01074,1.00524,0.00649,1.0
680,11.4137,-11.665,9.145,117,1.00865,1.00565,0.0047,1.0
681,11.4305,-11.563,9.68,106,1.0063,1.00585,0.0021,1.0
682,11.4473,-11.886,7.856,109,1.00547,1.00233,0.0022,1.0
683,11.4641,-6.604,6.079,91,1.00038,1.00264,-0.0018,1.0
684,11.4809,-7.528,6.325,89,0.99897,0.9887,-0.00336,1.0
685,11.4977,-11.051,8.473,82,1.00512,1.00515,0.00157,1.0
686,11.5145,-7.589,6.44,84,0.99939,1.00507,-0.003,1.0
687,11.5313,-10.672,8.401,91,1.00329,1.00539,-0.00021,1.0
688,11.5482,-10.925,8.706,91,1.00299,1.00533,-0.00068,1.0
689,11.565,-10.684,8.584,109,0.99954,1.00815,-0.00405,1.0
690,11.5818,-10.843,8.641,98,1.00405,1.00571,0.00042,1.0
691,11.5986,-11.732,10.11,102,1.00279,1.00584,-0.00163,1.0
692,11.6154,-11.704,9.682,119,1.00189,1.00561,-0.0023,1.0
693,11.6322,-11.963,10.068,115,1.00327,1.00623,-0.00113,1.0
694,11.649,-10.461,8.895,98,0.99896,1.00612,-0.00479,1.0
695,11.6658,-9.493,7.524,109,1.00262,1.00571,-0.00039,1.0
696,11.6826,-9.534,7.128,101,1.00305,1.00565,0.00025,1.0
697,11.6994,-10.28,8.225,105,1.00412,1.00543,0.00072,1.0
698,11.7163,-13.696,10.086,83,1.01215,1.00306,0.00763,1.0
699,11.7331,-10.08,8.775,110,1.00383,1.00577,0.00015,1.0
700,11.7499,-9.902,9.086,90,1.0036,1.00567,-0.00024,1.0
701,11.7667,-12.966,11.154,93,1.01469,1.0057,0.0096,1.0
702,11.7835,-9.206,9.04,96,1.00398,1.00167,0.00018,1.0
703,11.8003,-8.618,9.384,100,1.00399,1.00193,3e-05,1.0
704,11.8171,-8.424,9.464,104,1.00525,1.00587,0.00125,1.0
705,11.8339,-5.204,8.622,107,1.0015,1.00591,-0.00196,1.0
706,11.8507,-3.516,9.273,99,0.99865,1.00538,-0.00509,1.0
707,11.8675,-3.902,10.016,112,1.00065,1.0052,-0.0035,1.0
708,11.8844,-5.046,10.823,106,1.004,0.99981,-0.0006,1.0
709,11.9012,-1.275,11.095,220,0.99977,0.99933,-0.00486,1.0
710,11.918,-0.638,9.564,191,1.00191,1.00243,-0.00192,1.0
711,11.9348,-0.136,9.619,212,1.00188,1.00237,-0.00196,1.0
712,11.9516,-1.578,13.392,253,1.00291,1.00233,-0.00292,1.0
713,11.9684,-1.053,12.93,193,1.0035,1.00365,-0.00208,1.0
714,11.9852,-0.89,11.986,89,1.00535,1.00518,0.00026,1.0
715,12.002,-0.257,12.837,111,1.00428,1.00432,-0.00123,1.0
716,12.0188,0.589,12.267,126,1.00439,1.00512,-0.00081,1.0
717,12.0356,1.24,13.654,99,1.0017,1.00575,-0.00419,1.0
718,12.0524,1.291,11.646,110,1.0055,1.00578,0.00064,1.0
719,12.0693,1.81,12.103,127,1.0048,1.00586,-0.00027,1.0
720,12.0861,1.485,13.168,106,1.00563,1.00575,-2e-05,1.0
721,12.1029,2.913,12.09,108,1.00497,1.00611,-7e-05,1.0
722,12.1197,2.693,12.388,105,1.00527,1.00638,6e-05,1.0
723,12.1365,3.048,11.713,100,1.00516,1.00483,0.00031,1.0
724,12.1533,3.151,12.366,100,1.00544,1.00535,0.00026,1.0
725,12.1701,3.206,12.376,117,1.0053,1.00706,0.00012,1.0
726,12.1869,2.336,11.625,109,1.00499,1.00596,0.00018,1.0
727,12.2037,0.603,10.628,118,1.00467,1.00511,0.00033,1.0
728,12.2205,-1.021,10.387,122,1.00257,1.00387,-0.00169,1.0
729,12.2374,-3.642,9.968,109,1.00214,1.00372,-0.00198,1.0
730,12.2542,-6.135,8.109,124,1.00341,1.00374,0.00018,1.0
731,12.271,-5.239,5.731,68,0.99934,1.00298,-0.00262,1.0
732,12.2878,-5.057,2.232,79,0.99761,0.99934,-0.00253,1.0
733,12.3046,-9.97,4.621,83,1.00216,1.00111,0.00064,1.0
734,12.3214,-10.625,3.602,100,1.00152,1.00324,0.00051,1.0
735,12.3382,-11.49,2.051,92,1.00097,0.99888,0.00074,1.0
736,12.355,-13.067,2.997,117,1.00083,1.00084,7e-05,1.0
737,12.3718,-12.471,1.405,151,0.99969,0.99968,-0.00023,1.0
738,12.3886,-12.547,0.291,162,0.99948,1.00004,0.00013,1.0
739,12.4054,-13.465,-0.651,180,0.99982,1.00023,0.00094,1.0
740,12.4223,-14.0,-0.231,186,0.9998,1.00142,0.00069,1.0
741,12.4391,-14.492,-0.925,166,0.99964,1.00159,0.00087,1.0
742,12.4559,-14.173,-0.644,152,0.99954,1.00096,0.00064,1.0
743,12.4727,-13.86,-1.973,123,1.00089,1.00076,0.00268,1.0
744,12.4895,-15.188,-1.685,153,0.99932,1.00093,0.00092,1.0
745,12.5063,-14.829,-2.174,142,0.99835,0.99961,0.00022,1.0
746,12.5231,-14.894,-2.1,139,1.00321,1.00083,0.00504,1.0
747,12.5399,-14.993,-0.617,168,0.99894,1.00048,-1e-05,1.0
748,12.5567,-15.261,-1.057,182,0.99952,1.00102,0.0008,1.0
749,12.5735,-15.795,-0.658,202,0.99978,1.00166,0.00084,1.0
750,12.5904,-15.161,-0.045,202,0.99972,1.00173,0.00047,1.0
751,12.6072,-14.801,-0.513,197,1.00007,1.00149,0.00108,1.0
752,12.624,-14.036,-0.132,218,0.99895,1.00147,-0.00022,1.0
753,12.6408,-15.363,1.454,167,1.0021,1.00078,0.00207,1.0
754,12.6576,-13.423,1.355,206,0.99873,1.00008,-0.00119,1.0
755,12.6744,-13.688,1.853,186,1.00105,0.9995,0.00087,1.0
756,12.6912,-14.385,2.046,187,1.00338,1.00345,0.00307,1.0
757,12.708,-12.497,1.789,178,1.00179,0.99807,0.00167,1.0
758,12.7248,-13.188,3.73,135,0.99899,1.00417,-0.00215,1.0
759,12.7416,-11.087,1.867,134,1.00135,1.00452,0.00123,1.0
760,12.7584,-13.325,5.513,70,1.00133,1.0029,-0.00074,1.0
761,12.7753,-13.559,5.351,58,1.00125,1.0032,-0.00074,1.0
762,12.7921,-13.855,6.346,63,1.00208,1.00393,-0.00044,1.0
763,12.8089,-13.679,6.06,67,1.00444,1.00389,0.00207,1.0
764,12.8257,-13.245,6.479,73,1.0027,1.00436,0.00012,1.0
765,12.8425,-13.28,7.005,67,1.00517,1.00325,0.00231,1.0
766,12.8593,-10.44,6.078,62,1.00185,1.0028,-0.00044,1.0
767,12.8761,-13.262,7.377,79,1.00382,1.00521,0.00077,1.0
768,12.8929,-11.428,7.107,70,0.99957,1.00397,-0.00328,1.0
769,12.9097,-9.992,6.194,70,1.00195,1.0042,-0.00038,1.0
770,12.9265,-14.145,10.346,66,1.00261,1.00532,-0.002,1.0
771,12.9434,-11.697,7.085,70,1.00206,0.99981,-0.00079,1.0
772,12.9602,-8.216,5.48,68,0.99636,1.00064,-0.00556,1.0
773,12.977,-10.861,6.663,63,1.00008,1.00401,-0.00252,1.0
774,12.9938,-11.96,7.932,101,1.00273,1.00512,-0.00056,1.0
775,13.0106,-11.484,7.71,90,1.00145,1.00479,-0.00171,1.0
776,13.0274,-12.514,8.328,102,1.00406,1.00575,0.00055,1.0
777,13.0442,-9.99,6.85,100,0.9978,1.00061,-0.00487,1.0
778,13.061,-11.52,7.609,106,1.00423,1.00597,0.00111,1.0
779,13.0778,-10.982,6.704,90,0.99961,1.00533,-0.00301,1.0
780,13.0946,-11.732,7.687,87,1.00497,1.00115,0.0018,1.0
781,13.1114,-11.868,8.201,105,1.00373,1.00188,0.0003,1.0
782,13.1283,-11.469,7.961,106,1.00292,1.0035,-0.00037,1.0
783,13.1451,-11.489,8.377,108,1.00292,1.0055,-0.00059,1.0
784,13.1619,-11.528,8.291,116,1.00317,1.0062,-0.00029,1.0
785,13.1787,-9.337,7.099,73,0.99503,1.00242,-0.00777,0.9923
786,13.1955,-12.923,10.208,99,1.00081,1.00349,-0.00368,0.9886
787,13.2123,-13.191,9.993,82,0.99873,1.00094,-0.00566,0.983
788,13.2291,-13.429,10.084,86,0.99695,0.99845,-0.0075,0.9757
789,13.2459,-15.435,12.72,97,0.99532,0.9951,-0.01056,0.9654
790,13.2627,-14.359,11.412,113,0.9924,0.9942,-0.01279,0.9532
791,13.2795,-12.469,9.739,102,0.98919,0.98967,-0.01511,0.9389
792,13.2964,-11.234,9.376,101,0.98543,0.99123,-0.0187,0.9215
793,13.3132,-13.969,11.056,113,0.98931,0.98848,-0.01571,0.9071
794,13.33,-13.971,11.201,115,0.98911,0.98924,-0.01599,0.8927
795,13.3468,-10.328,7.709,138,0.98615,0.98833,-0.01707,0.8776
796,13.3636,-10.199,6.944,122,0.98437,0.98815,-0.01848,0.8616
797,13.3804,-13.299,10.875,148,0.98765,0.98892,-0.01727,0.8468
798,13.3972,-13.579,11.996,144,0.98761,0.98932,-0.01791,0.8318
799,13.414,-13.026,12.024,142,0.98693,0.99036,-0.01859,0.8165
800,13.4308,-12.891,10.967,153,0.98824,0.99018,-0.01672,0.8029
801,13.4476,-12.773,11.523,144,0.98876,0.99044,-0.01647,0.7898
802,13.4644,-13.896,12.805,146,0.98796,0.9912,-0.01798,0.7757
803,13.4813,-12.271,10.502,159,0.99045,0.99259,-0.01422,0.7648
804,13.4981,-12.878,13.554,180,0.98673,0.98923,-0.01959,0.7499
805,13.5149,-13.578,12.554,178,0.98847,0.98966,-0.01732,0.7371
806,13.5317,-8.823,8.197,163,0.98859,0.99428,-0.01481,0.7262
807,13.5485,-15.702,15.744,130,0.99439,0.99348,-0.01306,0.7168
808,13.5653,-17.987,15.544,139,0.99758,0.99453,-0.00983,0.7098
809,13.5821,-13.211,12.996,144,0.99006,0.99472,-0.01594,0.6986
810,13.5989,-6.984,7.265,152,0.98925,0.9965,-0.01362,0.6891
811,13.6157,-10.029,9.286,157,0.9954,0.99661,-0.00855,0.6833
812,13.6325,-9.965,9.624,178,0.99779,0.99642,-0.00632,0.6789
813,13.6494,-10.449,9.702,176,0.99814,0.9984,-0.00603,0.6749
814,13.6662,-6.516,6.74,213,0.99275,0.99737,-0.0098,0.6683
815,13.683,-10.366,9.64,214,0.99878,0.9983,-0.00535,0.6647
816,13.6998,-5.769,6.349,213,0.99303,0.99837,-0.00929,0.6586
817,13.7166,-10.079,9.178,202,0.99976,0.99894,-0.00412,0.6559
818,13.7334,-9.611,9.356,184,0.99899,1.00026,-0.00497,0.6526
819,13.7502,-9.461,9.025,185,0.99962,0.99927,-0.00417,0.6499
820,13.767,-8.76,9.074,187,0.99967,0.99952,-0.00412,0.6472
821,13.7838,-9.589,9.135,206,1.00118,1.00003,-0.00266,0.6455
822,13.8006,-5.542,6.55,184,0.99369,1.0006,-0.00872,0.6399
823,13.8174,-6.106,6.691,195,0.99414,1.00168,-0.00836,0.6346
824,13.8343,-10.177,9.526,168,1.00197,1.00053,-0.0021,0.6332
825,13.8511,-8.85,8.806,188,1.00067,1.00116,-0.00298,0.6314
826,13.8679,-9.491,7.99,178,0.99829,1.00105,-0.00496,0.6282
827,13.8847,-9.783,9.504,197,1.00222,1.00135,-0.00183,0.6271
828,13.9015,-9.941,9.625,206,1.00285,1.00168,-0.00126,0.6263
829,13.9183,-3.92,5.782,174,0.99357,1.00145,-0.0084,0.6211
830,13.9351,-9.646,9.274,211,1.00306,1.0015,-0.00087,0.6205
831,13.9519,-9.639,7.959,197,0.99935,1.00193,-0.00388,0.6181
832,13.9687,-10.099,9.613,240,1.00358,1.00387,-0.00053,0.6178
833,13.9855,-10.021,9.426,227,1.00285,1.00315,-0.00117,0.6171
834,14.0024,-9.716,8.006,202,1.0004,1.00337,-0.00286,0.6153
835,14.0192,-10.032,8.931,198,1.00221,1.00225,-0.00154,0.6143
836,14.036,-9.688,8.98,214,1.00278,1.00241,-0.00099,0.6137
837,14.0528,-10.071,9.309,224,1.00315,1.00234,-0.0008,0.6132
838,14.0696,-10.312,9.279,224,1.00352,1.00458,-0.00042,0.613
839,14.0864,-9.538,8.877,220,1.00315,1.00242,-0.00056,0.6126
840,14.1032,-9.783,8.722,224,1.00384,1.00232,0.00019,0.6128
841,14.12,-10.247,9.161,222,1.00382,1.00245,-6e-05,0.6127
842,14.1368,-9.345,7.469,189,1.00088,1.00239,-0.0021,0.6114
843,14.1536,-10.316,9.487,199,1.00455,1.00243,0.00049,0.6117
844,14.1704,-10.051,9.043,203,1.00435,1.0026,0.00053,0.6121
845,14.1873,-5.647,5.901,195,0.99558,1.00241,-0.00649,0.6081
846,14.2041,-9.91,8.823,210,1.00325,1.00279,-0.00045,0.6078
847,14.2209,-10.292,9.642,211,1.00514,1.00265,0.00099,0.6084
848,14.2377,-10.118,8.928,211,1.00377,1.00318,1e-05,0.6084
849,14.2545,-10.322,9.134,222,1.00381,1.00357,-6e-05,0.6084
850,14.2713,-10.568,9.075,210,1.00347,1.00267,-0.00038,0.6082
851,14.2881,-10.072,8.863,220,1.00419,1.00257,0.00047,0.6085
852,14.3049,-9.601,8.539,201,1.00214,1.00281,-0.0014,0.6076
853,14.3217,-10.252,9.254,230,1.00402,1.00227,9e-05,0.6077
854,14.3385,-9.648,9.973,237,1.00471,1.00307,0.00042,0.6079
855,14.3554,-8.424,9.901,233,1.00408,1.00283,-0.00014,0.6078
856,14.3722,-7.523,10.25,239,1.00381,1.00328,-0.00057,0.6075
857,14.389,-6.634,10.508,229,1.00452,1.00322,3e-05,0.6075
858,14.4058,-5.072,10.982,237,1.00508,1.00309,0.00039,0.6077
859,14.4226,-0.306,9.317,212,1.00011,1.0036,-0.00357,0.6056
860,14.4394,-1.607,10.619,222,1.00343,1.00382,-0.00096,0.605
861,14.4562,0.231,10.977,273,1.00424,1.0045,-0.00029,0.6048
862,14.473,1.218,11.048,277,1.00467,1.00381,0.00012,0.6049
863,14.4898,2.665,10.455,262,1.00524,1.00346,0.00103,0.6055
864,14.5066,4.857,9.641,207,1.00256,1.00657,-0.00115,0.6048
865,14.5234,4.053,10.65,185,1.00623,1.00337,0.00196,0.606
866,14.5403,6.198,9.846,218,1.00437,1.00508,0.00058,0.6064
867,14.5571,7.348,9.366,219,1.00396,1.00517,0.00046,0.6066
868,14.5739,8.06,9.222,212,1.00369,1.00464,0.00028,0.6068
869,14.5907,8.645,8.642,350,1.00339,1.00482,0.00031,0.607
870,14.6075,9.782,7.718,338,1.00397,1.00497,0.00139,0.6078
871,14.6243,9.585,8.209,316,1.00332,1.00398,0.00049,0.6081
872,14.6411,10.2,8.206,297,1.00345,1.0045,0.00063,0.6085
873,14.6579,10.846,8.578,280,1.00351,1.00476,0.00052,0.6088
874,14.6747,10.637,7.964,327,1.00333,1.00493,0.00065,0.6092
875,14.6915,11.214,7.689,318,1.00335,1.00415,0.00083,0.6097
876,14.7084,11.599,8.382,304,1.00303,1.00454,0.00016,0.6098
877,14.7252,11.566,8.438,352,1.00247,1.00379,-0.00043,0.6096
878,14.742,11.764,7.816,379,1.0032,1.00423,0.00063,0.61
879,14.7588,11.534,7.732,393,1.00244,1.00416,-9e-05,0.6099
880,14.7756,11.653,8.159,384,1.00314,1.0048,0.00039,0.6101
881,14.7924,11.442,8.545,386,1.0025,1.00474,-0.00046,0.6099
882,14.8092,11.398,7.935,358,1.00289,1.00397,0.00024,0.61
883,14.826,12.227,7.275,299,1.00313,1.0049,0.00085,0.6105
884,14.8428,11.462,8.37,301,1.0032,1.00501,0.00033,0.6107
885,14.8596,11.171,8.992,255,1.00328,1.0043,8e-05,0.6108
886,14.8764,10.428,8.414,269,1.00313,1.00499,0.00021,0.6109
887,14.8933,10.004,9.065,276,1.00399,1.0041,0.00072,0.6113
888,14.9101,6.724,9.944,285,1.0038,1.00563,-2e-05,0.6113
889,14.9269,3.206,9.281,357,1.00351,1.00464,-6e-05,0.6113
890,14.9437,0.12,7.796,325,1.00316,1.00356,0.00028,0.6115
891,14.9605,-1.752,6.36,328,1.00414,1.00273,0.00195,0.6127
892,14.9773,-3.861,6.741,264,1.00705,1.00282,0.00458,0.6155
893,14.9941,-7.5,4.783,266,1.00163,1.00248,0.0001,0.6155
894,15.0109,-7.748,4.303,332,1.00244,1.00223,0.00115,0.6162
895,15.0277,-7.867,2.895,306,1.00181,1.00153,0.00125,0.617
896,15.0445,-10.373,2.88,344,1.00171,1.00098,0.00108,0.6177
897,15.0614,-11.541,2.712,347,1.00128,1.00051,0.00071,0.6181
898,15.0782,-10.534,0.826,323,1.00262,1.00073,0.00306,0.62
899,15.095,-11.634,1.71,334,1.00151,0.99994,0.00146,0.6209
900,15.1118,-12.443,1.895,383,1.00221,1.00066,0.00204,0.6222
901,15.1286,-13.28,1.165,389,1.00045,0.99916,0.00064,0.6226
902,15.1454,-13.499,1.252,457,1.00039,0.99961,0.00052,0.6229
903,15.1622,-14.096,0.986,400,1.00131,0.99972,0.00156,0.6239
904,15.179,-14.255,0.505,454,1.00075,0.99992,0.00125,0.6246
905,15.1958,-14.82,0.081,463,1.00045,0.99959,0.00115,0.6254
906,15.2126,-14.996,0.001,419,1.00037,0.99978,0.0011,0.6261
907,15.2295,-15.24,-0.669,411,1.00011,0.99881,0.00119,0.6268
908,15.2463,-15.454,-0.953,418,1.00038,1.00013,0.00161,0.6278
909,15.2631,-15.988,-1.281,403,1.00021,0.99923,0.00159,0.6288
910,15.2799,-15.461,-0.828,383,0.99993,0.99933,0.00108,0.6295
911,15.2967,-15.219,-1.843,365,0.99959,0.99888,0.00128,0.6303
912,15.3135,-16.7,-0.425,346,0.99862,0.99871,-0.00047,0.63
913,15.3303,-16.702,-0.976,318,0.99971,0.99848,0.00091,0.6306
914,15.3471,-15.039,-2.415,311,0.99951,0.99824,0.0015,0.6315
915,15.3639,-15.429,-2.472,304,0.99902,0.99849,0.00102,0.6322
916,15.3807,-15.426,-2.348,281,0.9994,0.99811,0.00135,0.633
917,15.3975,-15.216,-2.427,277,0.99894,0.999,0.00093,0.6336
918,15.4144,-14.792,-2.525,246,0.9988,0.99783,0.00085,0.6341
919,15.4312,-17.156,-1.706,244,1.00061,0.99816,0.00218,0.6355
920,15.448,-14.93,-2.595,228,0.999,0.99826,0.00109,0.6362
921,15.4648,-15.082,-2.436,212,0.99942,0.99789,0.00142,0.6371
922,15.4816,-15.318,-3.173,236,0.99906,0.99741,0.00144,0.638
923,15.4984,-15.831,-3.143,180,0.99872,0.99806,0.00107,0.6387
924,15.5152,-14.274,-3.914,161,0.9965,0.9977,-0.00072,0.6383
925,15.532,-15.833,-3.187,184,0.99816,0.99777,0.00053,0.6386
926,15.5488,-15.011,-2.877,189,0.99887,0.99774,0.0011,0.6393
927,15.5656,-14.838,-2.905,179,0.99868,0.99798,0.00092,0.6399
928,15.5825,-15.074,-2.84,181,0.99846,0.99834,0.00067,0.6403
929,15.5993,-14.487,-2.554,188,1.00056,0.99822,0.00263,0.642
930,15.6161,-15.281,-1.831,189,0.99991,0.9997,0.00159,0.643
931,15.6329,-15.613,-0.847,200,0.99966,1.00043,0.00082,0.6435
932,15.6497,-15.17,-0.133,233,0.99984,1.00008,0.00064,0.644
933,15.6665,-13.991,-0.071,213,0.99889,0.99937,-0.00031,0.6438
934,15.6833,-13.538,0.367,207,0.99765,0.99987,-0.00176,0.6426
935,15.7001,-14.777,2.162,145,1.00083,1.0008,0.00046,0.6429
936,15.7169,-14.243,2.528,132,1.00076,0.99967,0.00021,0.6431
937,15.7337,-14.427,3.439,135,1.00093,0.99936,-0.0001,0.643
938,15.7505,-11.455,4.531,139,1.0021,0.99842,0.00059,0.6434
939,15.7674,-13.415,4.585,132,0.99583,1.00213,-0.00577,0.6397
940,15.7842,-13.234,4.336,116,1.00185,1.0028,0.00039,0.6399
941,15.801,-13.379,6.608,92,1.00485,1.00087,0.0022,0.6413
942,15.8178,-12.759,5.287,118,0.99986,1.00017,-0.00208,0.64
943,15.8346,-11.008,4.008,91,0.9959,1.0004,-0.00534,0.6366
944,15.8514,-12.644,6.042,109,1.00115,1.00372,-0.00118,0.6358
945,15.8682,-12.669,5.889,88,1.0026,1.00026,0.00035,0.6361
946,15.885,-12.387,6.127,102,1.00178,1.00069,-0.00059,0.6357
947,15.9018,-11.605,7.992,93,1.00511,1.00027,0.00179,0.6368
948,15.9186,-12.223,6.535,103,1.00286,1.00008,0.00028,0.637
949,15.9355,-7.8,3.514,95,0.99307,0.99904,-0.00784,0.632
950,15.9523,-11.266,6.175,76,0.99752,1.00345,-0.00484,0.629
951,15.9691,-11.84,6.901,109,1.0001,1.00296,-0.00265,0.6273
952,15.9859,-13.296,8.223,95,1.00021,1.00117,-0.00326,0.6253
953,16.0027,-12.073,6.78,108,1.00301,1.00066,0.00031,0.6255
954,16.0195,-12.89,7.839,120,1.0034,1.00072,0.00013,0.6255
955,16.0363,-7.626,3.739,89,0.99194,1.00423,-0.00909,0.6199
956,16.0531,-11.763,6.76,113,1.00337,1.00018,0.00069,0.6203
957,16.0699,-12.269,7.296,106,1.00234,0.99964,-0.00063,0.6199
958,16.0867,-13.634,8.556,95,1.00014,0.99969,-0.00351,0.6177
959,16.1035,-12.157,7.41,115,1.00392,0.99952,0.00089,0.6183
960,16.1204,-12.206,7.559,106,1.00292,1.00436,-0.00019,0.6182
961,16.1372,-12.315,7.906,127,1.00785,1.00421,0.00454,0.621
962,16.154,-12.683,8.199,104,1.00617,1.00371,0.00271,0.6227
963,16.1708,-12.663,9.256,87,1.00892,1.00494,0.00488,0.6257
964,16.1876,-12.632,8.543,87,1.00407,1.00415,0.00044,0.626
965,16.2044,-12.221,8.061,95,1.00329,1.00366,-7e-05,0.626
966,16.2212,-9.056,6.583,89,0.99733,1.00166,-0.00518,0.6227
967,16.238,-13.158,10.029,88,1.00218,1.00107,-0.00223,0.6213
968,16.2548,-6.293,3.63,88,1.00151,1.00032,0.00061,0.6217
969,16.2716,-11.443,7.762,102,1.00767,1.00011,0.00446,0.6245
970,16.2885,-10.388,9.077,83,0.99728,1.00026,-0.00656,0.6204
971,16.3053,-13.303,10.71,91,1.0035,1.00164,-0.00127,0.6196
972,16.3221,-7.867,6.472,96,1.00251,1.00156,9e-05,0.6197
973,16.3389,-13.332,11.498,104,1.0017,1.00415,-0.00348,0.6175
974,16.3557,-14.01,12.522,89,1.00193,1.00104,-0.00379,0.6152
975,16.3725,-6.389,5.152,84,1.00276,1.00126,0.00106,0.6158
976,16.3893,-6.382,5.747,83,0.99392,1.00391,-0.0081,0.6109
977,16.4061,-11.389,9.522,88,1.00565,1.00186,0.00154,0.6118
978,16.4229,-10.232,8.73,112,1.00309,1.00449,-0.00056,0.6115
979,16.4397,-10.217,8.748,124,1.00379,1.00187,0.00012,0.6115
980,16.4565,-10.171,8.867,111,1.0036,1.00139,-0.00013,0.6115
981,16.4734,-10.282,8.369,116,1.00382,1.00129,0.00035,0.6117
982,16.4902,-9.889,8.912,99,1.00359,1.00108,-0.00015,0.6116
983,16.507,-9.982,8.767,108,1.00373,1.00267,6e-05,0.6116
984,16.5238,-10.642,9.568,121,1.00401,1.00552,-0.0001,0.6116
985,16.5406,-10.881,9.666,116,1.00479,1.00597,0.00062,0.6119
986,16.5574,-9.197,7.464,108,1.00367,1.00546,0.0007,0.6124
987,16.5742,-10.156,9.077,102,1.00458,1.00514,0.00073,0.6128
988,16.591,-10.49,9.119,126,1.00404,1.0038,0.00017,0.6129
989,16.6078,-9.991,9.004,115,1.00397,1.0015,0.00018,0.613
990,16.6246,-10.255,9.201,134,1.00335,1.00397,-0.00055,0.6127
991,16.6415,-10.283,9.436,147,1.00378,1.00316,-0.00025,0.6125
992,16.6583,-9.968,9.164,154,1.00382,1.00543,-6e-05,0.6125
993,16.6751,-9.993,9.21,135,1.00332,1.00471,-0.00058,0.6121
994,16.6919,-9.78,9.197,139,1.00296,1.00273,-0.00092,0.6116
995,16.7087,-10.121,9.379,151,1.004,1.00456,0.0,0.6116
996,16.7255,-10.198,9.416,121,1.00393,1.0023,-9e-05,0.6115
997,16.7423,-10.037,9.337,116,1.00397,1.00374,-0.0,0.6115
998,16.7591,-10.227,9.397,117,1.00408,1.00226,7e-05,0.6116
999,16.7759,-9.812,9.299,116,1.00376,1.00261,-0.00019,0.6114
1000,16.7927,-10.255,9.174,114,1.00407,1.0033,0.00018,0.6116
1001,16.8095,-10.047,9.407,110,1.00429,1.0022,0.00028,0.6117
1002,16.8264,-10.069,9.349,123,1.00435,1.00235,0.00037,0.612
1003,16.8432,-10.371,9.787,119,1.00408,1.0038,-0.00013,0.6119
1004,16.86,-9.897,9.142,124,1.00452,1.00453,0.00065,0.6123
1005,16.8768,-9.647,9.126,116,1.00364,1.00247,-0.00021,0.6122
1006,16.8936,-9.972,9.326,130,1.00399,1.00255,3e-05,0.6122
1007,16.9104,-10.08,9.621,135,1.00405,1.00257,-7e-05,0.6121
1008,16.9272,-9.916,9.164,136,1.0038,1.00246,-7e-05,0.6121
1009,16.944,-9.91,9.013,120,1.00309,1.00257,-0.0007,0.6116
1010,16.9608,-10.089,9.564,132,1.00423,1.00263,0.00014,0.6117
1011,16.9776,-10.136,9.715,123,1.00373,1.00257,-0.00044,0.6115
1012,16.9945,-10.531,9.972,132,1.00503,1.00276,0.00071,0.6119
1013,17.0113,-10.142,9.676,139,1.00436,1.00316,0.00021,0.612
1014,17.0281,-10.246,9.806,144,1.00449,1.00247,0.00027,0.6122
1015,17.0449,-9.765,8.42,125,1.0012,1.00247,-0.00228,0.6108
1016,17.0617,-10.252,9.751,167,1.00448,1.0026,0.00028,0.611
1017,17.0785,-10.035,9.449,166,1.00421,1.00262,0.00018,0.6111
1018,17.0953,-10.406,9.815,163,1.00459,1.00635,0.00036,0.6113
1019,17.1121,-10.137,9.723,171,1.00457,1.00303,0.00039,0.6115
1020,17.1289,-10.025,9.675,121,1.00469,1.00248,0.00054,0.6119
