frame,t_s,dxA,dyA,peakA,texA,dxC,dyC,peakC,texC,dxD,dyD,peakD,texD
1302,21.6833,-8.32,5.59,158.1,10.35,0.00,-0.00,238.1,1.20,0.01,0.02,187.7,11.32
1303,21.7000,-8.78,5.77,144.6,10.36,0.00,0.00,241.4,1.08,0.01,0.01,201.2,11.34
1304,21.7167,-8.24,5.49,155.9,10.39,-0.00,0.00,242.7,0.96,0.02,0.01,221.7,11.34
1305,21.7333,-8.80,5.72,146.3,10.43,-0.00,0.00,243.1,0.81,0.00,0.01,240.9,11.37
1306,21.7500,-8.60,5.61,155.3,10.48,0.00,-0.00,243.1,0.57,0.02,0.01,256.4,11.37
1307,21.7667,-8.96,5.69,142.0,10.52,-0.00,0.00,243.2,0.52,0.02,0.02,273.3,11.40
1308,21.7833,-8.48,5.49,156.9,10.51,0.00,-0.00,243.2,0.52,0.02,0.02,283.2,11.40
1309,21.8000,-9.37,5.63,164.7,10.52,-0.00,0.00,243.2,0.52,0.03,0.02,286.3,11.45
1310,21.8167,-8.66,5.58,155.7,10.49,-0.00,0.00,243.2,0.52,0.02,0.02,293.2,11.47
1311,21.8333,-9.57,5.71,178.9,10.48,-0.00,0.00,243.2,0.52,0.02,0.02,299.2,11.52
1312,21.8500,-9.35,5.50,160.6,10.45,-0.00,0.00,243.2,0.61,0.04,0.02,297.8,11.53
1313,21.8667,-9.33,5.50,158.6,10.42,-0.00,0.00,243.2,1.06,0.02,0.03,299.8,11.58
1314,21.8833,-9.70,5.69,193.8,10.40,-0.00,0.00,243.2,1.49,0.04,0.03,302.9,11.62
1315,21.9000,-9.49,5.60,174.8,10.39,0.00,-0.00,243.2,1.89,0.03,0.02,301.5,11.69
1316,21.9167,-9.64,5.62,183.8,10.36,-0.00,0.00,243.1,2.25,0.03,0.02,296.4,11.72
1317,21.9333,-9.70,5.71,194.9,10.35,0.00,-0.00,242.8,2.57,0.04,0.03,293.5,11.79
1318,21.9500,-9.86,5.72,205.8,10.34,0.00,-0.00,241.6,2.85,0.02,0.02,294.9,11.83
1319,21.9667,-9.82,5.68,204.3,10.32,-0.00,0.00,239.5,3.12,0.03,0.03,288.2,11.89
1320,21.9833,-9.98,5.72,209.3,10.32,0.00,0.00,235.0,3.36,0.03,0.03,282.0,11.91
1321,22.0000,-9.95,5.75,218.5,10.31,-0.00,0.00,228.5,3.60,0.02,0.02,274.8,11.99
1322,22.0167,-9.92,5.65,206.6,10.31,-0.00,-0.00,221.3,3.78,0.03,0.03,264.2,12.02
1323,22.0333,-10.02,5.75,233.2,10.31,-0.00,-0.00,211.4,3.99,0.05,0.03,249.0,12.07
1324,22.0500,-10.08,5.76,228.2,10.28,-0.00,0.00,192.2,4.19,0.03,0.03,232.9,12.11
1325,22.0667,-10.04,5.68,213.4,10.26,-0.01,0.00,171.9,4.37,0.05,0.04,191.8,12.13
1326,22.0833,-10.24,5.74,228.9,10.22,-0.01,-0.01,147.6,4.54,0.05,0.04,184.4,12.12
1327,22.1000,-10.07,5.66,224.7,10.20,-0.01,-0.02,117.5,4.73,0.06,0.04,189.0,12.17
1328,22.1167,-10.20,5.72,228.5,10.17,-0.03,-0.01,98.0,4.90,0.03,0.05,175.8,12.18
1329,22.1333,-10.26,5.68,226.5,10.13,-0.06,-0.05,76.5,5.04,0.04,0.04,149.7,12.21
1330,22.1500,-10.33,5.74,223.6,10.13,-0.03,-0.05,61.8,5.21,0.06,0.04,137.0,12.18
1331,22.1667,-10.19,5.54,208.1,10.07,-12.16,6.32,49.0,5.37,0.05,0.03,145.8,12.17
1332,22.1833,-10.56,5.76,209.3,10.02,-12.12,7.23,46.1,5.53,0.07,0.05,121.1,12.13
1333,22.2000,-10.23,5.52,210.3,9.95,-12.28,7.81,49.9,5.64,0.05,0.02,117.6,12.18
1334,22.2167,-10.83,5.75,194.9,9.89,-12.34,7.70,62.1,5.81,0.06,0.05,114.6,12.17
1335,22.2333,-10.28,5.47,199.0,9.88,-12.62,6.02,73.0,5.88,0.07,-0.01,105.1,12.19
1336,22.2500,-10.89,5.71,183.2,9.88,-12.58,7.49,50.6,5.96,0.01,0.03,113.7,12.19
1337,22.2667,-10.54,5.58,195.3,9.87,-12.13,7.45,56.8,6.05,0.07,0.03,112.5,12.25
1338,22.2833,-10.49,5.58,197.8,9.87,-12.20,7.59,61.9,6.11,0.06,0.06,110.9,12.32
1339,22.3000,-11.14,5.98,176.3,9.89,0.01,18.40,51.0,6.12,0.03,0.03,107.7,12.44
1340,22.3167,-10.67,5.39,174.3,9.89,-0.05,18.30,47.1,6.12,0.05,0.04,101.3,12.47
1341,22.3333,-11.23,5.99,170.1,9.93,-14.29,6.05,79.0,6.14,0.04,0.06,93.2,12.48
1342,22.3500,-10.83,5.26,167.8,9.95,-12.08,7.88,85.2,6.16,0.02,0.04,97.7,12.48
1343,22.3667,-11.46,5.96,173.4,9.97,-14.16,6.23,66.3,6.16,0.03,0.01,92.1,12.54
1344,22.3833,-11.47,5.96,177.1,10.02,-14.38,6.45,51.4,6.10,0.03,0.05,87.7,12.56
1345,22.4000,-9.91,4.89,160.0,10.08,-16.17,4.06,62.2,6.03,0.07,0.03,88.9,12.59
1346,22.4167,-11.72,5.95,191.0,10.13,-10.58,9.98,66.2,5.92,0.04,0.01,88.4,12.58
1347,22.4333,-9.92,4.74,164.5,10.17,-12.10,7.95,83.2,5.81,-0.01,0.02,83.8,12.60
1348,22.4500,-11.92,5.93,207.1,10.21,-13.87,7.90,83.0,5.68,0.04,-0.03,78.2,12.59
1349,22.4667,-11.76,5.90,172.9,10.29,-13.77,7.59,64.5,5.46,0.06,0.03,81.3,12.63
1350,22.4833,-11.73,5.84,160.1,10.38,-14.04,6.70,56.3,5.26,0.06,0.00,90.2,12.63
1351,22.5000,-11.97,5.83,195.9,10.45,-13.90,7.97,89.6,5.08,0.08,0.03,92.8,12.65
1352,22.5167,-10.01,4.37,159.0,10.53,-13.30,7.91,62.2,4.91,0.09,0.08,87.4,12.61
1353,22.5333,-12.02,5.70,174.8,10.39,-13.90,7.97,69.5,4.71,0.05,0.09,97.9,12.66
1354,22.5500,-11.95,5.68,161.4,10.35,-13.90,7.82,49.0,4.53,0.06,0.02,99.9,12.65
1355,22.5667,-10.18,4.19,151.9,10.25,-0.03,-0.05,87.7,4.31,0.12,0.09,96.7,12.60
1356,22.5833,-12.09,5.47,188.5,10.20,-0.03,-0.14,66.4,4.08,0.12,0.08,102.5,12.66
1357,22.6000,-10.23,4.14,155.7,10.28,0.01,-0.05,119.3,3.87,0.10,0.07,108.4,12.69
1358,22.6167,-12.13,5.40,181.4,10.33,-0.00,-0.01,73.8,3.65,0.07,0.10,115.2,12.77
1359,22.6333,-12.04,5.15,137.2,10.45,0.01,-0.08,83.0,3.40,0.09,0.07,123.8,12.85
1360,22.6500,-12.20,5.21,157.4,10.52,-0.02,-0.05,67.7,3.12,0.10,0.09,125.0,12.93
1361,22.6667,-11.34,4.90,147.6,10.55,0.01,-0.02,64.0,2.81,0.07,0.09,133.5,13.06
1362,22.6833,-11.45,4.95,151.1,10.61,-0.02,-0.02,69.7,2.43,0.08,0.08,134.9,13.07
1363,22.7000,-11.55,4.50,173.9,10.69,-0.02,0.02,52.7,2.32,0.10,0.09,141.2,13.08
1364,22.7167,-11.39,4.55,158.2,10.74,-0.02,-0.04,54.7,2.15,0.10,0.10,149.9,13.06
1365,22.7333,-11.62,4.55,168.7,10.81,-0.02,-0.00,108.0,1.98,0.09,0.12,149.7,13.01
1366,22.7500,-11.60,4.34,182.4,10.91,-10.59,5.05,27.9,1.80,0.08,0.08,152.3,13.02
1367,22.7667,-11.74,4.28,191.0,11.06,0.00,-0.03,123.2,1.90,0.07,0.10,149.9,12.96
1368,22.7833,-11.53,4.37,167.4,11.13,0.01,-0.02,138.7,2.34,0.11,0.10,147.6,12.94
1369,22.8000,-11.53,4.16,166.3,11.16,-0.01,-0.03,116.0,2.91,0.08,0.09,151.1,12.95
1370,22.8167,-11.69,4.25,165.8,11.15,-11.90,5.03,34.0,3.71,0.07,0.08,152.0,12.90
1371,22.8333,-11.71,4.12,171.9,11.13,-11.95,5.06,49.0,4.65,0.08,0.07,149.5,12.90
1372,22.8500,-11.71,4.15,180.6,11.09,-12.26,5.10,29.7,5.27,0.05,0.06,150.6,12.86
1373,22.8667,-11.62,4.09,173.8,11.07,-12.04,5.00,41.9,5.64,0.10,0.07,146.8,12.81
1374,22.8833,-11.96,4.13,175.7,11.10,-0.00,0.00,153.8,5.77,0.06,0.07,151.7,12.71
1375,22.9000,-11.79,4.06,185.7,11.15,0.00,-0.01,139.6,5.87,0.08,0.08,140.5,12.64
1376,22.9167,-11.93,4.03,179.9,11.19,-0.00,-0.02,139.0,5.89,0.08,0.06,140.7,12.60
1377,22.9333,-11.94,4.04,178.2,11.20,-0.01,-0.02,132.5,5.88,0.09,0.08,138.0,12.58
1378,22.9500,-11.79,4.02,179.9,11.26,-0.01,-0.03,140.3,5.86,0.07,0.07,136.5,12.54
1379,22.9667,-12.18,4.06,160.3,11.31,-0.00,-0.02,133.3,5.92,0.08,0.09,136.5,12.54
1380,22.9833,-12.08,3.97,170.6,11.40,-0.00,-0.01,132.5,5.90,0.08,0.08,134.4,12.57
1381,23.0000,-11.82,3.94,163.2,11.47,-0.01,-0.03,125.3,5.85,0.09,0.08,135.5,12.61
1382,23.0167,-12.36,4.04,139.4,11.40,-0.01,-0.02,127.4,5.79,0.06,0.07,133.9,12.58
1383,23.0333,-12.09,4.01,165.7,11.40,-0.01,-0.05,117.4,5.76,0.07,0.08,128.7,12.60
1384,23.0500,-12.12,3.98,141.2,11.46,-0.01,-0.01,116.3,5.72,0.10,0.11,121.7,12.58
1385,23.0667,-12.20,3.90,144.4,11.48,-0.03,-0.03,107.6,5.68,0.12,0.16,113.5,12.61
1386,23.0833,-12.17,3.90,142.9,11.52,-0.02,-0.00,103.9,5.63,0.17,0.19,110.0,12.66
1387,23.1000,-12.24,3.96,135.5,11.42,-0.01,-0.02,101.1,5.59,0.20,0.20,107.2,12.69
1388,23.1167,-12.31,3.84,141.8,11.33,0.00,-0.00,91.1,5.63,0.22,0.38,99.4,12.68
1389,23.1333,-12.32,3.73,128.8,11.18,-0.01,-0.02,82.7,5.62,0.23,0.46,96.9,12.71
1390,23.1500,-12.33,3.78,126.9,11.06,-0.01,0.02,99.2,5.57,0.37,0.66,85.2,12.80
1391,23.1667,-12.35,3.85,142.2,11.01,0.03,-0.01,57.7,5.44,0.41,1.41,83.9,12.79
1392,23.1833,-12.43,3.65,108.9,11.01,-0.00,0.04,49.2,5.22,0.31,1.56,92.8,12.28
1393,23.2000,-12.51,3.56,95.9,10.94,0.01,0.02,82.1,4.96,0.41,1.59,88.7,11.49
1394,23.2167,-13.57,2.43,91.9,10.91,0.03,0.02,59.9,4.71,0.33,1.66,87.3,11.26
1395,23.2333,-13.80,2.30,95.0,10.81,-0.01,0.02,80.8,4.43,0.27,1.71,78.5,10.21
1396,23.2500,-13.70,2.20,119.8,10.81,-0.01,0.02,103.1,4.14,0.21,1.66,77.0,9.29
1397,23.2667,-13.80,2.10,126.1,10.80,0.00,0.01,101.7,3.80,0.33,1.85,72.4,8.05
1398,23.2833,-13.88,1.95,122.5,10.76,-0.01,0.01,94.1,3.36,-20.36,5.97,76.7,6.72
1399,23.3000,-13.82,2.02,139.4,10.66,-0.01,0.01,102.5,3.02,-19.72,4.74,49.4,5.40
1400,23.3167,-14.09,1.88,143.5,10.59,0.01,0.00,108.1,2.72,-20.24,4.20,97.2,5.18
1401,23.3333,-14.14,1.79,116.5,10.60,0.01,0.04,74.4,2.38,-20.90,4.10,74.5,5.46
1402,23.3500,-14.03,1.84,117.1,10.48,0.00,-0.00,87.4,1.93,-21.24,4.04,84.0,5.46
1403,23.3667,-15.49,0.31,105.8,10.33,-12.11,0.02,42.5,1.46,-21.89,4.03,89.0,5.11
1404,23.3833,-15.59,0.16,145.2,10.14,-0.05,0.07,39.0,1.45,-20.34,2.16,88.9,4.68
1405,23.4000,-15.51,0.20,144.6,10.06,-12.60,-0.03,41.9,1.44,-21.53,2.44,89.2,4.28
1406,23.4167,-14.77,0.19,138.8,10.13,-13.95,0.01,74.9,1.45,-21.70,2.25,99.1,4.09
1407,23.4333,-15.40,0.08,165.0,10.23,-14.26,0.00,78.9,1.44,-21.87,2.10,88.0,4.07
1408,23.4500,-14.32,0.03,187.5,10.17,-14.14,0.04,65.1,1.44,-21.60,1.97,63.6,4.08
1409,23.4667,-14.71,-0.05,157.4,10.10,-15.30,0.03,69.9,1.45,-22.17,1.83,98.5,4.08
1410,23.4833,-14.65,-0.04,152.2,10.05,-15.25,-0.03,71.6,1.46,-22.18,1.62,87.8,4.24
1411,23.5000,-14.52,-0.07,168.3,10.01,-15.69,0.01,101.9,1.46,-22.15,1.64,92.9,4.37
1412,23.5167,-14.43,-0.08,170.7,9.96,-15.33,0.01,83.5,1.61,-21.67,0.44,84.6,4.55
1413,23.5333,-14.62,-0.08,150.2,9.91,-15.60,-0.02,88.4,2.99,-21.72,0.61,75.2,4.95
1414,23.5500,-14.58,-0.12,146.2,9.86,-15.90,0.02,106.4,3.84,-21.30,0.71,56.7,5.19
1415,23.5667,-14.95,-0.13,125.6,9.80,0.03,0.01,53.1,4.49,-22.14,0.40,62.5,5.13
1416,23.5833,-14.21,-0.13,159.5,9.78,-0.00,-0.01,75.3,5.09,-20.40,-0.19,57.7,5.13
1417,23.6000,-14.61,-0.13,135.0,9.72,0.03,-0.03,77.9,5.69,-26.02,3.54,35.3,5.15
1418,23.6167,-14.52,-0.13,137.6,9.68,0.02,-0.04,80.9,6.31,-28.83,-0.30,29.6,5.22
1419,23.6333,-15.42,-0.69,132.8,9.65,0.05,-0.02,77.4,7.02,-24.53,-0.14,31.4,5.27
1420,23.6500,-14.28,-0.17,136.9,9.62,0.01,-0.00,106.9,7.46,-24.00,-0.19,38.2,5.30
1421,23.6667,-14.46,-0.09,134.9,9.54,-0.01,0.02,85.4,7.82,-24.06,-0.28,43.2,5.30
1422,23.6833,-14.38,-0.13,137.2,9.49,-0.01,-0.01,89.0,8.13,-23.82,-1.71,46.8,5.33
1423,23.7000,-14.39,-0.10,124.5,9.49,-24.00,-1.99,64.3,8.32,-25.35,-0.15,33.2,5.39
1424,23.7167,-14.28,-0.11,141.1,9.47,-24.05,-2.00,64.8,8.43,-23.87,-2.56,35.3,5.40
1425,23.7333,-14.27,-0.10,143.8,9.45,-24.00,-2.00,75.6,8.55,-25.78,-0.42,33.3,5.34
1426,23.7500,-15.88,-1.64,120.0,9.43,-23.91,-2.04,70.2,8.74,-22.67,-1.89,32.4,5.26
1427,23.7667,-14.57,-0.08,116.3,9.40,-23.98,-2.02,85.9,9.02,-23.91,-3.24,31.1,5.31
1428,23.7833,-14.26,-0.10,131.1,9.38,-23.66,-2.02,74.5,9.30,-22.19,-1.74,59.7,4.59
1429,23.8000,-14.26,-0.10,150.8,9.32,-23.55,-2.02,86.8,9.49,-22.21,-1.71,57.7,4.76
1430,23.8167,-14.27,-0.20,125.0,9.29,-23.56,-2.01,91.2,9.38,-22.15,-2.11,65.6,5.00
1431,23.8333,-14.47,-0.14,117.5,9.25,-23.77,-2.04,105.4,9.26,-22.22,-1.91,60.6,5.37
1432,23.8500,-15.67,-1.74,118.5,9.20,-23.56,-1.88,91.2,9.20,-22.10,-2.36,82.6,5.63
1433,23.8667,-15.62,-1.95,148.3,9.17,-23.92,-2.07,81.3,9.06,-22.05,-3.89,79.5,5.88
1434,23.8833,-14.74,-1.70,116.9,9.14,-21.46,-3.73,51.4,8.99,-22.13,-4.67,61.0,6.44
1435,23.9000,-14.22,-1.96,150.7,9.10,-22.10,-4.00,131.1,8.84,-21.85,-5.58,33.3,7.55
1436,23.9167,-13.97,-2.08,138.1,9.03,-19.93,-5.73,48.5,8.67,-1.41,3.49,64.5,8.97
1437,23.9333,-14.14,-3.74,146.0,8.94,-19.80,-6.01,83.3,8.52,-1.98,3.77,129.3,9.50
1438,23.9500,-13.78,-4.03,148.3,8.85,-23.95,-7.92,55.1,8.31,-2.04,3.80,140.9,10.34
1439,23.9667,-12.18,-3.97,163.3,8.72,-17.88,-8.05,87.0,8.23,-2.41,3.96,151.8,11.10
1440,23.9833,-11.85,-4.35,124.5,8.67,-21.90,-9.94,49.7,8.07,-2.52,3.87,149.3,12.04
