frame,t,knob_x,knob_y,knob_method,base_x,base_y,ring_r,base_method,knob_dist,knob_angle_deg,hole_vx,hole_vy,hole_speed,travel_angle_deg
487,8.1694,987.0,1495.0,H,930.0,1662.0,160.60000610351562,H,176.5,-71.2,1.58,-9.73,9.86,-80.7
488,8.1862,987.0,1497.0,H,930.0,1660.0,169.1999969482422,H,172.7,-70.7,2.94,-9.91,10.34,-73.5
489,8.2031,997.0,1495.0,H,934.0,1660.0,165.0,H,176.6,-69.1,3.02,-9.44,9.91,-72.2
490,8.2199,1003.0,1497.0,H,936.0,1658.0,165.0,H,174.4,-67.4,2.15,-9.82,10.06,-77.6
491,8.2367,1005.0,1497.0,H,932.0,1656.0,160.39999389648438,H,175.0,-65.3,3.22,-10.0,10.5,-72.2
492,8.2535,1015.0,1497.0,H,932.0,1654.0,160.60000610351562,H,177.6,-62.1,4.3,-10.97,11.78,-68.6
493,8.2703,1021.0,1499.0,H,934.0,1652.0,160.39999389648438,H,176.0,-60.4,3.7,-9.76,10.44,-69.2
494,8.2871,1025.0,1499.0,H,936.0,1652.0,165.0,H,177.0,-59.8,5.3,-10.4,11.67,-63.0
495,8.3039,1027.0,1497.0,H,936.0,1646.0,169.39999389648438,H,174.6,-58.6,4.26,-9.42,10.34,-65.6
496,8.3207,1031.0,1497.0,H,938.0,1644.0,160.60000610351562,H,173.9,-57.7,6.12,-10.5,12.16,-59.8
497,8.3375,1033.0,1495.0,H,942.0,1644.0,165.0,H,174.6,-58.6,6.76,-9.95,12.03,-55.8
498,8.3543,1035.0,1495.0,H,940.0,1642.0,169.1999969482422,H,175.0,-57.1,7.08,-10.64,12.78,-56.3
499,8.3712,1037.0,1497.0,H,936.0,1640.0,165.0,H,175.1,-54.8,7.21,-10.64,12.85,-55.9
500,8.388,1037.0,1497.0,H,938.0,1636.0,165.0,H,170.7,-54.5,7.19,-9.27,11.73,-52.2
501,8.4048,1041.0,1493.0,H,946.0,1642.0,165.0,H,176.7,-57.5,7.89,-10.05,12.78,-51.9
502,8.4216,1041.0,1495.0,H,938.0,1638.0,165.0,H,176.2,-54.2,7.89,-9.7,12.5,-50.9
503,8.4384,1039.0,1495.0,H,938.0,1636.0,165.0,H,173.4,-54.4,8.25,-10.02,12.98,-50.5
504,8.4552,1041.0,1495.0,H,936.0,1636.0,167.1999969482422,H,175.8,-53.3,8.51,-9.9,13.05,-49.3
505,8.472,1043.0,1495.0,H,946.0,1640.0,164.8000030517578,H,174.5,-56.2,7.98,-9.37,12.31,-49.6
506,8.4888,1043.0,1495.0,H,944.0,1638.0,167.0,H,173.9,-55.3,8.53,-10.08,13.2,-49.8
507,8.5056,1047.0,1493.0,H,944.0,1636.0,160.60000610351562,H,176.2,-54.2,8.78,-9.79,13.15,-48.1
508,8.5224,1049.0,1495.0,H,944.0,1636.0,160.60000610351562,H,175.8,-53.3,8.5,-9.43,12.69,-48.0
509,8.5393,1049.0,1497.0,H,946.0,1638.0,165.0,H,174.6,-53.9,8.8,-9.62,13.04,-47.6
510,8.5561,1051.0,1495.0,H,942.0,1632.0,165.0,H,175.1,-51.5,8.71,-9.47,12.87,-47.4
511,8.5729,1055.0,1497.0,H,944.0,1636.0,164.8000030517578,H,177.9,-51.4,9.08,-9.82,13.37,-47.2
512,8.5897,1059.0,1495.0,H,946.0,1630.0,169.0,H,176.1,-50.1,8.78,-8.24,12.04,-43.2
513,8.6065,1063.0,1495.0,H,948.0,1628.0,169.39999389648438,H,175.8,-49.2,9.76,-10.32,14.2,-46.6
514,8.6233,1067.0,1497.0,H,946.0,1626.0,165.0,H,176.9,-46.8,9.6,-10.41,14.16,-47.3
515,8.6401,1069.0,1497.0,H,952.0,1626.0,162.0,H,174.2,-47.8,9.8,-9.95,13.96,-45.4
516,8.6569,1073.0,1497.0,H,954.0,1624.0,160.60000610351562,H,174.0,-46.9,10.07,-9.48,13.83,-43.3
517,8.6737,1075.0,1499.0,H,956.0,1622.0,169.39999389648438,H,171.1,-45.9,11.34,-10.68,15.58,-43.3
518,8.6905,1085.0,1501.0,H,958.0,1620.0,169.39999389648438,H,174.0,-43.1,9.48,-8.62,12.82,-42.3
519,8.7073,1083.0,1503.0,H,958.0,1618.0,169.39999389648438,H,169.9,-42.6,10.19,-8.84,13.49,-40.9
520,8.7242,1085.0,1503.0,H,956.0,1622.0,164.8000030517578,H,175.5,-42.7,11.04,-9.53,14.58,-40.8
521,8.741,1091.0,1503.0,H,960.0,1616.0,169.39999389648438,H,173.0,-40.8,10.82,-8.49,13.76,-38.1
522,8.7578,1089.0,1505.0,H,960.0,1614.0,164.8000030517578,H,168.9,-40.2,10.27,-8.06,13.05,-38.1
523,8.7746,1093.0,1505.0,H,964.0,1620.0,165.0,H,172.8,-41.7,11.18,-8.42,14.0,-37.0
524,8.7914,1095.0,1505.0,H,958.0,1612.0,165.0,H,173.8,-38.0,11.28,-8.09,13.88,-35.6
525,8.8082,1095.0,1505.0,H,962.0,1616.0,169.39999389648438,H,173.2,-39.8,11.55,-8.04,14.07,-34.8
526,8.825,1095.0,1507.0,H,958.0,1616.0,165.0,H,175.1,-38.5,11.2,-7.4,13.43,-33.5
527,8.8418,1095.0,1505.0,H,962.0,1616.0,160.39999389648438,H,173.2,-39.8,12.52,-8.62,15.2,-34.5
528,8.8586,1095.0,1505.0,H,962.0,1612.0,165.0,H,170.7,-38.8,11.4,-7.73,13.77,-34.2
529,8.8754,1095.0,1507.0,H,966.0,1614.0,165.0,H,167.6,-39.7,11.79,-7.56,14.0,-32.7
530,8.8923,1095.0,1505.0,H,962.0,1612.0,165.0,H,170.7,-38.8,11.23,-7.39,13.44,-33.4
531,8.9091,1095.0,1505.0,H,966.0,1614.0,165.0,H,168.9,-40.2,11.85,-7.74,14.15,-33.1
532,8.9259,1095.0,1507.0,H,962.0,1612.0,165.0,H,169.5,-38.3,12.1,-8.15,14.59,-33.9
533,8.9427,1097.0,1507.0,H,964.0,1614.0,169.39999389648438,H,170.7,-38.8,12.02,-7.33,14.08,-31.4
534,8.9595,1097.0,1507.0,H,966.0,1618.0,164.8000030517578,H,171.7,-40.3,11.7,-7.27,13.77,-31.8
535,8.9763,1095.0,1507.0,H,964.0,1614.0,169.39999389648438,H,169.1,-39.2,12.46,-7.21,14.39,-30.0
536,8.9931,1097.0,1505.0,H,964.0,1614.0,169.39999389648438,H,172.0,-39.3,11.81,-7.07,13.77,-30.9
537,9.0099,1097.0,1507.0,H,964.0,1614.0,169.39999389648438,H,170.7,-38.8,12.88,-8.28,15.31,-32.7
538,9.0267,1097.0,1507.0,H,964.0,1614.0,169.39999389648438,H,170.7,-38.8,13.06,-8.27,15.46,-32.3
539,9.0435,1093.0,1507.0,H,966.0,1618.0,165.0,H,168.7,-41.2,12.47,-7.64,14.63,-31.5
540,9.0603,1093.0,1507.0,H,966.0,1618.0,165.0,H,168.7,-41.2,12.07,-7.34,14.13,-31.3
541,9.0772,1095.0,1507.0,H,966.0,1618.0,165.0,H,170.2,-40.7,12.54,-7.74,14.74,-31.7
542,9.094,1095.0,1507.0,H,964.0,1614.0,169.39999389648438,H,169.1,-39.2,12.61,-7.85,14.86,-31.9
543,9.1108,1093.0,1507.0,H,964.0,1614.0,169.39999389648438,H,167.6,-39.7,12.72,-7.92,14.98,-31.9
544,9.1276,1093.0,1507.0,H,964.0,1614.0,169.1999969482422,H,167.6,-39.7,12.82,-8.0,15.11,-32.0
545,9.1444,1093.0,1507.0,H,964.0,1614.0,169.39999389648438,H,167.6,-39.7,12.74,-8.0,15.04,-32.1
546,9.1612,1095.0,1507.0,H,966.0,1618.0,165.0,H,170.2,-40.7,12.55,-7.79,14.77,-31.8
547,9.178,1097.0,1507.0,H,964.0,1618.0,165.0,H,173.2,-39.8,12.42,-7.62,14.58,-31.5
548,9.1948,1097.0,1507.0,H,964.0,1614.0,169.39999389648438,H,170.7,-38.8,12.31,-7.62,14.48,-31.8
549,9.2116,1097.0,1505.0,H,964.0,1614.0,162.8000030517578,H,172.0,-39.3,11.85,-6.97,13.75,-30.4
550,9.2284,1097.0,1505.0,H,964.0,1616.0,169.39999389648438,H,173.2,-39.8,12.41,-7.58,14.55,-31.4
551,9.2453,1095.0,1503.0,H,966.0,1618.0,165.0,H,172.8,-41.7,12.25,-7.44,14.33,-31.3
552,9.2621,1095.0,1501.0,H,964.0,1614.0,160.60000610351562,H,173.0,-40.8,12.44,-7.48,14.51,-31.0
553,9.2789,1095.0,1497.0,H,964.0,1612.0,169.39999389648438,H,174.3,-41.3,11.88,-7.4,14.0,-31.9
554,9.2957,1095.0,1497.0,H,968.0,1616.0,165.0,H,174.0,-43.1,11.76,-7.53,13.96,-32.6
555,9.3125,1095.0,1495.0,H,966.0,1612.0,160.60000610351562,H,174.2,-42.2,11.22,-7.19,13.32,-32.6
556,9.3293,1095.0,1493.0,H,966.0,1612.0,160.60000610351562,H,175.5,-42.7,11.47,-7.51,13.71,-33.2
557,9.3461,1095.0,1491.0,H,968.0,1612.0,160.39999389648438,H,175.4,-43.6,11.47,-7.43,13.67,-32.9
558,9.3629,1095.0,1491.0,H,972.0,1612.0,165.0,H,172.5,-44.5,11.29,-7.3,13.45,-32.9
559,9.3797,1095.0,1493.0,H,968.0,1606.0,165.0,H,170.0,-41.7,11.17,-7.38,13.39,-33.5
560,9.3965,1095.0,1491.0,H,968.0,1606.0,165.0,H,171.3,-42.2,11.25,-7.55,13.55,-33.9
561,9.4133,1095.0,1491.0,H,974.0,1606.0,165.0,H,166.9,-43.5,11.73,-8.13,14.27,-34.7
562,9.4302,1095.0,1491.0,H,970.0,1608.0,169.39999389648438,H,171.2,-43.1,11.5,-7.88,13.94,-34.4
563,9.447,1095.0,1491.0,H,970.0,1610.0,169.0,H,172.6,-43.6,11.73,-8.05,14.23,-34.4
564,9.4638,1095.0,1491.0,H,970.0,1610.0,160.1999969482422,H,172.6,-43.6,10.99,-7.54,13.33,-34.5
565,9.4806,1097.0,1489.0,H,970.0,1610.0,160.1999969482422,H,175.4,-43.6,11.87,-8.48,14.58,-35.6
566,9.4974,1097.0,1491.0,H,968.0,1608.0,167.1999969482422,H,174.2,-42.2,10.9,-7.27,13.1,-33.7
567,9.5142,1097.0,1491.0,H,968.0,1610.0,160.39999389648438,H,175.5,-42.7,12.18,-9.04,15.17,-36.6
568,9.531,1097.0,1491.0,H,970.0,1614.0,165.0,H,176.8,-44.1,11.79,-8.29,14.41,-35.1
569,9.5478,1095.0,1487.0,H,968.0,1612.0,165.0,H,178.2,-44.5,12.0,-8.64,14.78,-35.7
570,9.5646,1095.0,1489.0,H,970.0,1610.0,160.60000610351562,H,174.0,-44.1,11.28,-7.98,13.81,-35.3
571,9.5814,1095.0,1489.0,H,970.0,1610.0,160.60000610351562,H,174.0,-44.1,11.87,-8.46,14.58,-35.5
572,9.5983,1097.0,1489.0,H,972.0,1606.0,169.39999389648438,H,171.2,-43.1,11.67,-8.31,14.33,-35.5
573,9.6151,1097.0,1489.0,H,972.0,1608.0,160.39999389648438,H,172.6,-43.6,11.53,-8.07,14.07,-35.0
574,9.6319,1097.0,1487.0,H,976.0,1608.0,165.0,H,171.1,-45.0,11.49,-8.13,14.08,-35.3
575,9.6487,1099.0,1485.0,H,974.0,1604.0,169.39999389648438,H,172.6,-43.6,11.8,-8.39,14.48,-35.4
576,9.6655,1101.0,1485.0,H,976.0,1608.0,165.0,H,175.4,-44.5,11.48,-7.53,13.73,-33.3
577,9.6823,1101.0,1485.0,H,974.0,1600.0,165.0,H,171.3,-42.2,11.84,-8.79,14.75,-36.6
578,9.6991,1103.0,1483.0,H,978.0,1602.0,169.1999969482422,H,172.6,-43.6,11.72,-8.32,14.37,-35.4
579,9.7159,1105.0,1479.0,H,982.0,1604.0,165.0,H,175.4,-45.5,11.21,-8.01,13.77,-35.6
580,9.7327,1105.0,1479.0,H,982.0,1604.0,165.0,H,175.4,-45.5,11.49,-8.25,14.15,-35.7
581,9.7495,1105.0,1479.0,H,980.0,1600.0,160.1999969482422,H,174.0,-44.1,11.29,-8.06,13.87,-35.5
582,9.7663,1105.0,1475.0,H,980.0,1600.0,160.60000610351562,H,176.8,-45.0,11.3,-8.27,14.0,-36.2
583,9.7832,1105.0,1475.0,H,984.0,1602.0,165.0,H,175.4,-46.4,11.25,-7.89,13.74,-35.1
584,9.8,1103.0,1473.0,H,982.0,1598.0,160.60000610351562,H,174.0,-45.9,11.15,-7.92,13.67,-35.4
585,9.8168,1107.0,1475.0,H,986.0,1600.0,164.8000030517578,H,174.0,-45.9,11.36,-8.64,14.27,-37.3
586,9.8336,1107.0,1473.0,H,986.0,1596.0,162.8000030517578,H,172.5,-45.5,11.19,-8.61,14.12,-37.6
587,9.8504,1105.0,1469.0,H,986.0,1596.0,160.60000610351562,H,174.0,-46.9,11.19,-8.51,14.06,-37.2
588,9.8672,1105.0,1467.0,H,990.0,1596.0,165.0,H,172.8,-48.3,10.86,-8.19,13.6,-37.0
589,9.884,1105.0,1467.0,H,982.0,1598.0,162.8000030517578,H,179.7,-46.8,11.29,-8.37,14.06,-36.6
590,9.9008,1105.0,1465.0,H,986.0,1592.0,160.60000610351562,H,174.0,-46.9,10.89,-8.13,13.59,-36.7
591,9.9176,1105.0,1463.0,H,992.0,1594.0,165.0,H,173.0,-49.2,11.35,-8.92,14.43,-38.2
592,9.9344,1103.0,1463.0,H,990.0,1592.0,160.60000610351562,H,171.5,-48.8,10.99,-8.54,13.92,-37.8
593,9.9513,1107.0,1463.0,H,990.0,1592.0,160.60000610351562,H,174.2,-47.8,10.98,-8.43,13.85,-37.5
594,9.9681,1105.0,1461.0,H,990.0,1592.0,160.60000610351562,H,174.3,-48.7,11.0,-8.51,13.91,-37.7
595,9.9849,1105.0,1461.0,H,994.0,1592.0,165.0,H,171.7,-49.7,10.57,-8.38,13.49,-38.4
596,10.0017,1107.0,1461.0,H,992.0,1590.0,160.60000610351562,H,172.8,-48.3,10.31,-8.39,13.29,-39.2
597,10.0185,1105.0,1459.0,H,992.0,1590.0,160.60000610351562,H,173.0,-49.2,10.68,-8.35,13.56,-38.0
598,10.0353,1105.0,1457.0,H,994.0,1592.0,165.0,H,174.8,-50.6,10.58,-8.33,13.46,-38.2
599,10.0521,1107.0,1457.0,H,992.0,1590.0,160.60000610351562,H,175.8,-49.2,10.94,-8.74,14.01,-38.6
600,10.0689,1107.0,1457.0,H,992.0,1588.0,160.60000610351562,H,174.3,-48.7,11.12,-9.32,14.51,-40.0
601,10.0857,1107.0,1455.0,H,992.0,1586.0,169.39999389648438,H,174.3,-48.7,11.52,-9.84,15.16,-40.5
602,10.1025,1107.0,1459.0,H,992.0,1586.0,160.60000610351562,H,171.3,-47.8,10.91,-9.23,14.29,-40.2
603,10.1193,1105.0,1455.0,H,996.0,1590.0,165.0,H,173.5,-51.1,11.86,-9.85,15.42,-39.7
604,10.1362,1105.0,1455.0,H,994.0,1588.0,169.0,H,173.2,-50.2,12.07,-10.43,15.95,-40.8
605,10.153,1105.0,1455.0,H,994.0,1590.0,165.0,H,174.8,-50.6,11.13,-8.84,14.21,-38.5
606,10.1698,1107.0,1455.0,H,994.0,1588.0,160.1999969482422,H,174.5,-49.6,10.49,-8.01,13.2,-37.4
607,10.1866,1107.0,1455.0,H,994.0,1586.0,169.1999969482422,H,173.0,-49.2,9.51,-6.97,11.79,-36.2
608,10.2034,1107.0,1455.0,H,990.0,1588.0,165.0,H,177.1,-48.7,10.19,-7.86,12.87,-37.6
609,10.2202,1105.0,1453.0,H,992.0,1590.0,165.0,H,177.6,-50.5,10.22,-7.94,12.95,-37.8
610,10.237,1107.0,1455.0,H,994.0,1586.0,160.60000610351562,H,173.0,-49.2,10.3,-7.85,12.96,-37.3
611,10.2538,1107.0,1453.0,H,994.0,1586.0,160.60000610351562,H,174.5,-49.6,10.21,-7.81,12.85,-37.4
612,10.2706,1107.0,1455.0,H,994.0,1586.0,160.60000610351562,H,173.0,-49.2,10.12,-8.02,12.91,-38.4
613,10.2874,1107.0,1455.0,H,994.0,1586.0,160.60000610351562,H,173.0,-49.2,9.91,-7.61,12.5,-37.5
614,10.3043,1107.0,1455.0,H,992.0,1586.0,160.60000610351562,H,174.3,-48.7,5.35,-4.98,7.31,-43.0
615,10.3211,1107.0,1455.0,H,994.0,1586.0,160.60000610351562,H,173.0,-49.2,5.69,-5.44,7.87,-43.7
616,10.3379,1107.0,1453.0,H,994.0,1586.0,160.60000610351562,H,174.5,-49.6,4.96,-4.86,6.95,-44.4
617,10.3547,1109.0,1455.0,H,994.0,1586.0,160.60000610351562,H,174.3,-48.7,10.31,-7.5,12.74,-36.0
618,10.3715,1109.0,1453.0,H,998.0,1588.0,164.8000030517578,H,174.8,-50.6,6.5,-6.06,8.88,-43.0
619,10.3883,1109.0,1453.0,H,996.0,1586.0,160.60000610351562,H,174.5,-49.6,3.38,-1.79,3.82,-27.9
620,10.4051,1109.0,1453.0,H,994.0,1586.0,160.60000610351562,H,175.8,-49.2,13.3,-13.46,18.92,-45.4
621,10.4219,1107.0,1453.0,H,996.0,1586.0,167.1999969482422,H,173.2,-50.2,10.04,-7.74,12.68,-37.6
622,10.4387,1107.0,1451.0,H,996.0,1586.0,167.1999969482422,H,174.8,-50.6,2.48,-0.59,2.55,-13.5
623,10.4555,1107.0,1451.0,H,992.0,1584.0,165.0,H,175.8,-49.2,6.81,-6.32,9.29,-42.9
624,10.4723,1109.0,1451.0,H,998.0,1584.0,169.39999389648438,H,173.2,-50.2,6.35,-6.28,8.94,-44.7
625,10.4892,1109.0,1451.0,H,992.0,1582.0,165.0,H,175.6,-48.2,6.31,-6.14,8.81,-44.2
626,10.506,1109.0,1449.0,H,996.0,1582.0,169.0,H,174.5,-49.6,10.29,-8.45,13.32,-39.4
627,10.5228,1109.0,1451.0,H,994.0,1580.0,165.0,H,172.8,-48.3,6.35,-6.51,9.09,-45.7
628,10.5396,1109.0,1447.0,H,996.0,1584.0,160.1999969482422,H,177.6,-50.5,9.7,-7.43,12.22,-37.4
629,10.5564,1109.0,1451.0,H,1000.0,1586.0,165.0,H,173.5,-51.1,8.39,-8.45,11.91,-45.2
630,10.5732,1107.0,1449.0,H,998.0,1582.0,169.39999389648438,H,172.0,-50.7,9.36,-6.67,11.5,-35.5
631,10.59,1109.0,1449.0,H,996.0,1584.0,166.8000030517578,H,176.1,-50.1,10.13,-8.01,12.91,-38.3
632,10.6068,1109.0,1449.0,H,998.0,1584.0,160.39999389648438,H,174.8,-50.6,6.88,-6.86,9.72,-44.9
633,10.6236,1109.0,1449.0,H,998.0,1584.0,160.39999389648438,H,174.8,-50.6,6.5,-6.64,9.29,-45.6
634,10.6404,1109.0,1447.0,H,998.0,1582.0,160.60000610351562,H,174.8,-50.6,9.74,-7.53,12.31,-37.7
635,10.6573,1109.0,1449.0,H,996.0,1582.0,169.0,H,174.5,-49.6,9.94,-7.62,12.53,-37.5
636,10.6741,1109.0,1449.0,H,998.0,1582.0,160.60000610351562,H,173.2,-50.2,10.01,-8.09,12.86,-38.9
637,10.6909,1109.0,1449.0,H,998.0,1582.0,160.60000610351562,H,173.2,-50.2,10.56,-8.65,13.65,-39.3
638,10.7077,1109.0,1449.0,H,998.0,1584.0,167.1999969482422,H,174.8,-50.6,10.62,-9.0,13.92,-40.3
639,10.7245,1109.0,1449.0,H,998.0,1582.0,169.39999389648438,H,173.2,-50.2,9.9,-7.7,12.54,-37.9
640,10.7413,1109.0,1449.0,H,998.0,1582.0,169.39999389648438,H,173.2,-50.2,10.61,-8.47,13.57,-38.6
641,10.7581,1109.0,1449.0,H,998.0,1582.0,169.39999389648438,H,173.2,-50.2,11.29,-9.81,14.96,-41.0
642,10.7749,1109.0,1449.0,H,998.0,1582.0,169.39999389648438,H,173.2,-50.2,9.75,-6.85,11.92,-35.1
643,10.7917,1111.0,1451.0,H,998.0,1584.0,167.1999969482422,H,174.5,-49.6,6.01,-7.39,9.52,-50.9
644,10.8085,1107.0,1451.0,H,998.0,1582.0,169.0,H,170.4,-50.2,12.61,-11.85,17.3,-43.2
645,10.8253,1111.0,1449.0,H,996.0,1586.0,164.8000030517578,H,178.9,-50.0,8.58,-5.45,10.17,-32.4
646,10.8422,1111.0,1449.0,H,998.0,1578.0,164.8000030517578,H,171.5,-48.8,12.86,-12.11,17.66,-43.3
647,10.859,1111.0,1449.0,H,998.0,1586.0,164.8000030517578,H,177.6,-50.5,13.0,-11.66,17.46,-41.9
648,10.8758,1109.0,1449.0,H,1000.0,1584.0,165.0,H,173.5,-51.1,10.61,-8.71,13.73,-39.4
649,10.8926,1109.0,1449.0,H,996.0,1582.0,166.8000030517578,H,174.5,-49.6,11.85,-10.44,15.79,-41.4
650,10.9094,1109.0,1447.0,H,998.0,1582.0,169.0,H,174.8,-50.6,10.33,-9.21,13.84,-41.7
651,10.9262,1109.0,1447.0,H,998.0,1582.0,169.0,H,174.8,-50.6,9.0,-7.53,11.73,-39.9
652,10.943,1111.0,1449.0,H,998.0,1582.0,160.39999389648438,H,174.5,-49.6,9.17,-7.57,11.89,-39.6
653,10.9598,1111.0,1449.0,H,998.0,1578.0,164.8000030517578,H,171.5,-48.8,9.36,-8.35,12.55,-41.7
654,10.9766,1109.0,1447.0,H,1000.0,1586.0,165.0,H,176.6,-51.9,11.77,-9.04,14.84,-37.5
655,10.9934,1111.0,1447.0,H,998.0,1580.0,160.39999389648438,H,174.5,-49.6,8.81,-7.39,11.5,-40.0
656,11.0103,1109.0,1447.0,H,998.0,1580.0,160.39999389648438,H,173.2,-50.2,8.2,-7.58,11.17,-42.7
657,11.0271,1109.0,1447.0,H,998.0,1580.0,160.39999389648438,H,173.2,-50.2,7.52,-5.18,9.13,-34.6
658,11.0439,1111.0,1447.0,H,998.0,1580.0,160.39999389648438,H,174.5,-49.6,3.78,-4.76,6.08,-51.5
659,11.0607,1109.0,1445.0,H,1000.0,1580.0,160.60000610351562,H,173.5,-51.1,0.45,0.16,0.48,19.1
660,11.0775,1109.0,1445.0,H,1000.0,1582.0,166.8000030517578,H,175.1,-51.5,3.52,-3.48,4.95,-44.7
661,11.0943,1109.0,1445.0,H,1000.0,1580.0,160.39999389648438,H,173.5,-51.1,8.76,-7.87,11.78,-41.9
662,11.1111,1109.0,1445.0,H,1000.0,1580.0,160.39999389648438,H,173.5,-51.1,7.12,-8.34,10.97,-49.5
663,11.1279,1109.0,1445.0,H,1000.0,1580.0,160.39999389648438,H,173.5,-51.1,8.74,-7.44,11.48,-40.4
664,11.1447,1111.0,1445.0,H,1000.0,1578.0,160.60000610351562,H,173.2,-50.2,8.78,-8.43,12.18,-43.8
665,11.1615,1111.0,1445.0,H,1000.0,1574.0,165.0,H,170.2,-49.3,8.03,-7.91,11.27,-44.6
666,11.1783,1109.0,1443.0,H,1004.0,1576.0,165.0,H,169.5,-51.7,8.9,-8.07,12.01,-42.2
667,11.1952,1111.0,1445.0,H,1000.0,1578.0,169.1999969482422,H,173.2,-50.2,5.84,-6.57,8.79,-48.4
668,11.212,1111.0,1445.0,H,1000.0,1580.0,160.39999389648438,H,174.8,-50.6,9.28,-8.55,12.62,-42.7
669,11.2288,1109.0,1443.0,H,996.0,1580.0,165.0,H,177.6,-50.5,9.54,-9.02,13.13,-43.4
670,11.2456,1111.0,1443.0,H,1000.0,1578.0,160.39999389648438,H,174.8,-50.6,9.67,-10.08,13.97,-46.2
671,11.2624,1111.0,1445.0,H,1000.0,1580.0,160.60000610351562,H,174.8,-50.6,9.41,-8.38,12.6,-41.7
672,11.2792,1111.0,1443.0,H,996.0,1578.0,165.0,H,177.3,-49.6,10.2,-9.42,13.88,-42.7
673,11.296,1113.0,1445.0,H,1002.0,1578.0,169.1999969482422,H,173.2,-50.2,12.02,-11.49,16.63,-43.7
674,11.3128,1113.0,1443.0,H,1002.0,1578.0,160.60000610351562,H,174.8,-50.6,11.03,-10.17,15.0,-42.7
675,11.3296,1113.0,1445.0,H,1004.0,1580.0,165.0,H,173.5,-51.1,10.99,-9.82,14.74,-41.8
676,11.3464,1113.0,1445.0,H,1000.0,1574.0,165.0,H,171.5,-48.8,7.87,-8.81,11.82,-48.2
677,11.3633,1115.0,1445.0,H,1002.0,1572.0,164.8000030517578,H,170.0,-48.3,8.01,-9.58,12.49,-50.1
678,11.3801,1119.0,1445.0,H,1004.0,1574.0,160.60000610351562,H,172.8,-48.3,7.77,-8.48,11.5,-47.5
679,11.3969,1119.0,1445.0,H,1008.0,1576.0,164.60000610351562,H,171.7,-49.7,11.68,-9.68,15.17,-39.6
680,11.4137,1123.0,1447.0,H,1006.0,1572.0,162.0,H,171.2,-46.9,11.67,-9.15,14.82,-38.1
681,11.4305,1123.0,1445.0,H,1006.0,1574.0,160.60000610351562,H,174.2,-47.8,11.56,-9.68,15.08,-39.9
682,11.4473,1125.0,1445.0,H,1008.0,1572.0,169.0,H,172.7,-47.3,11.89,-7.86,14.25,-33.5
683,11.4641,1123.0,1443.0,H,1010.0,1574.0,165.0,H,173.0,-49.2,6.6,-6.08,8.98,-42.6
684,11.4809,1123.0,1443.0,H,1010.0,1574.0,164.8000030517578,H,173.0,-49.2,7.53,-6.33,9.83,-40.0
685,11.4977,1127.0,1445.0,H,1010.0,1574.0,164.8000030517578,H,174.2,-47.8,11.05,-8.47,13.92,-37.5
686,11.5145,1127.0,1443.0,H,1008.0,1574.0,165.0,H,177.0,-47.7,7.59,-6.44,9.95,-40.3
687,11.5313,1127.0,1443.0,H,1008.0,1572.0,160.60000610351562,H,175.5,-47.3,10.67,-8.4,13.58,-38.2
688,11.5482,1127.0,1445.0,H,1008.0,1570.0,160.39999389648438,H,172.6,-46.4,10.93,-8.71,13.97,-38.6
689,11.565,1125.0,1445.0,H,1012.0,1572.0,165.0,H,170.0,-48.3,10.68,-8.58,13.71,-38.8
690,11.5818,1125.0,1445.0,H,1010.0,1570.0,169.39999389648438,H,169.9,-47.4,10.84,-8.64,13.86,-38.6
691,11.5986,1129.0,1443.0,H,1008.0,1570.0,160.60000610351562,H,175.4,-46.4,11.73,-10.11,15.49,-40.8
692,11.6154,1129.0,1443.0,H,1008.0,1568.0,169.1999969482422,H,174.0,-45.9,11.7,-9.68,15.19,-39.6
693,11.6322,1127.0,1443.0,H,1010.0,1568.0,169.39999389648438,H,171.2,-46.9,11.96,-10.07,15.64,-40.1
694,11.649,1123.0,1439.0,H,1010.0,1570.0,160.60000610351562,H,173.0,-49.2,10.46,-8.89,13.73,-40.4
695,11.6658,1125.0,1435.0,H,1012.0,1566.0,160.60000610351562,H,173.0,-49.2,9.49,-7.52,12.11,-38.4
696,11.6826,1123.0,1431.0,H,1014.0,1566.0,169.1999969482422,H,173.5,-51.1,9.53,-7.13,11.9,-36.8
697,11.6994,1123.0,1427.0,H,1014.0,1564.0,168.60000610351562,H,175.1,-51.5,10.28,-8.23,13.17,-38.7
698,11.7163,1117.0,1423.0,H,1016.0,1562.0,160.39999389648438,H,171.8,-54.0,13.7,-10.09,17.01,-36.4
699,11.7331,1113.0,1413.0,H,1018.0,1558.0,169.0,H,173.3,-56.8,10.08,-8.77,13.36,-41.0
700,11.7499,1105.0,1407.0,H,1020.0,1556.0,169.39999389648438,H,171.5,-60.3,9.9,-9.09,13.44,-42.5
701,11.7667,1097.0,1401.0,H,1022.0,1556.0,160.60000610351562,H,172.2,-64.2,12.97,-11.15,17.1,-40.7
702,11.7835,1089.0,1389.0,H,1024.0,1552.0,169.1999969482422,H,175.5,-68.3,9.21,-9.04,12.9,-44.5
703,11.8003,1081.0,1387.0,H,1020.0,1550.0,164.8000030517578,H,174.0,-69.5,8.62,-9.38,12.74,-47.4
704,11.8171,1071.0,1379.0,H,1022.0,1546.0,164.60000610351562,H,174.0,-73.6,8.42,-9.46,12.67,-48.3
