frame,t_s,base_x,base_y,r,score,knob_x,knob_y,dist
658,10.9500,1000.5,1580.4,165,44.69,1109.5,1441.4,176.6
659,10.9667,1000.2,1580.0,165,44.78,1110.2,1441.0,177.3
660,10.9833,1000.2,1579.7,165,44.36,1110.2,1440.7,177.3
661,11.0000,1000.1,1580.5,165,44.39,1110.1,1440.5,178.0
662,11.0167,1001.2,1579.4,165,47.25,1110.2,1440.4,176.6
663,11.0333,1001.2,1579.4,165,48.03,1110.2,1440.4,176.6
664,11.0500,1001.2,1579.1,165,48.57,1110.2,1439.1,177.4
665,11.0667,1001.5,1580.0,165,48.74,1110.5,1439.0,178.2
666,11.0833,1001.5,1578.9,165,48.91,1110.5,1438.9,177.4
667,11.1000,1001.5,1578.9,165,49.28,1110.5,1438.9,177.4
668,11.1167,1001.4,1579.0,165,49.89,1110.4,1439.0,177.4
669,11.1333,1001.3,1578.9,165,47.98,1110.3,1438.9,177.4
670,11.1500,1002.4,1578.7,165,43.76,1110.4,1438.7,176.8
671,11.1667,1001.8,1579.1,165,43.75,1111.8,1439.1,178.0
672,11.1833,1001.8,1579.1,165,43.88,1111.8,1439.1,178.0
673,11.2000,1002.5,1578.5,165,43.78,1112.5,1439.5,177.3
674,11.2167,1002.7,1578.2,165,43.99,1113.7,1440.2,177.1
675,11.2333,1002.8,1577.5,165,43.39,1114.8,1440.5,177.0
676,11.2500,1003.9,1576.7,165,43.42,1116.9,1440.7,176.8
677,11.2667,1004.1,1576.5,165,43.35,1119.1,1441.5,177.3
678,11.2833,1004.9,1575.6,165,43.28,1119.9,1441.6,176.6
679,11.3000,1005.9,1574.9,165,43.41,1121.9,1441.9,176.5
680,11.3167,1006.4,1573.7,165,43.25,1123.4,1441.7,176.4
681,11.3333,1006.6,1573.9,165,43.02,1124.6,1441.9,177.1
682,11.3500,1008.0,1572.5,165,43.15,1125.0,1441.5,175.6
683,11.3667,1008.6,1571.8,165,43.42,1125.6,1441.8,174.9
684,11.3833,,,,,,,
685,11.4000,1008.7,1571.9,165,43.09,1127.7,1441.9,176.2
686,11.4167,1008.8,1571.8,165,42.86,1127.8,1441.8,176.2
687,11.4333,1008.9,1571.4,165,42.74,1127.9,1441.4,176.2
688,11.4500,1008.4,1570.5,165,42.70,1128.4,1441.5,176.2
689,11.4667,1009.7,1569.4,165,43.02,1128.7,1441.4,174.8
690,11.4833,1009.6,1569.4,165,43.54,1128.6,1441.4,174.8
691,11.5000,1009.7,1569.3,165,43.89,1128.7,1441.3,174.8
692,11.5167,1009.7,1569.5,165,44.37,1128.7,1440.5,175.5
693,11.5333,1010.4,1569.1,165,44.62,1127.4,1438.1,175.6
694,11.5500,1011.4,1568.9,165,45.37,1126.4,1435.9,175.8
695,11.5667,1012.3,1567.1,165,46.06,1126.3,1433.1,175.9
696,11.5833,1013.7,1566.4,165,46.02,1124.7,1429.4,176.3
697,11.6000,1015.1,1563.5,165,45.20,1123.1,1424.5,176.0
698,11.6167,1017.7,1561.8,165,45.46,1119.7,1417.8,176.5
699,11.6333,1019.2,1559.3,165,45.73,1115.2,1410.3,177.2
700,11.6500,1021.3,1556.4,165,45.41,1109.3,1402.4,177.4
701,11.6667,1022.6,1554.8,165,45.22,1099.6,1394.8,177.6
702,11.6833,1023.8,1551.4,165,44.40,1090.8,1388.4,176.2
703,11.7000,1025.0,1549.6,165,43.60,1081.0,1380.6,178.0
704,11.7167,1025.3,1547.9,165,43.50,1070.3,1375.9,177.8
705,11.7333,1026.0,1547.4,165,43.16,1058.0,1371.4,178.9
706,11.7500,1026.7,1545.1,165,42.25,1047.7,1367.1,179.2
707,11.7667,1027.0,1542.5,165,41.70,1036.0,1363.5,179.2
708,11.7833,1027.5,1540.2,165,40.86,1028.5,1362.2,178.0
709,11.8000,1027.8,1537.7,165,39.32,1020.8,1359.7,178.1
710,11.8167,1027.4,1533.7,165,37.42,1015.4,1356.7,177.4
711,11.8333,1027.0,1531.0,165,36.49,1012.0,1354.0,177.6
712,11.8500,1027.5,1528.6,165,35.31,1010.5,1351.6,177.8
713,11.8667,1027.7,1526.6,165,33.74,1004.7,1351.6,176.5
714,11.8833,1027.7,1525.4,165,31.31,998.7,1350.4,177.4
715,11.9000,1026.6,1523.8,165,28.83,994.6,1350.8,175.9
716,11.9167,1027.4,1523.2,165,26.15,990.4,1351.2,175.9
717,11.9333,1027.5,1522.1,165,24.08,987.5,1350.1,176.6
718,11.9500,1027.2,1520.1,165,22.36,986.2,1350.1,174.9
719,11.9667,1026.2,1520.2,165,21.56,985.2,1349.2,175.8
720,11.9833,1026.7,1519.4,165,21.11,984.7,1349.4,175.1
721,12.0000,1025.7,1518.8,165,21.28,984.7,1354.8,169.0
722,12.0167,1026.2,1518.7,165,21.89,989.2,1363.7,159.4
723,12.0333,1026.5,1518.7,165,23.09,1009.5,1378.7,141.0
724,12.0500,1025.8,1518.6,165,25.77,1039.8,1398.6,120.8
725,12.0667,1025.9,1518.6,165,29.71,1073.9,1419.6,110.0
726,12.0833,1027.3,1519.1,165,32.28,1106.3,1441.1,111.0
727,12.1000,1026.3,1518.7,165,31.31,1131.3,1458.7,120.9
728,12.1167,1026.0,1518.5,165,29.55,1153.0,1470.5,135.8
729,12.1333,,,,,,,
730,12.1500,1027.4,1518.9,165,26.87,1184.4,1492.9,159.1
731,12.1667,1025.5,1519.2,165,27.71,1191.5,1499.2,167.2
732,12.1833,1025.6,1519.5,165,28.86,1194.6,1506.5,169.5
733,12.2000,1026.3,1518.7,165,30.23,1196.3,1515.7,170.0
734,12.2167,1028.1,1518.7,165,31.76,1196.1,1522.7,168.0
735,12.2333,1028.8,1518.8,165,33.14,1195.8,1529.8,167.4
736,12.2500,1030.2,1519.2,165,33.56,1196.2,1535.2,166.8
737,12.2667,1031.8,1519.8,165,34.21,1197.8,1540.8,167.3
738,12.2833,1033.7,1520.4,165,34.86,1199.7,1543.4,167.6
739,12.3000,1035.9,1520.2,165,34.72,1201.9,1545.2,167.9
740,12.3167,1037.6,1521.2,165,34.43,1203.6,1546.2,167.9
741,12.3333,1038.7,1521.7,165,34.09,1204.7,1546.7,167.9
742,12.3500,1039.4,1520.3,165,32.28,1205.4,1547.3,168.2
743,12.3667,1039.6,1521.9,165,28.48,1205.6,1547.9,168.0
744,12.3833,1042.0,1521.4,165,26.03,1207.0,1544.4,166.6
745,12.4000,1041.8,1521.4,165,26.43,1206.8,1531.4,165.3
746,12.4167,1041.6,1522.1,165,27.36,1206.6,1517.1,165.1
747,12.4333,1041.4,1522.0,165,29.81,1206.4,1501.0,166.3
748,12.4500,1041.6,1522.1,165,32.33,1206.6,1486.1,168.9
749,12.4667,1042.1,1521.8,165,34.70,1207.1,1474.8,171.6
750,12.4833,1042.9,1522.1,165,36.37,1204.9,1464.1,172.1
751,12.5000,1044.0,1522.0,165,38.60,1202.0,1456.0,171.2
752,12.5167,1045.0,1520.7,165,40.28,1200.0,1445.7,172.2
753,12.5333,1048.0,1519.1,165,41.59,1199.0,1437.1,171.8
754,12.5500,1050.5,1517.9,165,41.37,1198.5,1428.9,172.7
755,12.5667,1052.6,1516.7,165,41.04,1197.6,1421.7,173.3
756,12.5833,,,,,,,
757,12.6000,1058.5,1514.3,165,38.90,1199.5,1411.3,174.6
758,12.6167,1061.6,1512.1,165,39.32,1200.6,1406.1,174.8
759,12.6333,1063.2,1511.3,165,38.95,1202.2,1403.3,176.0
760,12.6500,1065.8,1510.0,165,37.31,1204.8,1402.0,176.0
761,12.6667,1069.1,1508.1,165,36.94,1206.1,1399.1,175.1
762,12.6833,1071.3,1506.5,165,37.47,1207.3,1397.5,174.3
763,12.7000,1073.2,1505.3,165,37.46,1209.2,1394.3,175.5
764,12.7167,1074.7,1503.8,165,38.01,1209.7,1390.8,176.1
765,12.7333,1076.9,1502.3,165,38.67,1210.9,1388.3,175.9
766,12.7500,1078.2,1501.1,165,39.11,1212.2,1386.1,176.6
767,12.7667,1079.9,1500.5,165,38.89,1212.9,1384.5,176.5
768,12.7833,1080.8,1499.3,165,38.94,1213.8,1383.3,176.5
769,12.8000,1082.4,1498.0,165,39.31,1214.4,1381.0,176.4
770,12.8167,1084.1,1496.8,165,39.49,1215.1,1378.8,176.3
771,12.8333,1084.6,1496.0,165,39.83,1215.6,1377.0,177.0
772,12.8500,1086.1,1495.6,165,39.99,1216.1,1375.6,176.9
773,12.8667,,,,,,,
774,12.8833,1087.8,1494.1,165,39.78,1216.8,1374.1,176.2
775,12.9000,1088.2,1493.7,165,40.05,1217.2,1373.7,176.2
776,12.9167,1087.8,1493.3,165,39.92,1216.8,1373.3,176.2
777,12.9333,1087.8,1493.2,165,40.30,1216.8,1372.2,176.9
778,12.9500,1088.9,1493.1,165,40.56,1216.9,1371.1,176.8
779,12.9667,1089.1,1492.4,165,40.32,1216.1,1369.4,176.8
780,12.9833,1089.7,1492.6,165,40.66,1215.7,1367.6,177.5
781,13.0000,1090.4,1491.9,165,40.90,1215.4,1365.9,177.5
782,13.0167,1091.3,1491.1,165,40.94,1214.3,1363.1,177.5
783,13.0333,1092.2,1489.3,165,41.57,1214.2,1361.3,176.8
784,13.0500,1093.3,1488.3,165,41.17,1213.3,1358.3,176.9
785,13.0667,1094.7,1486.7,165,40.07,1212.7,1354.7,177.1
786,13.0833,1096.3,1485.6,165,42.99,1212.3,1352.6,176.5
787,13.1000,1097.4,1484.0,165,43.81,1212.4,1349.0,177.3
788,13.1167,1099.7,1482.3,165,45.04,1212.7,1346.3,176.8
789,13.1333,1101.8,1480.4,165,45.35,1212.8,1343.4,176.3
790,13.1500,1102.9,1479.3,165,45.16,1213.9,1341.3,177.1
791,13.1667,1103.7,1476.4,165,46.19,1213.7,1339.4,175.7
792,13.1833,1103.6,1475.9,165,48.14,1214.6,1337.9,177.1
793,13.2000,1104.7,1475.9,165,51.38,1214.7,1336.9,177.3
794,13.2167,1105.4,1474.2,165,54.03,1215.4,1335.2,177.3
795,13.2333,1107.2,1473.4,165,54.40,1215.2,1333.4,176.8
796,13.2500,1107.4,1472.4,165,56.32,1216.4,1333.4,176.6
797,13.2667,1107.4,1472.0,165,57.00,1216.4,1333.0,176.6
798,13.2833,1107.3,1472.3,165,57.37,1216.3,1332.3,177.4
799,13.3000,1107.9,1472.0,165,57.76,1216.9,1332.0,177.4
800,13.3167,1108.1,1471.8,165,56.95,1217.1,1331.8,177.4
801,13.3333,1108.0,1471.9,165,55.97,1217.0,1331.9,177.4
802,13.3500,1108.3,1471.4,165,54.92,1217.3,1331.4,177.4
803,13.3667,1108.4,1471.4,165,53.58,1217.4,1331.4,177.4
804,13.3833,1108.4,1470.4,165,51.60,1217.4,1331.4,176.6
805,13.4000,1107.4,1472.3,165,49.94,1217.4,1331.3,178.8
806,13.4167,1108.3,1471.3,165,47.71,1217.3,1331.3,177.4
807,13.4333,1108.2,1472.2,165,45.34,1217.2,1331.2,178.2
808,13.4500,1108.2,1472.2,165,43.98,1217.2,1331.2,178.2
809,13.4667,1108.3,1472.2,165,41.95,1217.3,1331.2,178.2
810,13.4833,1109.3,1472.3,165,41.21,1217.3,1331.3,177.6
811,13.5000,1109.3,1472.3,165,40.69,1217.3,1331.3,177.6
812,13.5167,1108.3,1472.3,165,40.84,1217.3,1331.3,178.2
813,13.5333,1108.2,1472.3,165,40.81,1217.2,1331.3,178.2
814,13.5500,1109.3,1472.3,165,41.07,1217.3,1331.3,177.6
815,13.5667,1109.3,1472.3,165,41.16,1217.3,1331.3,177.6
816,13.5833,1109.2,1472.2,165,41.51,1217.2,1331.2,177.6
817,13.6000,1109.2,1472.3,165,41.64,1217.2,1331.3,177.6
818,13.6167,1108.2,1472.2,165,42.41,1217.2,1331.2,178.2
819,13.6333,1108.2,1472.3,165,42.75,1217.2,1331.3,178.2
820,13.6500,1109.3,1472.3,165,43.15,1217.3,1331.3,177.6
821,13.6667,1108.3,1471.4,165,43.34,1217.3,1331.4,177.4
822,13.6833,1109.3,1472.3,165,43.74,1217.3,1331.3,177.6
823,13.7000,1108.3,1471.3,165,44.05,1217.3,1331.3,177.4
824,13.7167,1108.2,1472.3,165,44.79,1217.2,1331.3,178.2
825,13.7333,1108.4,1471.4,165,44.76,1217.4,1331.4,177.4
826,13.7500,1109.2,1472.2,165,45.41,1217.2,1331.2,177.6
827,13.7667,1108.3,1472.3,165,45.52,1217.3,1331.3,178.2
828,13.7833,1109.2,1472.2,165,46.50,1217.2,1331.2,177.6
829,13.8000,1108.8,1472.2,165,46.59,1217.8,1331.2,178.2
830,13.8167,1108.5,1471.7,165,46.56,1219.5,1331.7,178.7
831,13.8333,1110.3,1470.6,165,47.03,1221.3,1332.6,177.1
832,13.8500,1110.3,1470.3,165,47.43,1222.3,1332.3,177.7
833,13.8667,1110.4,1470.1,165,47.96,1223.4,1332.1,178.4
834,13.8833,1111.4,1469.9,165,48.03,1224.4,1331.9,178.4
835,13.9000,1111.0,1469.4,165,48.32,1225.0,1331.4,179.0
836,13.9167,1111.8,1468.5,165,48.75,1225.8,1331.5,178.2
837,13.9333,1111.7,1467.9,165,48.69,1226.7,1331.9,178.1
838,13.9500,1112.1,1467.5,165,49.12,1227.1,1331.5,178.1
839,13.9667,1112.2,1467.3,165,49.04,1227.2,1331.3,178.1
840,13.9833,1112.2,1467.3,165,49.00,1227.2,1331.3,178.1
841,14.0000,1113.1,1467.4,165,48.80,1227.1,1331.4,177.5
842,14.0167,1113.1,1467.4,165,48.59,1227.1,1331.4,177.5
843,14.0333,1113.0,1467.2,165,48.55,1227.0,1331.2,177.5
844,14.0500,1113.0,1467.2,165,48.43,1227.0,1331.2,177.5
845,14.0667,1112.2,1467.4,165,48.45,1227.2,1331.4,178.1
846,14.0833,1113.1,1467.3,165,48.29,1227.1,1331.3,177.5
847,14.1000,1112.2,1467.4,165,48.40,1227.2,1331.4,178.1
848,14.1167,1113.1,1467.3,165,48.25,1227.1,1331.3,177.5
849,14.1333,1113.8,1466.5,165,49.16,1226.8,1330.5,176.8
850,14.1500,1113.4,1465.9,165,48.54,1224.4,1327.9,177.1
851,14.1667,1114.2,1466.0,165,48.90,1215.2,1319.0,178.4
852,14.1833,1114.3,1465.1,165,49.52,1199.3,1311.1,175.9
853,14.2000,1115.0,1464.5,165,50.25,1179.0,1304.5,172.3
854,14.2167,1114.5,1465.0,165,50.49,1158.5,1299.0,171.7
855,14.2333,1113.8,1464.5,165,50.00,1134.8,1295.5,170.3
856,14.2500,1114.6,1464.0,165,49.32,1108.6,1293.0,171.1
857,14.2667,1114.3,1464.8,165,48.48,1078.3,1291.8,176.7
858,14.2833,1114.2,1464.4,165,45.22,1052.2,1296.4,179.1
859,14.3000,1112.9,1460.9,165,44.37,1032.9,1301.9,178.0
860,14.3167,1110.1,1454.5,165,43.55,1017.1,1304.5,176.5
861,14.3333,1105.2,1447.3,165,42.33,1002.2,1304.3,176.2
862,14.3500,1099.8,1438.8,165,40.30,987.8,1301.8,177.0
863,14.3667,1092.8,1430.0,165,38.67,975.8,1299.0,175.6
864,14.3833,1085.6,1422.5,165,36.45,963.6,1295.5,176.1
865,14.4000,1078.4,1414.5,165,34.60,954.4,1291.5,174.7
866,14.4167,1071.1,1407.5,165,31.81,944.1,1287.5,174.7
867,14.4333,1062.6,1399.4,165,30.40,933.6,1283.4,173.5
868,14.4500,1055.1,1393.2,165,28.78,924.1,1279.2,173.7
869,14.4667,1048.3,1386.7,165,28.68,916.3,1274.7,173.1
870,14.4833,1041.1,1380.8,165,30.13,911.1,1268.8,171.6
871,14.5000,1035.7,1376.7,165,30.94,905.7,1263.7,172.2
872,14.5167,1031.8,1373.3,165,30.96,902.8,1259.3,172.2
873,14.5333,1028.0,1371.0,165,28.80,900.0,1256.0,172.1
874,14.5500,1026.4,1369.8,165,27.69,898.4,1253.8,172.7
875,14.5667,1024.5,1368.6,165,27.38,898.5,1251.6,171.9
876,14.5833,1023.5,1367.9,165,27.39,896.5,1250.9,172.7
877,14.6000,,,,,,,
878,14.6167,,,,,,,
879,14.6333,,,,,,,
880,14.6500,1022.3,1366.0,165,33.49,902.3,1247.0,169.0
881,14.6667,1022.2,1365.7,165,37.38,905.2,1247.7,166.2
882,14.6833,,,,,,,
883,14.7000,1022.6,1366.6,165,40.44,918.6,1247.6,158.0
884,14.7167,1022.4,1366.0,165,40.13,946.4,1252.0,137.0
885,14.7333,1023.8,1367.1,165,36.47,994.8,1268.1,103.2
886,14.7500,1024.2,1367.0,165,31.51,1050.2,1284.0,87.0
887,14.7667,1023.9,1367.1,165,28.69,1101.9,1306.1,99.0
888,14.7833,1024.1,1366.6,165,28.21,1140.1,1321.6,124.4
889,14.8000,1024.2,1366.5,165,30.20,1165.2,1333.5,144.8
890,14.8167,1022.1,1366.0,165,34.33,1179.1,1340.0,159.1
891,14.8333,1022.5,1367.5,165,38.50,1186.5,1344.5,165.6
892,14.8500,1022.3,1366.7,165,41.42,1191.3,1345.7,170.3
893,14.8667,1024.3,1366.6,165,40.52,1193.3,1345.6,170.3
894,14.8833,1024.3,1367.4,165,41.06,1194.3,1345.4,171.4
895,14.9000,1026.0,1366.4,165,41.20,1195.0,1345.4,170.3
896,14.9167,1027.2,1367.3,165,41.89,1195.2,1343.3,169.7
897,14.9333,1028.9,1366.7,165,43.04,1198.9,1345.7,171.3
898,14.9500,1032.0,1366.5,165,44.48,1201.0,1347.5,170.1
899,14.9667,1034.2,1366.8,165,45.34,1203.2,1349.8,169.9
900,14.9833,1037.3,1366.3,165,45.47,1207.3,1357.3,170.2
901,15.0000,1040.1,1366.0,165,45.85,1210.1,1364.0,170.0
902,15.0167,1043.8,1366.0,165,45.44,1212.8,1372.0,169.1
903,15.0333,1046.7,1366.6,165,44.70,1215.7,1378.6,169.4
904,15.0500,1050.5,1366.0,165,42.48,1218.5,1384.0,169.0
905,15.0667,1054.5,1366.9,165,42.03,1222.5,1390.9,169.7
906,15.0833,1060.2,1367.9,165,40.12,1226.2,1394.9,168.2
907,15.1000,1062.6,1367.8,165,39.92,1229.6,1397.8,169.7
908,15.1167,1066.5,1368.0,165,41.58,1232.5,1400.0,169.1
909,15.1333,1069.9,1368.8,165,43.94,1234.9,1400.8,168.1
910,15.1500,1071.5,1369.4,165,44.50,1236.5,1401.4,168.1
911,15.1667,1072.0,1370.7,165,44.92,1238.0,1401.7,168.9
912,15.1833,1072.7,1370.7,165,42.79,1238.7,1402.7,169.1
913,15.2000,1073.8,1370.2,165,40.85,1239.8,1402.2,169.1
914,15.2167,1073.1,1370.0,165,40.47,1240.1,1402.0,170.0
915,15.2333,1074.3,1370.7,165,40.12,1240.3,1401.7,168.9
916,15.2500,1073.5,1370.8,165,41.36,1240.5,1401.8,169.9
917,15.2667,1073.6,1370.7,165,43.89,1240.6,1401.7,169.9
918,15.2833,1073.6,1370.7,165,46.12,1240.6,1401.7,169.9
919,15.3000,1073.6,1370.7,165,46.97,1240.6,1401.7,169.9
920,15.3167,1074.5,1370.6,165,47.90,1240.5,1401.6,168.9
921,15.3333,1074.3,1370.8,165,48.56,1240.3,1401.8,168.9
922,15.3500,1074.3,1371.8,165,48.73,1240.3,1401.8,168.7
923,15.3667,1073.9,1370.2,165,49.39,1239.9,1402.2,169.1
924,15.3833,1074.7,1370.7,165,51.46,1239.7,1402.7,168.1
925,15.4000,1074.7,1371.9,165,53.89,1239.7,1402.9,167.9
926,15.4167,1074.9,1371.3,165,56.38,1239.9,1399.3,167.4
927,15.4333,1073.8,1371.1,165,57.41,1239.8,1378.1,166.1
928,15.4500,1073.5,1371.3,165,57.10,1239.5,1350.3,167.3
929,15.4667,1074.3,1370.8,165,55.92,1237.3,1327.8,168.6
930,15.4833,1073.8,1371.4,165,54.37,1234.8,1312.4,171.5
931,15.5000,1074.2,1371.3,165,55.65,1232.2,1299.3,173.6
932,15.5167,1074.4,1370.6,165,56.46,1229.4,1291.6,174.0
933,15.5333,,,,,,,
934,15.5500,,,,,,,
935,15.5667,1079.5,1368.2,165,55.96,1224.5,1272.2,173.9
936,15.5833,1081.2,1367.1,165,55.30,1225.2,1267.1,175.3
937,15.6000,1083.7,1366.0,165,54.31,1225.7,1263.0,175.4
938,15.6167,1085.6,1365.1,165,53.31,1226.6,1260.1,175.8
939,15.6333,1087.2,1363.5,165,51.85,1227.2,1256.5,176.2
940,15.6500,1089.3,1362.9,165,50.94,1227.3,1253.9,175.9
941,15.6667,1090.8,1361.6,165,50.41,1227.8,1250.6,176.3
942,15.6833,1093.2,1360.5,165,49.07,1228.2,1247.5,176.1
943,15.7000,1094.5,1359.1,165,48.93,1229.5,1246.1,176.1
944,15.7167,1095.4,1358.8,165,49.27,1229.4,1244.8,175.9
945,15.7333,1096.1,1357.2,165,49.09,1229.1,1242.2,175.8
946,15.7500,1097.4,1357.8,165,49.45,1229.4,1241.8,175.7
947,15.7667,1097.6,1356.7,165,49.02,1230.6,1241.7,175.8
948,15.7833,1098.0,1356.5,165,49.05,1231.0,1241.5,175.8
949,15.8000,1098.0,1356.4,165,48.79,1231.0,1241.4,175.8
950,15.8167,1098.2,1356.3,165,49.10,1231.2,1241.3,175.8
951,15.8333,1098.4,1356.2,165,48.62,1231.4,1241.2,175.8
952,15.8500,1097.8,1355.9,165,48.25,1231.8,1240.9,176.6
953,15.8667,1098.7,1355.8,165,48.48,1231.7,1240.8,175.8
954,15.8833,1098.5,1355.9,165,48.18,1231.5,1239.9,176.5
955,15.9000,1098.4,1356.8,165,48.50,1231.4,1239.8,177.1
956,15.9167,1099.3,1355.8,165,48.10,1231.3,1239.8,175.7
957,15.9333,1098.3,1356.1,165,48.38,1231.3,1239.1,177.1
958,15.9500,1099.1,1355.9,165,48.33,1231.1,1238.9,176.4
959,15.9667,1099.8,1355.3,165,48.42,1230.8,1237.3,176.3
960,15.9833,1099.5,1355.6,165,48.41,1229.5,1235.6,176.9
961,16.0000,1100.6,1354.0,165,48.46,1229.6,1234.0,176.2
962,16.0167,1101.1,1354.4,165,48.49,1229.1,1232.4,176.8
963,16.0333,1102.1,1353.0,165,47.92,1229.1,1231.0,176.1
964,16.0500,1103.2,1352.8,165,47.62,1228.2,1228.8,176.1
965,16.0667,1103.7,1352.4,165,47.99,1227.7,1225.4,177.5
966,16.0833,1104.7,1350.4,165,48.18,1227.7,1223.4,176.8
967,16.1000,1106.8,1348.4,165,48.08,1227.8,1220.4,176.1
968,16.1167,1108.4,1347.4,165,47.92,1227.4,1218.4,175.5
969,16.1333,1109.4,1346.4,165,48.30,1227.4,1216.4,175.6
970,16.1500,1110.7,1344.8,165,48.50,1228.7,1213.8,176.3
971,16.1667,1112.5,1344.0,165,48.57,1228.5,1211.0,176.5
972,16.1833,1113.8,1342.4,165,48.89,1228.8,1208.4,176.6
973,16.2000,1114.1,1340.6,165,48.16,1229.1,1205.6,177.3
974,16.2167,1116.5,1339.8,165,48.55,1229.5,1203.8,176.8
975,16.2333,1116.0,1339.3,165,48.66,1230.0,1203.3,177.5
976,16.2500,1117.5,1338.6,165,48.48,1230.5,1202.6,176.8
977,16.2667,1118.5,1336.6,165,47.98,1230.5,1201.6,175.4
978,16.2833,1118.5,1336.8,165,47.77,1230.5,1200.8,176.2
979,16.3000,1118.2,1337.1,165,47.82,1230.2,1201.1,176.2
980,16.3167,1118.4,1336.8,165,47.18,1230.4,1200.8,176.2
981,16.3333,1118.5,1336.8,165,47.21,1230.5,1200.8,176.2
982,16.3500,1118.4,1336.3,165,47.01,1230.4,1200.3,176.2
983,16.3667,1118.4,1336.3,165,47.04,1230.4,1200.3,176.2
984,16.3833,1118.4,1336.2,165,47.03,1230.4,1200.2,176.2
985,16.4000,1118.2,1336.7,165,47.13,1230.2,1199.7,177.0
986,16.4167,1119.3,1336.8,165,47.07,1230.3,1199.8,176.3
987,16.4333,1119.3,1336.5,165,47.32,1230.3,1199.5,176.3
988,16.4500,1118.8,1336.2,165,47.03,1230.8,1199.2,177.0
989,16.4667,1119.6,1336.0,165,47.01,1230.6,1199.0,176.3
990,16.4833,1119.0,1336.2,165,47.06,1231.0,1199.2,177.0
991,16.5000,1119.0,1336.1,165,46.91,1231.0,1199.1,177.0
992,16.5167,1119.6,1335.9,165,47.00,1230.6,1197.9,177.1
993,16.5333,1119.8,1335.9,165,46.89,1230.8,1197.9,177.1
994,16.5500,1119.8,1334.9,165,46.75,1230.8,1197.9,176.3
995,16.5667,1119.7,1334.7,165,47.09,1230.7,1197.7,176.3
996,16.5833,1119.6,1334.4,165,47.04,1230.6,1197.4,176.3
997,16.6000,1119.7,1334.2,165,47.31,1230.7,1197.2,176.3
998,16.6167,1119.9,1334.1,165,47.04,1230.9,1197.1,176.3
999,16.6333,1120.1,1334.0,165,46.67,1231.1,1197.0,176.3
1000,16.6500,1120.0,1333.9,165,46.70,1231.0,1196.9,176.3
1001,16.6667,1120.0,1333.9,165,46.53,1231.0,1196.9,176.3
1002,16.6833,1120.0,1333.9,165,46.68,1231.0,1196.9,176.3
1003,16.7000,1120.1,1334.5,165,46.41,1231.1,1195.5,177.9
1004,16.7167,1120.1,1333.4,165,46.27,1231.1,1195.4,177.1
1005,16.7333,1120.2,1334.2,165,46.26,1231.2,1195.2,177.9
1006,16.7500,1120.4,1333.4,165,46.49,1231.4,1195.4,177.1
1007,16.7667,1121.8,1333.1,165,46.26,1230.8,1195.1,175.9
1008,16.7833,1121.6,1334.0,165,46.14,1230.6,1195.0,176.6
1009,16.8000,1121.7,1333.9,165,46.25,1230.7,1194.9,176.6
1010,16.8167,1121.4,1333.8,165,45.71,1231.4,1193.8,178.0
1011,16.8333,1121.3,1333.7,165,45.65,1231.3,1193.7,178.0
1012,16.8500,1122.2,1333.4,165,45.48,1231.2,1193.4,177.4
1013,16.8667,1121.3,1333.4,165,45.34,1231.3,1193.4,178.0
1014,16.8833,1121.3,1333.2,165,45.27,1231.3,1193.2,178.0
1015,16.9000,1122.3,1333.1,165,45.73,1231.3,1193.1,177.4
1016,16.9167,1122.3,1333.3,165,45.51,1231.3,1193.3,177.4
1017,16.9333,1122.3,1333.2,165,45.50,1231.3,1193.2,177.4
1018,16.9500,1122.0,1332.7,165,45.96,1231.0,1192.7,177.4
1019,16.9667,1122.2,1332.7,165,45.68,1231.2,1192.7,177.4
1020,16.9833,1122.3,1332.4,165,45.44,1231.3,1192.4,177.4
1021,17.0000,1122.4,1332.4,165,45.35,1231.4,1192.4,177.4
1022,17.0167,1121.6,1332.4,165,45.16,1231.6,1192.4,178.0
1023,17.0333,1121.6,1332.2,165,45.48,1231.6,1192.2,178.0
1024,17.0500,1122.5,1332.5,165,46.19,1231.5,1191.5,178.2
1025,17.0667,1121.5,1331.5,165,46.78,1231.5,1191.5,178.0
1026,17.0833,1122.5,1331.4,165,46.64,1231.5,1191.4,177.4
1027,17.1000,1122.6,1331.3,165,47.07,1231.6,1191.3,177.4
1028,17.1167,1122.6,1331.3,165,47.87,1231.6,1191.3,177.4
1029,17.1333,1121.7,1331.1,165,48.13,1231.7,1191.1,178.0
1030,17.1500,1122.4,1331.0,165,48.11,1231.4,1190.0,178.2
1031,17.1667,1122.4,1330.8,165,47.91,1231.4,1189.8,178.2
1032,17.1833,1122.3,1330.6,165,47.56,1231.3,1189.6,178.2
1033,17.2000,1122.4,1330.5,165,47.57,1231.4,1189.5,178.2
1034,17.2167,1123.0,1330.0,165,47.07,1231.0,1189.0,177.6
1035,17.2333,1123.3,1329.7,165,46.31,1231.3,1188.7,177.6
1036,17.2500,1122.4,1329.6,165,45.87,1231.4,1188.6,178.2
1037,17.2667,1123.5,1329.2,165,45.64,1231.5,1188.2,177.6
1038,17.2833,1123.7,1330.8,165,44.85,1231.7,1187.8,179.2
1039,17.3000,1123.9,1328.8,165,45.60,1231.9,1187.8,177.6
1040,17.3167,1124.0,1328.6,165,45.92,1232.0,1187.6,177.6
