frame,t_s,diameter_px,centre_x,centre_y,run_ctr,span,height,comp_area,seed_ok
456,7.5833,292,657.5,1394.0,290,292,183,39989,1
457,7.6000,292,658.5,1394.0,290,292,183,40019,1
458,7.6167,291,659.0,1394.0,290,291,183,39969,1
459,7.6333,292,660.5,1394.0,288,292,183,39940,1
460,7.6500,293,661.0,1394.0,290,293,183,39963,1
461,7.6667,292,661.5,1394.0,290,292,183,39946,1
462,7.6833,291,662.0,1394.0,287,291,183,39926,1
463,7.7000,290,662.5,1394.0,288,291,183,39968,1
464,7.7167,291,663.0,1394.0,290,291,183,39952,1
465,7.7333,291,664.0,1394.0,290,291,183,39996,1
466,7.7500,291,664.0,1394.0,290,291,183,39996,1
467,7.7667,291,664.0,1394.0,290,291,183,39996,1
468,7.7833,291,664.0,1394.0,290,291,183,39996,1
469,7.8000,292,664.5,1400.0,290,292,185,40333,1
470,7.8167,291,665.0,1399.0,290,291,183,40298,1
471,7.8333,292,665.5,1397.5,291,292,184,40082,1
472,7.8500,292,666.5,1398.5,290,292,182,39176,1
473,7.8667,292,667.5,1397.5,290,292,182,38049,1
474,7.8833,291,668.0,1397.5,290,291,182,36761,1
475,7.9000,291,669.0,1397.5,291,291,182,35368,1
476,7.9167,291,670.0,1398.0,290,291,181,33774,1
477,7.9333,291,671.0,1398.5,289,291,180,32132,1
478,7.9500,290,671.5,1397.0,290,290,181,30396,1
479,7.9667,284,671.5,1396.0,182,291,183,28715,1
480,7.9833,272,672.5,1395.5,151,292,184,27276,1
481,8.0000,256,672.5,1395.0,148,284,185,25760,1
482,8.0167,227,676.0,1395.5,144,275,184,24428,1
483,8.0333,192,678.5,1395.5,137,239,184,23666,1
484,8.0500,164,675.5,1395.5,140,228,184,23479,1
485,8.0667,152,739.5,1395.5,150,211,184,23375,1
486,8.0833,161,736.0,1395.5,158,184,184,23820,1
487,8.1000,170,736.5,1395.5,170,180,184,24182,1
488,8.1167,173,735.0,1395.5,168,177,184,24103,1
489,8.1333,167,741.0,1396.0,165,173,183,23332,1
490,8.1500,163,744.0,1396.0,163,171,183,22282,1
491,8.1667,161,747.0,1398.5,160,174,180,21412,1
492,8.1833,168,744.5,1398.5,166,180,182,21955,1
493,8.2000,166,745.5,1400.5,161,184,178,21086,1
494,8.2167,162,748.5,1403.0,155,184,175,20027,1
495,8.2333,158,745.5,1404.5,148,186,172,18939,1
496,8.2500,149,749.0,1408.5,139,179,164,16922,1
497,8.2667,137,755.0,1412.0,127,172,159,14723,1
498,8.2833,138,753.5,1413.5,128,177,156,14815,1
499,8.3000,127,757.0,1418.0,115,168,149,12707,1
500,8.3167,118,766.5,1423.5,110,166,138,11027,1
501,8.3333,102,772.5,1431.0,94,153,125,8302,1
502,8.3500,80,776.5,1440.5,76,139,104,5451,0
503,8.3667,70,778.5,1441.5,58,117,100,4567,1
504,8.3833,65,762.0,1445.0,57,126,99,4268,1
505,8.4000,46,770.5,1450.0,40,124,87,2751,0
506,8.4167,24,803.5,1454.5,23,87,66,1063,0
507,8.4333,226,695.5,1386.5,194,257,154,22863,0
508,8.4500,247,698.0,1393.0,219,269,167,27564,1
509,8.4667,266,697.5,1400.5,239,277,182,31482,1
510,8.4833,268,698.5,1401.5,243,279,180,32188,1
511,8.5000,274,698.5,1402.5,255,282,182,33427,1
512,8.5167,279,700.0,1403.5,261,285,184,34058,1
513,8.5333,280,700.5,1404.0,265,285,185,33953,1
514,8.5500,282,700.5,1404.5,267,286,186,33355,1
515,8.5667,283,702.0,1405.5,269,286,186,32573,1
516,8.5833,284,702.5,1405.5,275,287,186,31542,1
517,8.6000,284,702.5,1406.5,279,289,186,30162,1
518,8.6167,268,694.5,1407.5,203,271,186,27972,1
519,8.6333,235,687.0,1408.0,171,249,185,25558,1
520,8.6500,186,679.5,1408.5,142,216,186,23086,1
521,8.6667,138,649.5,1409.5,130,176,186,20618,1
522,8.6833,134,641.5,1409.5,119,166,186,18677,1
523,8.7000,135,631.0,1410.0,132,136,187,16269,1
524,8.7167,123,625.0,1409.0,122,124,177,14739,1
525,8.7333,108,618.5,1408.0,107,124,177,13390,1
526,8.7500,225,710.0,1409.5,92,288,180,21886,1
527,8.7667,282,711.5,1406.5,237,292,174,26860,1
528,8.7833,289,712.0,1405.0,287,292,171,27574,1
529,8.8000,292,711.5,1410.5,291,293,182,33018,1
530,8.8167,293,713.0,1414.5,292,294,188,34488,1
531,8.8333,293,712.0,1414.0,292,294,187,34437,1
532,8.8500,293,714.0,1413.5,292,294,186,35062,1
533,8.8667,293,714.0,1412.5,292,294,184,35516,1
534,8.8833,293,714.0,1412.0,292,294,183,36072,1
535,8.9000,293,714.0,1411.0,291,294,181,36785,1
536,8.9167,293,714.0,1410.0,291,294,179,37603,1
537,8.9333,293,714.0,1410.0,291,294,179,38540,1
538,8.9500,293,714.0,1412.0,292,294,181,39459,1
539,8.9667,293,714.0,1415.0,292,294,187,40404,1
540,8.9833,293,714.0,1415.0,292,294,187,41011,1
541,9.0000,293,714.0,1415.0,292,294,187,41275,1
542,9.0167,293,714.0,1414.5,292,294,186,41241,1
543,9.0333,293,714.0,1414.5,292,294,186,41227,1
544,9.0500,293,714.0,1414.5,292,294,186,40830,1
545,9.0667,293,714.0,1414.5,292,294,186,39949,1
546,9.0833,293,714.0,1414.5,292,294,186,38778,1
547,9.1000,293,714.0,1414.5,292,294,186,37469,1
548,9.1167,293,714.0,1415.0,292,294,185,35529,1
549,9.1333,293,714.0,1415.0,292,294,185,32601,1
550,9.1500,291,716.0,1415.0,145,294,185,28923,0
551,9.1667,262,716.5,1415.0,99,294,185,25692,0
552,9.1833,253,717.0,1415.5,87,294,184,24814,0
553,9.2000,178,717.5,1417.0,75,294,183,21832,0
554,9.2167,102,808.5,1416.0,101,104,177,10878,0
555,9.2333,114,803.5,1412.5,111,116,176,13470,1
556,9.2500,125,798.0,1412.5,122,147,186,16504,1
557,9.2667,237,712.0,1414.0,133,292,187,29168,1
558,9.2833,253,712.0,1414.0,143,292,187,30095,0
559,9.3000,292,712.5,1413.0,292,293,187,35506,1
560,9.3167,293,712.0,1413.0,291,294,187,40546,1
561,9.3333,292,711.5,1412.5,289,294,186,41051,1
562,9.3500,292,711.5,1413.0,291,294,187,41039,1
563,9.3667,292,711.5,1413.0,292,294,187,41048,1
564,9.3833,292,711.5,1413.0,292,294,187,41044,1
565,9.4000,292,711.5,1412.5,289,294,186,41051,1
566,9.4167,293,712.0,1412.0,292,293,187,41097,1
567,9.4333,293,712.0,1412.0,292,293,187,41093,1
568,9.4500,293,712.0,1412.0,292,293,187,41088,1
569,9.4667,293,712.0,1412.0,289,293,187,41091,1
570,9.4833,293,712.0,1412.0,289,293,187,41076,1
571,9.5000,293,712.0,1412.0,288,293,187,41077,1
572,9.5167,293,711.0,1412.0,288,294,187,41093,1
573,9.5333,293,711.0,1412.0,288,294,187,41079,1
574,9.5500,293,711.0,1412.0,288,294,187,41083,1
575,9.5667,293,711.0,1412.0,288,294,187,41038,1
576,9.5833,293,711.0,1412.0,288,294,187,40560,1
577,9.6000,293,711.0,1411.5,290,294,188,39751,1
578,9.6167,293,711.0,1413.0,293,294,185,38626,1
579,9.6333,293,711.0,1413.5,293,294,184,37375,1
580,9.6500,293,711.0,1415.0,292,294,181,35309,1
581,9.6667,293,711.0,1416.5,293,294,178,32414,1
582,9.6833,293,711.0,1417.5,292,295,176,31095,1
583,9.7000,286,712.5,1418.5,111,295,174,27591,0
584,9.7167,254,712.5,1414.5,86,294,182,24731,0
585,9.7333,172,711.5,1412.0,96,294,185,21865,0
586,9.7500,128,789.5,1412.0,124,136,185,15870,0
587,9.7667,141,786.0,1411.0,141,143,185,18214,1
588,9.7833,152,781.5,1411.0,151,153,187,20201,1
589,9.8000,180,707.5,1411.0,157,293,187,27471,1
590,9.8167,281,709.0,1410.5,180,293,186,33193,1
591,9.8333,292,709.5,1410.5,291,293,186,38843,1
592,9.8500,293,709.0,1410.0,292,294,187,40991,1
593,9.8667,293,709.0,1410.0,292,293,187,40983,1
594,9.8833,293,709.0,1410.0,292,293,187,41022,1
595,9.9000,293,709.0,1410.0,292,293,187,40952,1
596,9.9167,292,708.5,1410.0,291,293,187,40958,1
597,9.9333,292,708.5,1409.5,290,293,188,40948,1
598,9.9500,292,708.5,1409.0,290,293,187,40924,1
599,9.9667,293,708.0,1409.0,292,293,187,40961,1
600,9.9833,292,707.5,1409.0,292,293,187,40924,1
601,10.0000,292,707.5,1409.0,292,293,187,40890,1
602,10.0167,293,707.0,1408.5,292,294,186,40921,1
603,10.0333,292,706.5,1408.5,292,294,186,40901,1
604,10.0500,292,706.5,1408.5,292,293,186,40363,1
605,10.0667,292,706.5,1408.0,292,293,187,39445,1
606,10.0833,292,706.5,1408.5,292,293,186,38219,1
607,10.1000,292,706.5,1410.0,292,293,183,36801,1
608,10.1167,293,706.0,1410.5,292,294,182,34577,1
609,10.1333,293,706.0,1412.0,292,294,179,31515,1
610,10.1500,289,708.0,1412.5,118,294,178,27780,0
611,10.1667,253,710.0,1410.5,76,294,182,24669,0
612,10.1833,241,709.0,1411.0,78,294,181,23844,0
613,10.2000,148,709.5,1410.5,88,294,182,20829,0
614,10.2167,122,791.5,1408.0,122,124,181,14224,0
615,10.2333,132,786.5,1407.5,131,134,182,16664,1
616,10.2500,181,704.0,1407.5,136,293,186,26908,1
617,10.2667,283,706.0,1407.5,163,294,186,32578,1
618,10.2833,289,706.0,1407.5,182,294,186,33676,1
619,10.3000,293,706.0,1408.0,291,294,187,39295,1
620,10.3167,293,706.0,1408.0,291,294,187,40877,1
621,10.3333,293,706.0,1407.5,291,294,186,40875,1
622,10.3500,293,706.0,1408.0,291,294,187,40876,1
623,10.3667,293,706.0,1407.5,291,294,186,40876,1
624,10.3833,293,706.0,1407.5,291,294,186,40873,1
625,10.4000,292,706.5,1407.5,291,293,186,40885,1
626,10.4167,292,706.5,1407.5,291,292,186,40907,1
627,10.4333,293,706.0,1407.5,291,293,186,40909,1
628,10.4500,293,706.0,1407.5,291,293,186,40903,1
629,10.4667,293,706.0,1407.5,291,293,186,40903,1
630,10.4833,293,706.0,1407.5,291,293,186,40918,1
631,10.5000,292,705.5,1407.5,291,293,186,40905,1
632,10.5167,292,705.5,1407.5,291,293,186,40923,1
633,10.5333,292,705.5,1407.5,291,293,186,40917,1
634,10.5500,292,705.5,1407.5,291,293,186,40917,1
635,10.5667,292,705.5,1407.5,291,293,186,40925,1
636,10.5833,292,705.5,1407.5,291,293,186,40918,1
637,10.6000,292,705.5,1407.5,291,293,186,40919,1
638,10.6167,292,705.5,1407.5,291,293,186,40917,1
639,10.6333,292,705.5,1407.5,291,293,186,40911,1
640,10.6500,292,705.5,1407.5,291,293,186,40910,1
641,10.6667,292,705.5,1407.5,291,293,186,40916,1
642,10.6833,292,705.5,1407.5,291,293,186,40924,1
643,10.7000,292,705.5,1407.5,291,293,186,40624,1
644,10.7167,292,705.5,1407.5,291,293,186,39763,1
645,10.7333,292,705.5,1407.5,291,293,186,38456,1
646,10.7500,292,705.5,1407.5,291,293,186,36935,1
647,10.7667,292,705.5,1407.5,290,293,186,35184,1
648,10.7833,292,705.5,1407.5,290,293,186,33236,1
649,10.8000,292,705.5,1408.0,213,293,185,31175,1
650,10.8167,283,707.0,1408.0,162,293,185,28137,1
651,10.8333,272,707.5,1408.0,130,293,185,25873,0
652,10.8500,254,707.5,1409.0,114,293,183,23090,0
653,10.8667,216,707.5,1409.0,96,293,183,19717,0
654,10.8833,195,706.0,1409.5,82,293,182,17508,0
655,10.9000,94,706.5,1410.0,66,293,181,14188,0
656,10.9167,69,606.0,1405.5,65,93,164,7624,0
657,10.9333,74,601.5,1402.5,71,79,142,6253,1
658,10.9500,61,590.0,1408.5,61,67,124,4753,1
659,10.9667,30,573.5,1425.5,28,54,94,1971,0
660,10.9833,16,567.5,1424.5,15,34,70,755,0
661,11.0000,1,566.0,1427.0,1,1,1,1,0
662,11.0167,28,573.5,1431.5,23,41,64,1156,0
663,11.0333,41,583.0,1428.0,36,52,87,1899,1
664,11.0500,44,595.5,1422.5,35,62,112,2950,1
665,11.0667,85,704.0,1399.5,45,256,172,8476,1
666,11.0833,29,721.0,1477.0,14,32,43,563,0
667,11.1000,10,736.5,1485.0,4,14,23,106,0
668,11.1167,285,704.0,1400.0,165,293,173,26957,0
669,11.1333,292,704.5,1403.0,288,294,179,34424,1
670,11.1500,292,704.5,1406.0,289,294,185,40203,1
671,11.1667,292,704.5,1406.0,289,294,185,40647,1
672,11.1833,292,704.5,1406.0,289,294,185,40653,1
673,11.2000,292,704.5,1406.0,289,294,185,40680,1
674,11.2167,292,704.5,1406.0,289,294,185,40679,1
675,11.2333,292,704.5,1406.0,289,294,185,40684,1
676,11.2500,291,705.0,1406.0,290,292,185,40701,1
677,11.2667,292,705.5,1406.5,290,293,186,40732,1
678,11.2833,292,705.5,1406.5,289,293,186,40780,1
679,11.3000,292,705.5,1406.5,290,292,186,40794,1
680,11.3167,292,705.5,1407.0,290,292,185,40747,1
681,11.3333,293,706.0,1407.5,289,293,186,40780,1
682,11.3500,292,705.5,1407.5,290,293,186,40766,1
683,11.3667,292,705.5,1407.5,291,293,186,40805,1
684,11.3833,292,705.5,1408.0,291,293,185,40795,1
685,11.4000,292,705.5,1408.0,292,293,185,40804,1
686,11.4167,293,707.0,1408.0,292,293,185,40828,1
687,11.4333,293,706.0,1408.5,290,294,186,40849,1
688,11.4500,292,706.5,1408.5,290,293,186,40773,1
689,11.4667,292,707.5,1409.0,290,292,187,40037,1
690,11.4833,292,707.5,1408.5,290,292,186,38979,1
691,11.5000,292,707.5,1409.0,291,293,187,37635,1
692,11.5167,292,707.5,1409.0,291,293,185,35987,1
693,11.5333,293,708.0,1409.0,291,293,185,33641,1
694,11.5500,287,709.0,1409.0,180,293,185,30617,1
695,11.5667,259,709.0,1409.5,142,293,186,27048,0
696,11.5833,245,710.0,1409.5,131,293,186,25141,0
697,11.6000,165,709.0,1409.0,120,292,187,21736,0
698,11.6167,137,631.0,1408.5,133,143,186,16986,0
699,11.6333,129,624.0,1405.0,127,130,179,15784,1
700,11.6500,118,617.5,1404.0,116,134,181,14965,1
701,11.6667,227,703.0,1404.5,103,292,182,27710,1
702,11.6833,247,701.0,1403.0,95,292,181,28600,0
703,11.7000,292,699.5,1402.5,288,292,182,34074,1
704,11.7167,291,697.0,1402.5,289,291,184,39536,1
705,11.7333,291,694.0,1401.5,289,291,184,40444,1
706,11.7500,292,690.5,1400.5,289,292,184,40405,1
707,11.7667,292,687.5,1399.5,246,292,184,38001,1
708,11.7833,228,653.5,1415.5,220,271,150,27495,1
709,11.8000,191,653.0,1447.0,188,208,85,12320,1
710,11.8167,136,735.5,1320.0,14,168,311,13563,0
711,11.8333,88,757.5,1340.5,68,155,90,5770,1
712,11.8500,141,777.0,1380.0,102,167,137,12415,0
713,11.8667,206,666.5,1383.5,154,291,208,36442,1
714,11.8833,271,664.0,1395.0,184,291,185,36818,1
715,11.9000,290,660.5,1395.0,290,291,185,39432,1
716,11.9167,292,658.5,1395.0,290,292,185,40280,1
717,11.9333,291,656.0,1395.0,289,291,185,40216,1
718,11.9500,291,654.0,1395.0,289,291,185,40200,1
719,11.9667,291,652.0,1395.0,289,291,185,40212,1
720,11.9833,291,651.0,1395.0,290,291,185,40232,1
721,12.0000,292,649.5,1395.5,292,292,184,40203,1
722,12.0167,292,647.5,1395.5,290,292,184,40211,1
723,12.0333,291,647.0,1395.5,290,291,184,40199,1
724,12.0500,291,647.0,1395.5,289,291,184,40195,1
725,12.0667,291,648.0,1395.5,289,291,184,40093,1
726,12.0833,290,650.5,1395.5,287,291,184,40085,1
727,12.1000,292,660.5,1397.5,289,292,184,40248,1
728,12.1167,292,670.5,1401.5,290,292,184,40491,1
729,12.1333,294,679.5,1406.5,292,294,186,40787,1
730,12.1500,293,688.0,1411.5,292,293,188,41038,1
731,12.1667,293,694.0,1416.5,293,294,188,41274,1
732,12.1833,294,700.5,1421.0,293,294,189,41473,1
733,12.2000,293,705.0,1425.5,293,294,190,41667,1
734,12.2167,294,709.5,1429.5,293,295,190,41830,1
735,12.2333,294,712.5,1433.5,293,296,190,42032,1
736,12.2500,295,717.0,1437.0,294,296,191,42138,1
737,12.2667,295,718.0,1440.0,295,295,191,41658,1
738,12.2833,283,717.0,1443.0,277,286,191,40726,1
739,12.3000,269,710.0,1446.5,262,274,192,39257,1
740,12.3167,253,703.0,1448.5,244,260,192,37363,1
741,12.3333,237,699.0,1450.5,227,245,192,35282,1
742,12.3500,221,691.0,1452.0,211,231,193,32914,1
743,12.3667,207,683.0,1454.0,199,215,193,30352,1
744,12.3833,191,676.0,1455.5,180,198,194,27741,1
745,12.4000,178,666.5,1456.5,173,182,194,24784,1
746,12.4167,163,659.0,1456.5,163,165,194,22083,1
747,12.4333,146,651.5,1454.5,146,147,190,19490,1
748,12.4500,130,643.5,1452.0,129,131,185,17058,1
749,12.4667,112,635.5,1451.0,112,116,185,14448,1
750,12.4833,97,628.0,1449.0,96,99,179,11657,1
751,12.5000,172,725.5,1448.0,114,298,191,26864,1
752,12.5167,266,726.5,1445.0,132,297,191,31401,0
753,12.5333,295,727.0,1442.5,294,297,192,36520,1
754,12.5500,295,726.0,1439.5,295,296,192,41441,1
755,12.5667,295,725.0,1437.5,295,296,192,42377,1
756,12.5833,295,724.0,1434.5,295,296,190,42196,1
757,12.6000,295,723.0,1431.5,294,296,190,41990,1
758,12.6167,294,722.5,1429.5,293,295,190,41891,1
759,12.6333,293,721.0,1427.5,293,295,190,41782,1
760,12.6500,294,720.5,1426.0,292,295,189,41868,1
761,12.6667,293,720.0,1424.0,291,294,189,41752,1
762,12.6833,292,719.5,1422.5,290,293,188,41567,1
763,12.7000,293,720.0,1421.5,289,294,188,41564,1
764,12.7167,293,718.0,1420.0,292,294,187,41441,1
765,12.7333,293,717.0,1419.0,292,294,187,41427,1
766,12.7500,293,717.0,1418.0,292,295,187,41189,1
767,12.7667,293,716.0,1417.5,291,294,186,40421,1
768,12.7833,293,716.0,1417.0,289,294,187,39328,1
769,12.8000,292,714.5,1416.5,291,295,186,38052,1
770,12.8167,292,714.5,1416.0,291,294,187,36503,1
771,12.8333,292,714.5,1415.5,292,293,188,34314,1
772,12.8500,292,713.5,1415.5,292,293,186,31223,1
773,12.8667,281,716.0,1414.5,129,293,188,27605,0
774,12.8833,273,715.0,1414.5,110,294,186,26313,0
775,12.9000,232,714.5,1415.5,88,293,184,23428,0
776,12.9167,111,717.0,1416.5,76,293,180,20426,0
777,12.9333,104,808.5,1413.5,102,106,172,10984,0
778,12.9500,118,801.5,1411.0,115,121,177,14310,1
779,12.9667,144,709.5,1412.5,129,294,186,25878,1
780,12.9833,177,711.0,1413.0,141,295,187,26790,0
781,13.0000,278,711.5,1413.0,165,294,187,32459,1
782,13.0167,293,712.0,1413.0,292,294,187,38367,1
783,13.0333,293,712.0,1412.5,291,294,188,41090,1
784,13.0500,293,712.0,1412.0,292,293,187,41094,1
785,13.0667,334,711.5,1412.5,333,335,220,55576,1
786,13.0833,352,715.5,1410.0,351,353,233,56274,1
787,13.1000,368,717.5,1407.5,366,369,244,63463,1
788,13.1167,384,719.5,1406.0,382,384,255,70478,1
789,13.1333,396,720.5,1404.5,394,397,266,77346,1
790,13.1500,413,721.0,1404.0,411,414,279,83970,1
791,13.1667,434,720.5,1405.0,431,435,291,89934,1
792,13.1833,452,720.5,1405.5,450,452,304,95639,1
793,13.2000,466,719.5,1407.0,465,467,319,101031,1
794,13.2167,478,718.5,1408.0,474,481,331,106691,1
795,13.2333,484,709.5,1409.0,483,494,341,111537,1
796,13.2500,478,703.5,1410.0,228,505,351,115475,0
797,13.2667,466,706.5,1411.5,213,513,358,118165,0
798,13.2833,467,706.0,1413.0,206,519,365,121575,0
799,13.3000,446,718.5,1413.5,221,521,368,124409,0
800,13.3167,415,713.0,1413.5,211,521,368,126046,0
801,13.3333,486,712.5,1413.5,223,519,366,126048,0
802,13.3500,507,711.0,1413.5,251,517,364,128247,1
803,13.3667,503,712.0,1414.0,495,511,359,130785,1
804,13.3833,498,710.5,1413.5,493,504,352,127755,1
805,13.4000,493,711.0,1412.5,490,498,344,127390,1
806,13.4167,486,707.5,1412.5,486,488,338,125843,1
807,13.4333,479,710.0,1412.0,478,480,329,120517,1
808,13.4500,468,709.5,1411.0,465,469,323,114817,1
809,13.4667,457,708.0,1410.5,455,459,314,109405,1
810,13.4833,445,708.0,1410.0,444,447,307,104341,1
811,13.5000,436,707.5,1409.5,436,438,300,99652,1
812,13.5167,427,707.0,1409.0,426,428,293,94958,1
813,13.5333,420,707.5,1409.5,418,421,288,90727,1
814,13.5500,414,706.5,1409.0,413,415,285,87091,1
815,13.5667,411,707.0,1409.5,410,412,284,83993,1
816,13.5833,410,706.5,1408.5,410,411,282,82001,1
817,13.6000,410,706.5,1409.0,410,411,283,79847,1
818,13.6167,412,706.5,1409.5,411,412,284,78004,1
