frame,t_s,dxA,dyA,peakA,dxB,dyB,peakB
1189,19.8000,-1.78,11.96,165.2,0.01,0.01,165.4
1190,19.8167,-0.02,11.95,178.5,0.00,0.01,163.9
1191,19.8333,-0.17,11.10,115.0,-0.00,0.01,147.0
1192,19.8500,-2.00,11.21,111.4,-0.00,0.01,186.5
1193,19.8667,-1.81,10.04,152.3,-0.00,0.01,144.6
1194,19.8833,-0.09,-0.42,143.5,-0.01,0.01,163.9
1195,19.9000,0.32,-0.11,138.0,0.00,-0.01,124.3
1196,19.9167,-0.04,-0.36,162.3,0.01,0.01,125.4
1197,19.9333,0.61,0.04,138.8,-0.00,0.01,122.7
1198,19.9500,0.65,0.10,156.1,-0.00,-0.00,113.0
1199,19.9667,0.75,0.09,157.7,0.02,0.02,97.0
1200,19.9833,0.63,0.12,175.4,-0.00,0.02,100.7
1201,20.0000,0.85,0.19,171.0,-0.01,0.03,97.2
1202,20.0167,1.91,0.01,241.3,-0.02,0.02,75.5
1203,20.0333,0.67,0.18,200.6,-0.04,-0.00,79.0
1204,20.0500,1.92,0.03,254.4,0.04,-0.02,66.1
1205,20.0667,1.93,0.03,258.9,-0.00,0.02,71.5
1206,20.0833,3.20,-0.15,165.3,0.02,0.01,59.0
1207,20.1000,1.91,0.02,261.9,-0.01,0.02,66.0
1208,20.1167,1.89,0.02,260.7,-0.04,-0.05,67.8
1209,20.1333,2.96,0.38,159.6,-0.04,0.09,62.6
1210,20.1500,1.87,0.02,250.9,0.00,0.03,65.5
1211,20.1667,2.90,0.35,151.4,0.01,0.03,61.5
1212,20.1833,3.11,-0.20,149.8,-0.07,-0.01,53.1
1213,20.2000,2.97,0.37,143.2,0.03,0.03,61.8
1214,20.2167,3.04,-0.25,140.8,-0.07,-0.02,58.7
1215,20.2333,4.05,0.13,199.8,0.03,0.02,74.6
1216,20.2500,2.85,0.31,139.6,0.00,0.02,98.9
1217,20.2667,4.97,0.76,118.5,0.02,-0.01,76.9
1218,20.2833,4.72,0.53,130.9,0.02,0.00,80.3
1219,20.3000,5.98,0.24,154.9,0.01,0.01,85.8
1220,20.3167,5.88,0.11,157.5,0.01,0.01,87.7
1221,20.3333,5.89,0.08,154.7,0.03,0.01,86.2
1222,20.3500,5.86,0.04,149.4,0.01,-0.01,82.6
1223,20.3667,6.32,0.52,111.4,-0.01,-0.01,77.8
1224,20.3833,4.16,-0.16,117.4,0.00,0.03,75.6
1225,20.4000,5.33,-0.58,89.4,0.04,-0.02,70.9
1226,20.4167,4.16,-0.29,87.0,-0.04,-0.05,60.6
1227,20.4333,5.84,-0.15,113.1,-10.22,12.72,67.5
1228,20.4500,-0.06,-0.30,82.7,-9.76,13.27,76.5
1229,20.4667,4.16,-1.87,90.2,-10.61,12.87,72.2
1230,20.4833,-0.15,-0.27,97.5,-11.10,12.19,76.1
1231,20.5000,3.77,-2.24,104.3,-11.74,12.26,105.5
1232,20.5167,0.17,-0.18,106.5,-11.65,12.16,129.3
1233,20.5333,0.18,-0.17,108.1,-11.97,12.23,148.0
1234,20.5500,0.18,-0.01,157.3,-12.06,12.18,151.7
1235,20.5667,0.36,-0.05,128.0,-12.21,12.13,156.9
1236,20.5833,0.21,-0.01,185.5,-12.39,12.06,152.8
1237,20.6000,0.21,0.03,210.3,-12.48,12.01,149.5
1238,20.6167,0.17,0.02,228.2,-13.00,11.96,124.3
1239,20.6333,0.02,-0.06,266.3,-13.46,12.04,139.5
1240,20.6500,0.01,-0.03,288.1,-13.67,11.96,161.7
1241,20.6667,0.16,0.06,260.6,-13.80,11.98,162.5
1242,20.6833,0.13,0.06,264.0,-13.84,11.89,172.3
1243,20.7000,0.02,-0.03,301.0,-13.82,11.85,178.3
1244,20.7167,0.02,-0.02,292.6,-13.83,11.80,168.0
1245,20.7333,0.13,0.06,260.0,-13.97,11.93,182.4
1246,20.7500,0.02,-0.01,288.0,-13.89,11.61,140.0
1247,20.7667,0.02,-0.01,286.1,-13.95,11.77,159.4
1248,20.7833,0.12,0.07,251.4,-14.10,11.81,129.0
1249,20.8000,0.02,-0.01,267.9,-13.90,11.64,131.9
1250,20.8167,0.01,-0.02,260.2,-14.06,11.52,103.9
1251,20.8333,0.01,-0.02,238.5,-14.13,11.58,93.8
1252,20.8500,-0.01,-0.01,244.6,-14.23,11.58,76.3
1253,20.8667,0.01,-0.00,239.5,-14.07,11.73,82.9
1254,20.8833,-0.00,0.00,226.8,-14.03,11.97,115.5
1255,20.9000,-0.00,0.01,221.4,-37.91,-13.45,64.3
1256,20.9167,-0.01,0.01,221.2,-16.01,10.15,124.4
1257,20.9333,0.01,-0.00,212.6,-14.06,12.31,89.3
1258,20.9500,-0.01,0.01,202.6,-15.95,10.72,80.1
1259,20.9667,-0.00,0.01,190.9,-14.01,13.32,77.9
1260,20.9833,0.16,0.13,168.1,-33.93,-7.95,52.8
1261,21.0000,-0.01,-0.00,181.7,-14.07,12.68,101.9
1262,21.0167,0.02,-0.02,182.2,-14.14,13.81,53.3
1263,21.0333,0.02,-0.03,138.6,-8.29,20.11,17.5
1264,21.0500,0.02,0.00,167.0,-16.00,12.09,111.1
1265,21.0667,0.33,0.20,124.2,-36.07,-7.99,50.8
1266,21.0833,0.01,-0.01,131.1,-14.58,12.70,38.7
1267,21.1000,0.02,-0.00,133.0,-15.66,9.45,35.3
1268,21.1167,0.02,-0.00,135.9,-15.91,12.82,81.3
1269,21.1333,0.01,-0.01,125.8,-15.99,13.80,117.4
1270,21.1500,0.29,0.24,106.1,-16.06,14.06,119.8
1271,21.1667,0.03,-0.03,121.7,-15.99,13.64,113.8
1272,21.1833,0.00,-0.02,116.6,-16.08,14.01,110.6
1273,21.2000,0.01,0.00,113.4,-15.90,14.13,80.2
1274,21.2167,-0.01,-0.02,117.9,-15.99,13.98,94.8
1275,21.2333,0.35,0.25,96.6,-16.00,15.92,100.1
1276,21.2500,0.01,-0.05,106.0,-16.06,14.00,95.8
1277,21.2667,-8.09,5.70,108.8,-0.02,0.01,87.7
1278,21.2833,-0.03,-0.04,104.1,-0.01,0.01,133.0
1279,21.3000,-0.02,-0.02,100.6,-0.00,-0.00,179.9
1280,21.3167,-8.54,5.57,88.8,-0.00,-0.00,233.6
1281,21.3333,-0.02,-0.04,97.8,-0.00,-0.00,285.7
1282,21.3500,-7.96,5.51,115.3,-0.00,0.00,311.9
1283,21.3667,-8.25,5.35,93.3,-0.00,0.00,325.4
1284,21.3833,-7.88,5.19,102.2,-0.00,-0.00,331.5
1285,21.4000,-8.09,5.31,101.6,0.00,-0.00,332.0
1286,21.4167,-8.14,5.39,109.7,-0.00,-0.00,332.0
1287,21.4333,-7.89,5.14,95.4,0.00,0.00,332.0
1288,21.4500,-7.81,5.07,109.1,0.00,0.00,332.0
1289,21.4667,-8.08,5.40,117.0,-0.00,-0.00,332.0
1290,21.4833,-7.98,5.31,128.6,-0.00,-0.00,331.6
1291,21.5000,-7.96,5.14,112.6,0.00,0.00,329.9
1292,21.5167,-8.15,5.40,115.9,-0.00,0.00,327.0
1293,21.5333,-8.00,5.07,112.6,-0.00,-0.00,318.3
1294,21.5500,-8.07,5.37,132.1,0.00,0.00,301.1
1295,21.5667,-8.24,5.58,132.8,-0.00,0.00,275.3
1296,21.5833,-8.01,5.25,136.2,0.00,0.01,248.1
1297,21.6000,-8.41,5.62,134.7,0.00,0.00,216.3
1298,21.6167,-8.16,5.46,146.2,-0.02,-0.00,173.8
1299,21.6333,-8.12,5.44,154.3,-0.03,-0.00,139.4
1300,21.6500,-8.47,5.71,148.5,-0.04,-0.02,111.1
1301,21.6667,-8.13,5.37,158.2,-0.02,-0.01,96.8
1302,21.6833,-8.32,5.59,158.1,-0.04,-0.01,82.3
1303,21.7000,-8.78,5.77,144.7,-14.10,10.21,105.4
1304,21.7167,-8.24,5.49,155.9,-13.87,9.90,105.1
1305,21.7333,-8.80,5.72,146.4,-13.99,10.45,89.2
1306,21.7500,-8.60,5.61,155.3,-14.00,10.41,106.7
1307,21.7667,-8.96,5.69,142.0,-14.04,11.84,103.7
1308,21.7833,-8.48,5.49,156.9,-14.19,10.00,130.3
1309,21.8000,-9.37,5.63,164.7,-15.24,10.64,79.1
1310,21.8167,-8.66,5.58,155.7,-14.41,10.48,100.1
1311,21.8333,-9.57,5.71,178.9,-15.95,11.37,130.7
1312,21.8500,-9.35,5.50,160.6,-14.13,11.48,99.8
1313,21.8667,-9.33,5.50,158.6,-15.95,10.05,127.4
1314,21.8833,-9.70,5.69,193.8,-15.58,11.59,66.7
1315,21.9000,-9.49,5.60,174.8,-15.92,10.20,75.4
1316,21.9167,-9.64,5.62,183.8,-16.04,10.46,134.2
1317,21.9333,-9.70,5.71,194.9,-15.53,11.82,118.5
1318,21.9500,-9.86,5.72,205.8,-15.86,11.90,110.8
1319,21.9667,-9.82,5.68,204.3,-15.95,11.51,123.4
1320,21.9833,-9.98,5.72,209.3,-16.15,11.74,125.9
1321,22.0000,-9.95,5.75,218.5,-16.03,12.13,136.6
1322,22.0167,-9.92,5.65,206.6,-15.90,11.90,116.4
1323,22.0333,-10.02,5.75,233.2,-16.05,12.66,79.7
1324,22.0500,-10.08,5.76,228.2,-16.77,11.98,74.9
1325,22.0667,-10.04,5.68,213.4,-16.13,13.55,77.6
1326,22.0833,-10.24,5.74,228.9,-17.55,12.49,72.3
1327,22.1000,-10.07,5.66,224.7,-16.34,12.26,85.2
1328,22.1167,-10.20,5.72,228.5,-0.03,-0.05,88.3
1329,22.1333,-10.26,5.68,226.4,0.01,-0.06,115.0
1330,22.1500,-10.33,5.74,223.6,-0.00,0.02,137.2
1331,22.1667,-10.19,5.54,208.1,0.01,-0.00,180.0
1332,22.1833,-10.56,5.76,209.3,0.00,-0.00,218.9
1333,22.2000,-10.23,5.52,210.3,0.00,-0.00,251.7
1334,22.2167,-10.83,5.75,194.9,0.00,-0.00,283.4
1335,22.2333,-10.28,5.47,199.0,-0.00,0.00,308.8
1336,22.2500,-10.89,5.71,183.2,0.00,-0.00,322.1
1337,22.2667,-10.54,5.58,195.3,-0.00,-0.00,328.9
1338,22.2833,-10.49,5.58,197.8,0.00,-0.00,331.2
1339,22.3000,-11.14,5.98,176.3,-0.00,0.00,331.9
1340,22.3167,-10.67,5.39,174.3,-0.00,-0.00,332.0
1341,22.3333,-11.23,5.99,170.1,-0.00,0.00,332.0
1342,22.3500,-10.83,5.26,167.8,0.00,-0.00,332.0
1343,22.3667,-11.46,5.96,173.3,-0.00,0.00,332.0
1344,22.3833,-11.47,5.96,177.1,-0.00,0.00,332.0
1345,22.4000,-9.91,4.89,160.0,0.00,-0.00,332.0
1346,22.4167,-11.72,5.95,191.0,0.00,0.00,331.6
1347,22.4333,-9.92,4.74,164.5,0.00,-0.00,330.1
1348,22.4500,-11.92,5.93,207.1,-0.00,0.00,326.5
1349,22.4667,-11.76,5.90,172.9,0.00,-0.00,320.6
1350,22.4833,-11.73,5.84,160.1,0.00,0.00,311.4
1351,22.5000,-11.97,5.83,195.9,0.00,-0.00,294.9
1352,22.5167,-10.01,4.37,159.0,0.00,-0.00,274.4
1353,22.5333,-12.02,5.70,174.8,0.00,-0.00,244.4
1354,22.5500,-11.95,5.68,161.4,-0.00,-0.00,216.0
1355,22.5667,-10.18,4.19,151.9,0.01,0.00,174.2
1356,22.5833,-12.09,5.47,188.5,-0.02,-0.01,144.3
1357,22.6000,-10.23,4.14,155.7,-0.01,-0.00,135.6
1358,22.6167,-12.13,5.40,181.4,0.02,0.01,119.7
1359,22.6333,-12.04,5.15,137.2,0.04,-0.03,93.0
1360,22.6500,-12.20,5.21,157.4,-16.05,8.15,113.0
1361,22.6667,-11.34,4.90,147.6,-15.91,8.12,118.5
1362,22.6833,-11.45,4.95,151.1,-16.11,7.99,125.3
1363,22.7000,-11.55,4.50,173.9,-16.06,8.03,143.4
1364,22.7167,-11.39,4.55,158.2,-15.97,8.09,144.1
1365,22.7333,-11.62,4.55,168.7,-24.04,0.15,59.5
1366,22.7500,-11.60,4.34,182.4,-16.33,5.85,29.7
1367,22.7667,-11.74,4.28,191.0,-15.77,8.86,54.6
1368,22.7833,-11.53,4.37,167.4,-15.79,8.01,85.1
1369,22.8000,-11.53,4.16,166.3,-16.01,8.70,66.9
1370,22.8167,-11.69,4.25,165.8,-17.68,7.87,65.3
1371,22.8333,-11.71,4.12,171.9,-16.37,9.66,54.9
1372,22.8500,-11.71,4.15,180.6,-17.91,8.11,75.9
1373,22.8667,-11.62,4.09,173.8,-15.89,9.39,57.9
1374,22.8833,-11.96,4.13,175.7,-17.48,8.30,31.3
1375,22.9000,-11.79,4.06,185.7,-16.07,9.77,91.3
1376,22.9167,-11.93,4.03,179.9,-16.91,8.81,39.5
1377,22.9333,-11.94,4.04,178.2,-17.79,9.10,62.3
1378,22.9500,-11.79,4.02,179.9,-17.71,8.52,84.7
1379,22.9667,-12.18,4.06,160.3,-18.06,9.41,84.3
1380,22.9833,-12.08,3.97,170.7,-17.27,9.96,69.8
1381,23.0000,-11.82,3.94,163.2,-17.56,9.40,75.7
1382,23.0167,-12.36,4.04,139.4,-19.89,8.01,74.7
1383,23.0333,-12.09,4.01,165.7,-18.86,8.47,58.2
1384,23.0500,-12.12,3.98,141.2,-18.04,9.87,97.9
1385,23.0667,-12.20,3.90,144.4,-19.71,8.07,63.0
1386,23.0833,-12.17,3.90,142.9,-28.12,-1.83,45.3
1387,23.1000,-12.24,3.96,135.5,-19.82,7.95,58.1
1388,23.1167,-12.31,3.84,141.8,-17.23,8.09,52.3
1389,23.1333,-12.32,3.73,128.8,-16.96,7.85,60.1
1390,23.1500,-12.33,3.78,126.9,-17.47,7.66,57.3
1391,23.1667,-12.35,3.85,142.2,-17.88,7.82,48.4
1392,23.1833,-12.43,3.65,108.9,-17.88,8.03,65.3
1393,23.2000,-12.51,3.56,95.9,-17.69,7.53,30.0
1394,23.2167,-13.57,2.43,91.9,-19.06,0.05,28.4
1395,23.2333,-13.80,2.30,95.0,-0.01,0.01,65.4
1396,23.2500,-13.70,2.20,119.8,-0.01,0.01,71.3
1397,23.2667,-13.80,2.10,126.1,-0.02,-0.00,76.1
1398,23.2833,-13.88,1.95,122.5,-15.35,2.07,47.7
1399,23.3000,-13.82,2.02,139.4,-14.65,0.04,47.7
1400,23.3167,-14.09,1.88,143.5,-0.00,-0.00,99.7
1401,23.3333,-14.14,1.79,116.5,-10.38,-0.14,37.1
1402,23.3500,-14.03,1.84,117.1,-15.78,0.32,56.6
1403,23.3667,-15.49,0.31,105.8,-0.00,-0.01,89.9
1404,23.3833,-15.59,0.16,145.3,0.01,-0.00,121.9
1405,23.4000,-15.51,0.20,144.6,-0.01,0.00,107.9
1406,23.4167,-14.77,0.19,138.8,0.01,0.01,114.2
1407,23.4333,-15.40,0.08,165.1,0.00,-0.00,126.6
1408,23.4500,-14.32,0.03,187.5,0.01,-0.00,118.3
1409,23.4667,-14.71,-0.05,157.4,-0.01,-0.01,98.8
1410,23.4833,-14.65,-0.04,152.2,-20.09,0.03,85.1
1411,23.5000,-14.52,-0.07,168.3,-20.02,-0.19,100.7
1412,23.5167,-14.43,-0.08,170.7,-20.04,-0.11,116.6
1413,23.5333,-14.62,-0.08,150.2,-20.19,-0.24,91.7
1414,23.5500,-14.58,-0.12,146.2,-20.21,-0.43,91.5
1415,23.5667,-14.95,-0.13,125.6,-20.49,-1.15,55.2
1416,23.5833,-14.21,-0.13,159.5,-20.28,-0.25,75.7
1417,23.6000,-14.61,-0.13,135.0,-21.54,0.57,62.9
1418,23.6167,-14.52,-0.13,137.6,-21.92,0.51,80.2
1419,23.6333,-15.42,-0.69,132.8,-23.85,-0.44,69.8
1420,23.6500,-14.28,-0.17,136.9,-22.50,-1.72,86.5
1421,23.6667,-14.46,-0.09,134.9,-22.56,-0.49,68.4
1422,23.6833,-14.38,-0.13,137.2,-23.57,-1.65,61.6
1423,23.7000,-14.39,-0.10,124.5,-23.10,-1.03,52.2
1424,23.7167,-14.28,-0.11,141.1,-22.85,-1.79,52.1
1425,23.7333,-14.27,-0.10,143.8,-22.41,-1.89,40.9
1426,23.7500,-15.88,-1.64,120.0,-26.06,-1.56,38.6
1427,23.7667,-14.57,-0.08,116.3,-27.82,-2.63,54.5
1428,23.7833,-14.26,-0.10,131.1,-28.02,-2.53,61.3
1429,23.8000,-14.26,-0.10,150.8,-27.65,-2.01,54.2
1430,23.8167,-14.27,-0.20,125.0,-27.87,-1.86,75.9
1431,23.8333,-14.47,-0.14,117.5,-28.45,-2.06,55.6
1432,23.8500,-15.67,-1.74,118.5,-25.91,-2.15,41.9
1433,23.8667,-15.62,-1.95,148.3,-23.77,-4.42,27.9
1434,23.8833,-14.74,-1.70,116.9,-25.38,-3.57,45.6
1435,23.9000,-14.22,-1.96,150.7,-22.34,-5.25,26.7
1436,23.9167,-13.97,-2.08,138.2,-23.88,-7.62,57.0
1437,23.9333,-14.14,-3.74,146.0,-24.08,-8.07,38.4
1438,23.9500,-13.78,-4.03,148.4,-20.47,-9.60,38.3
1439,23.9667,-12.18,-3.97,163.4,-23.11,-11.44,41.9
1440,23.9833,-11.85,-4.35,124.6,-22.24,-10.41,39.3
