frame,t_s,dxA,dyA,peakA,dxB,dyB,peakB
768,12.7833,-11.14,5.59,87.6,-0.02,-3.97,146.1
769,12.8000,-10.93,5.55,98.8,0.01,-3.98,200.1
770,12.8167,-10.77,5.47,101.0,-1.55,-2.11,67.2
771,12.8333,-10.68,5.79,103.4,0.28,-3.90,85.3
772,12.8500,-10.28,5.71,130.7,-0.03,-2.93,92.6
773,12.8667,-10.83,5.81,108.2,0.10,-3.21,90.4
774,12.8833,-10.41,5.62,115.6,-13.94,9.99,58.1
775,12.9000,-10.30,5.87,112.2,-14.09,10.11,70.9
776,12.9167,-10.92,5.76,104.7,-16.05,11.92,80.6
777,12.9333,-10.35,5.84,109.2,-14.07,10.02,77.1
778,12.9500,-10.46,5.88,113.5,-16.03,11.82,66.9
779,12.9667,-10.83,5.89,85.3,-15.62,11.74,71.9
780,12.9833,-10.63,5.92,91.6,-15.91,11.88,89.9
781,13.0000,-8.17,4.17,81.5,-0.02,-1.90,83.1
782,13.0167,-10.53,5.96,89.2,-15.24,11.87,63.7
783,13.0333,-8.09,4.27,92.6,-14.55,11.89,74.1
784,13.0500,-10.49,6.10,82.2,-15.64,12.04,75.0
785,13.0667,-10.35,6.18,96.5,-0.11,-1.13,27.4
786,13.0833,-11.45,8.03,106.3,-15.86,11.66,49.3
787,13.1000,-10.11,7.96,97.2,-14.19,10.03,57.8
788,13.1167,-13.92,11.92,119.2,-0.09,-3.54,66.5
789,13.1333,-13.43,12.36,86.7,-4.17,-0.12,37.8
790,13.1500,-11.96,13.85,76.1,-0.19,-4.11,57.5
791,13.1667,-7.36,14.04,59.8,-0.04,-4.03,59.1
792,13.1833,-9.98,16.03,104.6,-0.25,-4.43,52.7
793,13.2000,-8.13,15.95,122.1,-0.31,-4.88,32.6
794,13.2167,-7.70,16.15,89.8,-4.29,-0.43,42.3
795,13.2333,-7.62,16.22,94.0,-4.39,-0.07,65.5
796,13.2500,-7.58,16.26,89.8,-0.44,-4.10,37.0
797,13.2667,-7.16,16.33,93.7,-0.02,-5.84,70.1
798,13.2833,-7.50,16.51,88.0,0.03,-5.82,76.4
799,13.3000,-8.05,16.06,157.6,-0.49,-2.19,50.3
800,13.3167,-8.11,16.07,141.8,-0.27,-3.71,68.7
801,13.3333,-8.20,15.87,122.1,-0.08,-3.39,77.0
802,13.3500,-8.38,15.51,103.6,0.01,-3.79,142.3
803,13.3667,-7.85,14.52,113.8,-1.32,-1.95,120.9
804,13.3833,-8.10,14.12,159.2,-1.89,-0.34,81.2
805,13.4000,-8.19,13.87,149.2,-1.68,-0.63,79.6
806,13.4167,-8.22,13.38,126.8,-0.94,-0.61,44.4
807,13.4333,-7.92,12.32,162.9,0.06,-0.25,97.9
808,13.4500,-8.05,12.07,201.6,0.03,-1.33,93.3
809,13.4667,-8.14,11.88,190.2,-0.29,-0.52,82.0
810,13.4833,-8.17,11.50,162.8,-0.02,-0.25,142.5
811,13.5000,-7.87,10.41,178.2,-0.16,-0.03,98.2
812,13.5167,-7.99,10.16,234.6,-0.05,0.13,115.9
813,13.5333,-8.04,10.01,256.1,-0.03,-0.03,210.8
814,13.5500,-8.09,9.92,258.8,-0.02,-0.02,226.3
815,13.5667,-8.17,9.65,216.8,0.04,0.01,242.8
816,13.5833,-8.27,9.14,180.4,0.07,0.01,212.9
817,13.6000,-7.93,8.48,210.7,-0.03,-1.19,93.9
818,13.6167,-7.99,8.24,252.5,0.27,1.15,62.6
819,13.6333,-8.04,8.14,293.5,0.31,0.11,96.7
820,13.6500,-8.06,8.04,347.7,1.19,-0.03,63.3
821,13.6667,-8.11,8.01,335.0,0.52,0.11,97.8
822,13.6833,-8.16,7.95,301.9,0.62,0.05,67.5
823,13.7000,-8.23,7.93,295.9,-12.04,11.85,71.9
824,13.7167,-8.29,7.88,275.9,-12.05,12.06,122.4
825,13.7333,-8.31,7.81,268.0,-12.04,11.98,118.9
826,13.7500,-8.33,7.77,248.3,-12.10,12.08,77.7
827,13.7667,-8.44,7.65,219.7,-12.03,12.01,92.1
828,13.7833,-8.38,7.53,209.5,-12.29,12.15,61.2
829,13.8000,-8.81,7.61,175.2,-12.32,12.20,50.0
830,13.8167,-8.55,7.34,161.3,1.89,0.01,94.2
831,13.8333,-8.05,6.77,141.9,1.87,-0.01,114.8
832,13.8500,-8.13,6.71,130.9,1.88,-0.00,125.0
833,13.8667,-8.20,6.56,129.2,1.64,0.01,105.6
834,13.8833,-8.25,6.39,128.0,1.87,0.01,128.6
835,13.9000,-8.25,6.41,116.2,1.63,-0.02,107.9
836,13.9167,-8.16,6.26,138.6,1.12,0.08,86.8
837,13.9333,-8.30,6.32,97.3,1.75,0.03,93.8
838,13.9500,-8.22,6.22,105.1,0.14,0.11,105.1
839,13.9667,-8.25,6.21,101.2,1.08,0.33,39.8
840,13.9833,-8.25,6.21,83.1,0.43,0.31,87.0
841,14.0000,-8.17,6.16,82.1,0.46,0.21,110.7
842,14.0167,-8.61,6.05,67.7,0.51,0.27,102.0
843,14.0333,-8.35,6.06,60.4,0.07,0.07,100.0
844,14.0500,-8.57,5.96,51.2,1.82,1.35,66.5
845,14.0667,-19.23,9.55,47.6,0.29,0.17,126.9
846,14.0833,-17.68,10.37,59.8,0.38,-0.10,81.6
847,14.1000,-17.83,10.06,96.0,0.13,0.43,64.7
848,14.1167,-17.93,10.25,97.1,0.23,0.65,82.4
849,14.1333,-18.57,10.65,71.4,0.33,0.35,84.6
850,14.1500,-18.14,12.03,105.1,0.29,0.28,81.1
851,14.1667,-18.08,12.90,95.0,0.41,0.61,56.9
852,14.1833,-17.89,13.33,99.5,0.79,0.14,46.3
853,14.2000,-17.85,13.52,116.4,0.00,1.81,79.9
854,14.2167,-16.59,14.23,95.8,-12.31,13.99,90.3
855,14.2333,-15.88,14.21,108.0,-11.72,14.20,82.2
856,14.2500,-15.38,14.91,65.8,-10.26,14.25,66.6
857,14.2667,-14.30,15.70,98.1,-10.00,15.95,123.3
858,14.2833,-12.64,15.79,102.5,-8.14,15.98,107.8
859,14.3000,-10.51,15.74,90.3,-5.76,16.31,76.6
860,14.3167,-9.39,15.55,82.8,-3.86,16.11,118.7
861,14.3333,-7.75,15.96,96.5,-0.79,15.51,56.8
862,14.3500,-6.01,15.31,78.5,0.12,16.03,159.1
863,14.3667,1.77,7.19,94.8,0.90,17.39,38.2
864,14.3833,3.07,6.52,80.1,3.55,16.03,43.2
865,14.4000,3.96,6.42,143.3,5.47,15.84,56.4
866,14.4167,4.44,6.14,144.1,5.95,15.92,111.8
867,14.4333,5.78,6.25,191.8,7.93,14.32,68.8
868,14.4500,6.11,6.08,226.9,9.74,14.05,106.0
869,14.4667,6.58,5.94,182.7,9.94,14.17,84.1
870,14.4833,7.52,6.11,184.5,10.10,14.05,149.0
871,14.5000,7.88,5.92,211.7,11.39,13.55,56.4
872,14.5167,8.12,5.80,206.4,-0.01,-0.04,76.5
873,14.5333,8.59,5.85,181.4,-0.04,0.01,87.4
874,14.5500,8.56,5.64,170.2,0.01,-0.02,91.2
875,14.5667,9.16,5.81,147.0,0.02,0.03,114.3
876,14.5833,9.76,5.88,218.3,-0.00,0.01,129.2
877,14.6000,9.67,5.83,197.7,0.00,0.01,141.9
878,14.6167,9.77,5.89,213.7,-0.02,-0.00,133.6
879,14.6333,9.83,5.84,222.9,-0.01,0.01,105.6
880,14.6500,9.85,5.92,228.8,0.00,0.01,164.7
881,14.6667,9.86,5.93,230.5,0.01,0.01,165.3
882,14.6833,9.85,5.94,233.1,0.00,-0.01,173.1
883,14.7000,9.81,5.97,218.5,0.00,0.01,175.8
884,14.7167,9.79,6.05,224.6,0.01,-0.00,185.5
885,14.7333,9.51,6.23,195.7,0.01,0.00,202.8
886,14.7500,8.61,6.03,187.3,0.00,-0.01,200.8
887,14.7667,7.93,6.57,199.2,-0.01,0.00,215.7
888,14.7833,6.00,7.31,178.9,0.01,-0.00,176.3
889,14.8000,2.29,6.17,223.5,-0.02,0.01,157.3
890,14.8167,-0.14,5.87,238.8,0.00,0.01,197.1
891,14.8333,-2.33,5.06,149.6,-0.00,-0.01,207.6
892,14.8500,-4.28,4.17,242.3,0.00,0.00,226.3
893,14.8667,-6.22,3.91,211.4,-0.00,-0.00,237.1
894,14.8833,-7.76,3.46,157.0,0.01,0.00,249.5
895,14.9000,-8.42,2.53,147.6,0.01,0.00,166.6
896,14.9167,-9.68,2.17,168.1,0.00,0.01,214.3
897,14.9333,-10.16,2.07,218.1,-0.01,0.00,206.9
898,14.9500,-10.86,2.10,141.5,0.02,-0.01,157.4
899,14.9667,-11.75,1.77,158.9,0.01,-0.00,201.6
900,14.9833,-11.92,1.71,156.7,0.00,0.01,139.1
901,15.0000,-12.20,1.68,158.2,0.01,-0.01,206.0
902,15.0167,-12.18,1.36,134.9,0.01,-0.01,197.0
903,15.0333,-12.05,0.48,144.5,0.00,0.01,122.1
904,15.0500,-12.20,0.20,184.3,0.00,0.01,160.1
905,15.0667,-12.31,0.12,204.3,0.03,0.00,149.6
906,15.0833,-12.41,0.07,200.7,-0.01,0.01,110.2
907,15.1000,-12.40,0.02,186.6,0.02,-0.01,150.1
908,15.1167,-12.61,-0.09,159.6,0.01,-0.01,86.7
909,15.1333,-13.39,-0.34,146.5,-0.01,0.00,154.3
910,15.1500,-12.32,-0.35,154.6,-0.01,-0.01,127.5
911,15.1667,-13.64,-0.35,133.9,0.01,-0.01,150.6
912,15.1833,-13.77,-0.36,130.2,0.00,0.00,144.8
913,15.2000,-12.25,-1.74,114.7,-0.02,0.01,134.3
914,15.2167,-12.41,-1.65,112.8,-0.00,0.01,126.2
915,15.2333,-12.23,-1.71,119.8,-0.03,-0.00,108.8
916,15.2500,-12.21,-1.77,117.9,-0.02,-0.02,90.7
917,15.2667,-12.19,-1.78,110.6,-0.04,0.01,93.7
918,15.2833,-12.12,-1.85,110.4,-0.05,-0.02,69.7
919,15.3000,-12.13,-1.90,117.9,-23.85,-0.00,65.2
920,15.3167,-12.18,-1.86,123.0,-23.79,-0.03,59.2
921,15.3333,-12.08,-1.87,115.4,-0.02,0.00,52.8
922,15.3500,-12.15,-1.85,109.5,-23.77,0.06,63.7
923,15.3667,-11.82,-1.91,122.5,-6.04,-16.14,45.2
924,15.3833,-12.00,-1.89,115.3,-23.63,0.00,53.4
925,15.4000,-11.96,-1.81,101.2,-17.84,-4.12,54.9
926,15.4167,-12.28,-1.85,101.0,-19.60,-4.06,74.9
927,15.4333,-11.92,-1.82,125.6,-18.07,-4.44,86.0
928,15.4500,-13.97,-0.24,88.2,-18.03,-4.05,127.2
929,15.4667,-13.72,-0.23,109.3,-17.93,-3.92,86.3
930,15.4833,-13.41,-0.15,116.2,-18.03,-2.55,59.9
931,15.5000,-12.32,-0.07,144.4,-19.90,-0.10,91.6
932,15.5167,-11.85,0.04,177.8,-18.04,-0.02,127.9
933,15.5333,-13.92,1.83,96.7,-17.08,0.38,44.5
934,15.5500,-10.05,0.01,164.3,-15.92,0.05,100.7
935,15.5667,-12.06,1.79,110.4,-14.05,0.01,99.1
936,15.5833,-11.91,1.98,117.2,-13.21,0.10,36.9
937,15.6000,-11.45,1.98,97.7,1.98,-12.03,74.5
938,15.6167,-9.97,1.98,173.5,1.55,-10.03,94.2
939,15.6333,-6.06,0.05,94.0,-0.11,-8.01,81.1
940,15.6500,-11.94,3.92,71.3,0.11,-8.01,120.3
941,15.6667,-11.74,3.89,71.3,-8.00,-0.00,238.0
942,15.6833,-8.23,1.98,76.0,-7.23,0.03,87.2
943,15.7000,-11.01,4.21,73.4,0.04,-6.00,89.6
944,15.7167,-3.99,0.02,93.3,-6.02,0.01,174.1
945,15.7333,-10.47,3.93,79.9,-5.82,-0.10,88.1
946,15.7500,-10.12,3.97,136.8,-7.14,-0.02,66.4
947,15.7667,-10.11,4.00,120.2,-2.05,-0.06,73.3
948,15.7833,-10.05,4.07,107.3,0.00,-3.99,136.8
949,15.8000,-11.83,5.90,85.3,-1.94,-1.95,108.4
950,15.8167,-11.80,5.95,94.1,-15.01,9.86,38.1
951,15.8333,-11.73,5.99,101.1,-15.81,9.98,58.5
952,15.8500,-11.67,6.03,108.9,-15.56,9.86,49.6
953,15.8667,-11.75,6.00,111.1,-15.43,10.01,68.5
954,15.8833,-11.89,6.13,131.7,-15.58,10.31,51.2
955,15.9000,-11.51,6.03,107.6,-15.27,9.97,81.7
956,15.9167,-11.79,6.08,128.8,-15.55,10.15,79.8
957,15.9333,-11.94,6.27,139.9,-15.82,10.63,64.2
958,15.9500,-11.58,6.08,128.7,-15.69,10.31,54.9
959,15.9667,-11.97,6.33,151.8,-2.57,0.02,79.1
960,15.9833,-11.79,6.20,154.9,-3.06,-0.05,83.5
961,16.0000,-11.90,6.26,158.0,-3.01,-0.03,64.4
962,16.0167,-11.83,6.24,155.7,-2.67,-0.17,35.1
963,16.0333,-11.85,6.33,160.6,-0.29,-0.16,114.9
964,16.0500,-11.83,6.36,158.7,-0.01,-1.97,205.3
965,16.0667,-11.78,6.44,144.4,-0.00,-1.96,223.9
966,16.0833,-11.72,6.48,140.5,-0.02,-1.88,171.3
967,16.1000,-11.88,7.27,118.5,-1.83,-0.03,146.5
968,16.1167,-11.77,7.31,106.9,-1.72,-0.04,131.0
969,16.1333,-11.74,7.55,112.3,-0.66,-0.16,103.1
970,16.1500,-11.72,7.68,111.7,-0.48,-0.11,128.8
971,16.1667,-11.63,7.73,107.0,-0.79,0.02,113.6
972,16.1833,-11.64,7.81,111.0,-0.10,0.01,168.9
973,16.2000,-11.34,7.96,99.8,-0.07,0.01,182.5
974,16.2167,0.00,-0.15,118.4,-0.00,-0.01,255.4
975,16.2333,0.04,-0.16,113.5,-0.01,0.00,211.3
976,16.2500,0.08,-0.16,111.5,0.05,-0.02,139.7
977,16.2667,0.12,-0.32,80.9,0.08,-0.06,119.5
978,16.2833,0.04,-0.22,109.3,-13.82,12.00,78.4
979,16.3000,-8.26,5.67,102.9,0.28,-0.05,85.3
980,16.3167,-8.22,5.77,117.8,-13.37,12.04,81.0
981,16.3333,-8.20,5.77,129.3,-14.48,11.93,68.6
982,16.3500,-8.22,5.87,131.7,-13.92,12.65,47.7
983,16.3667,-8.17,5.84,132.5,-13.84,12.23,81.5
984,16.3833,-8.22,5.92,139.6,0.35,0.19,67.0
985,16.4000,-8.36,6.01,122.6,0.23,0.26,76.3
986,16.4167,-8.10,5.88,142.0,0.90,0.35,58.8
987,16.4333,-8.23,5.94,132.1,1.58,0.03,89.3
988,16.4500,0.09,-0.16,120.9,0.92,-0.17,66.9
989,16.4667,-8.14,5.92,152.2,1.54,0.48,56.4
990,16.4833,-8.27,5.95,131.8,1.56,0.03,115.5
991,16.5000,-8.34,6.08,123.8,1.81,0.03,150.6
992,16.5167,-8.37,6.11,121.8,1.74,0.03,138.0
993,16.5333,-8.22,6.03,142.4,1.76,0.03,129.6
994,16.5500,-8.32,6.03,129.8,1.84,0.02,161.2
995,16.5667,-8.33,6.02,125.6,1.76,0.01,140.0
996,16.5833,-8.37,6.08,127.1,1.93,0.01,179.2
997,16.6000,-8.38,6.05,124.1,1.94,-0.01,178.0
998,16.6167,-8.49,6.11,120.0,1.89,-0.01,167.3
999,16.6333,-8.29,6.12,127.1,1.87,0.02,166.9
1000,16.6500,-8.32,6.06,119.2,1.87,0.02,122.4
1001,16.6667,-8.37,6.09,110.8,1.92,0.08,119.6
1002,16.6833,-8.47,6.14,110.3,1.95,-0.00,147.9
1003,16.7000,0.18,-0.14,100.4,1.90,-0.02,158.3
1004,16.7167,-8.39,6.12,106.8,1.95,0.00,125.4
1005,16.7333,0.18,-0.06,109.4,1.88,-0.02,120.2
1006,16.7500,0.16,-0.07,114.2,1.91,0.02,130.1
1007,16.7667,0.11,-0.04,106.6,1.94,0.02,93.6
1008,16.7833,0.16,-0.06,119.3,1.86,-0.02,67.8
1009,16.8000,0.13,-0.06,109.0,-12.59,12.55,56.0
1010,16.8167,-8.53,6.28,91.9,-13.74,13.93,35.0
1011,16.8333,0.12,-0.08,116.0,-12.20,12.24,89.7
1012,16.8500,0.11,-0.16,102.5,-0.03,2.02,77.1
1013,16.8667,0.13,-0.07,111.6,1.97,0.02,92.1
1014,16.8833,0.18,-0.04,84.1,2.03,0.02,71.0
1015,16.9000,0.13,-0.11,102.0,0.03,1.94,74.4
1016,16.9167,0.16,-0.03,91.8,0.04,1.98,121.7
1017,16.9333,0.12,-0.08,100.4,-0.00,1.99,148.0
1018,16.9500,0.13,-0.06,103.2,-0.00,1.99,151.6
1019,16.9667,0.10,-0.06,102.1,-0.00,1.98,189.5
1020,16.9833,0.16,-0.01,98.4,0.01,2.00,171.1
1021,17.0000,0.10,-0.06,98.9,0.02,1.97,196.3
1022,17.0167,0.09,0.02,96.5,-0.02,1.97,209.1
1023,17.0333,0.09,-0.07,95.6,-0.02,1.98,207.8
1024,17.0500,-6.57,5.95,114.2,0.01,1.98,194.9
1025,17.0667,-6.49,5.76,102.9,-0.00,1.99,205.1
1026,17.0833,-6.42,5.73,117.1,-0.01,1.97,201.4
1027,17.1000,-6.50,5.84,130.2,-0.01,1.98,183.0
1028,17.1167,-6.73,5.85,119.2,-0.00,1.99,166.8
1029,17.1333,-6.72,5.74,124.3,0.01,1.99,142.2
1030,17.1500,-6.95,5.83,132.4,0.04,1.97,139.0
1031,17.1667,-6.44,5.81,144.4,-0.02,1.99,127.6
1032,17.1833,-6.73,5.78,145.1,-0.02,1.93,109.0
1033,17.2000,-6.68,5.87,165.1,0.01,1.91,113.4
1034,17.2167,-7.06,5.83,149.6,-13.60,13.88,61.0
1035,17.2333,-6.65,5.83,160.6,0.07,1.91,84.1
1036,17.2500,-6.65,5.85,168.6,-12.13,12.81,54.8
1037,17.2667,-7.36,5.92,183.1,-13.41,14.01,73.5
1038,17.2833,-6.72,5.78,164.8,-13.27,13.91,65.8
1039,17.3000,-6.79,5.86,183.7,-0.02,1.86,57.9
1040,17.3167,-6.99,5.86,165.0,-13.65,13.94,73.0
1041,17.3333,-7.00,5.90,183.9,-13.40,14.03,69.7
1042,17.3500,-7.44,5.99,210.3,0.09,1.73,69.8
1043,17.3667,-7.06,5.77,172.9,0.13,1.83,72.7
1044,17.3833,-6.98,5.88,181.1,0.06,1.62,58.2
1045,17.4000,-7.23,5.91,188.8,0.02,0.10,104.2
1046,17.4167,-7.30,5.98,202.5,0.13,2.10,54.6
1047,17.4333,-7.58,6.01,214.0,3.05,-0.01,97.0
1048,17.4500,-7.07,5.79,176.8,2.89,0.03,82.3
1049,17.4667,-7.49,6.01,219.3,2.92,0.02,102.7
1050,17.4833,-7.21,5.95,199.7,2.72,0.06,85.9
1051,17.5000,-7.67,6.02,242.9,2.90,0.04,116.6
1052,17.5167,-7.28,5.96,206.3,2.96,0.01,121.8
1053,17.5333,-7.60,6.05,232.0,2.92,0.03,110.3
1054,17.5500,-7.36,6.02,208.8,2.95,0.05,116.1
1055,17.5667,-7.53,6.03,224.7,2.94,0.04,102.2
1056,17.5833,-7.73,6.11,230.6,0.69,2.02,60.7
1057,17.6000,-7.56,6.06,210.8,3.26,-0.04,63.0
1058,17.6167,-7.51,6.06,209.8,3.31,-0.04,54.3
1059,17.6333,-7.63,6.10,221.6,0.48,2.17,77.4
1060,17.6500,-7.66,6.11,222.3,0.35,2.37,75.5
1061,17.6667,-7.72,6.13,236.6,0.07,2.58,78.4
1062,17.6833,-7.69,6.13,234.4,0.01,3.02,69.1
1063,17.7000,-7.77,6.17,240.1,-12.21,14.02,57.5
1064,17.7167,-7.74,6.16,239.7,-12.31,14.06,70.0
1065,17.7333,-7.81,6.18,238.0,0.45,2.28,56.1
1066,17.7500,0.00,-0.00,470.2,0.00,-0.00,332.0
1067,17.7667,0.00,-0.00,470.2,0.00,-0.00,332.0
1068,17.7833,0.00,-0.00,470.2,0.00,-0.00,332.0
1069,17.8000,-32.12,26.48,96.3,0.17,12.07,42.5
1070,17.8167,-6.18,5.37,181.2,0.18,1.81,56.5
1071,17.8333,-7.48,6.02,224.8,0.39,2.36,48.9
1072,17.8500,-7.53,6.06,221.8,-12.11,14.24,53.1
1073,17.8667,-7.75,6.10,232.8,2.90,-0.01,64.5
1074,17.8833,-7.84,6.12,230.8,2.19,0.21,72.3
1075,17.9000,-7.83,6.16,248.7,0.11,-0.11,54.6
1076,17.9167,-7.92,6.23,251.2,1.78,4.04,35.6
1077,17.9333,-7.92,6.32,241.0,-0.69,3.71,70.8
1078,17.9500,-7.95,6.34,234.4,1.34,1.65,82.0
1079,17.9667,-7.99,6.42,227.8,0.47,2.20,99.1
1080,17.9833,-8.03,6.48,207.5,0.04,2.79,103.3
1081,18.0000,-8.06,6.58,186.9,-0.03,3.05,95.0
1082,18.0167,-8.05,6.44,189.9,3.76,0.05,89.1
1083,18.0333,-8.09,6.53,180.6,0.09,2.66,67.2
1084,18.0500,-8.13,6.73,167.1,0.03,2.70,69.1
1085,18.0667,-8.23,6.71,150.1,-0.02,2.85,59.7
1086,18.0833,-8.30,6.96,134.6,3.75,0.02,71.4
1087,18.1000,-8.25,6.62,145.7,0.73,2.04,65.1
1088,18.1167,-9.09,7.60,137.1,0.03,3.51,67.7
1089,18.1333,-8.00,6.66,171.2,0.20,2.69,68.1
1090,18.1500,-8.18,7.57,179.8,0.01,3.98,146.3
1091,18.1667,-7.97,7.67,228.8,0.39,3.95,37.8
1092,18.1833,-7.48,7.86,183.4,-0.11,6.15,26.8
1093,18.2000,-6.15,8.02,207.4,8.97,0.04,48.5
1094,18.2167,-5.69,7.98,205.2,-7.89,16.17,55.4
1095,18.2333,-4.18,8.17,200.7,-7.81,17.92,109.8
1096,18.2500,-2.73,8.19,160.0,-5.27,17.76,60.4
1097,18.2667,-1.83,8.15,207.7,-3.16,17.74,45.5
1098,18.2833,-0.04,8.27,195.8,0.10,16.25,115.8
1099,18.3000,1.42,8.06,176.3,0.14,17.76,114.7
1100,18.3167,2.15,7.95,225.1,2.05,17.69,83.9
1101,18.3333,3.71,8.02,186.7,4.05,17.33,56.6
1102,18.3500,4.26,7.68,184.6,5.93,16.01,73.3
1103,18.3667,5.64,7.70,162.2,-0.04,-0.02,63.6
1104,18.3833,6.08,7.32,152.6,-0.06,0.04,78.7
1105,18.4000,6.57,6.40,128.2,0.01,0.02,103.5
1106,18.4167,7.71,6.35,156.8,-0.00,0.02,108.1
1107,18.4333,7.97,6.25,171.5,-0.01,0.01,156.0
1108,18.4500,8.11,6.22,188.4,-0.01,-0.00,178.8
1109,18.4667,8.40,6.08,150.1,-0.02,0.01,122.4
1110,18.4833,8.55,6.11,147.8,-0.00,0.00,201.0
1111,18.5000,9.00,6.20,130.5,0.00,-0.00,176.7
1112,18.5167,9.20,6.18,140.3,-0.00,-0.01,204.8
1113,18.5333,9.09,6.15,134.2,0.01,-0.00,164.7
1114,18.5500,9.67,6.08,158.7,0.00,-0.01,166.4
1115,18.5667,9.75,6.25,148.8,24.27,-0.03,71.8
1116,18.5833,9.66,6.14,164.3,-0.00,0.01,150.1
1117,18.6000,9.34,5.98,144.1,0.02,0.00,152.3
1118,18.6167,9.90,6.24,179.1,0.03,-0.00,139.1
1119,18.6333,9.58,5.96,139.1,0.03,-0.01,126.7
1120,18.6500,9.91,6.27,166.9,-0.00,-0.03,86.5
1121,18.6667,9.65,6.06,166.8,0.01,0.00,168.1
1122,18.6833,9.95,6.20,166.2,-0.00,0.01,113.2
1123,18.7000,9.58,6.09,149.1,0.07,-0.00,108.2
1124,18.7167,9.98,6.13,152.3,0.02,-0.01,127.3
1125,18.7333,9.67,6.22,143.5,0.01,-0.01,147.1
1126,18.7500,9.71,6.11,155.0,0.00,0.00,162.7
1127,18.7667,9.85,6.26,138.2,0.00,-0.00,171.4
1128,18.7833,9.73,6.19,135.6,0.01,-0.02,163.5
1129,18.8000,9.84,6.20,156.0,-0.00,-0.00,175.0
1130,18.8167,9.46,6.19,127.9,0.01,0.00,189.2
1131,18.8333,9.80,6.26,117.0,0.01,-0.01,161.3
1132,18.8500,9.72,6.19,135.1,-0.01,0.01,181.1
1133,18.8667,9.47,6.44,105.6,0.01,-0.01,210.6
1134,18.8833,9.75,6.28,121.0,-0.01,0.00,222.7
1135,18.9000,9.43,6.40,105.2,-0.00,-0.01,210.4
1136,18.9167,9.45,6.29,112.1,0.01,-0.02,145.7
1137,18.9333,9.06,6.43,93.0,0.00,0.02,176.1
1138,18.9500,-0.19,-0.33,115.0,0.00,0.00,171.9
1139,18.9667,-0.06,-0.81,90.9,-0.00,0.00,197.3
1140,18.9833,-0.11,-0.46,112.0,0.01,0.03,129.3
1141,19.0000,-0.07,-0.50,111.8,-0.01,0.02,158.0
1142,19.0167,8.37,6.33,106.9,-0.00,0.03,149.2
1143,19.0333,-0.10,-0.47,112.0,-0.00,0.02,144.2
1144,19.0500,-0.38,-0.38,104.0,-0.00,-0.00,151.8
1145,19.0667,-0.09,-0.70,93.4,-0.00,0.00,158.1
1146,19.0833,8.09,6.39,131.1,0.01,0.03,151.3
1147,19.1000,8.09,6.39,102.9,-0.01,0.00,160.2
1148,19.1167,8.05,6.42,114.3,0.01,0.05,150.8
1149,19.1333,0.10,-1.15,105.2,-0.01,0.04,143.3
1150,19.1500,-0.32,-0.90,99.8,-0.00,0.03,153.1
1151,19.1667,0.20,-1.48,121.2,-0.01,0.02,168.6
1152,19.1833,0.02,-1.25,112.8,-0.00,0.01,189.0
1153,19.2000,0.22,-1.51,130.8,-0.01,0.01,175.6
1154,19.2167,0.06,-1.27,115.7,0.00,-0.01,175.1
1155,19.2333,0.20,-1.61,136.7,0.00,0.00,181.5
1156,19.2500,0.01,-1.34,119.5,-0.01,-0.01,176.2
1157,19.2667,-0.24,-0.88,110.7,-0.01,0.00,159.4
1158,19.2833,0.22,-1.68,140.2,0.00,-0.01,144.4
1159,19.3000,0.02,-1.43,118.2,-0.00,0.00,163.6
1160,19.3167,0.21,-1.64,129.9,-0.00,-0.00,193.3
1161,19.3333,8.10,7.49,127.6,0.00,0.02,126.8
1162,19.3500,8.13,7.49,134.9,-0.00,0.02,106.7
1163,19.3667,8.13,7.64,145.3,-0.02,-0.00,124.6
1164,19.3833,8.09,7.75,156.6,-0.00,0.00,79.2
1165,19.4000,8.09,7.82,158.9,-0.00,0.02,82.6
1166,19.4167,8.12,7.80,173.5,-0.01,0.02,78.0
1167,19.4333,8.09,7.88,175.9,-0.02,0.03,81.2
1168,19.4500,8.06,7.98,188.3,-0.03,0.03,71.9
1169,19.4667,8.02,8.04,197.5,0.02,0.00,90.3
1170,19.4833,7.97,8.13,183.1,-0.00,-0.00,75.5
1171,19.5000,7.81,8.10,187.8,0.00,-0.01,100.4
1172,19.5167,7.45,8.22,148.0,0.02,0.04,80.8
1173,19.5333,6.97,8.23,115.3,0.01,0.02,81.6
1174,19.5500,6.05,8.50,158.6,0.03,0.00,90.2
1175,19.5667,5.61,8.99,116.4,0.02,0.00,97.9
1176,19.5833,4.65,9.12,113.7,-0.01,-0.01,102.0
1177,19.6000,4.03,9.78,187.4,0.01,-0.01,145.2
1178,19.6167,3.67,9.97,171.9,-0.00,-0.01,118.3
1179,19.6333,2.53,9.75,153.7,-0.01,0.02,127.4
1180,19.6500,2.03,10.01,217.9,0.00,-0.03,128.6
1181,19.6667,1.74,10.05,192.8,0.01,-0.01,134.5
1182,19.6833,0.55,10.04,157.0,0.01,0.01,145.8
1183,19.7000,0.19,10.09,197.6,0.02,-0.01,167.9
1184,19.7167,-0.03,10.14,201.2,-0.00,-0.00,176.3
1185,19.7333,-0.21,10.17,187.0,0.00,-0.00,170.4
1186,19.7500,-0.38,10.27,153.8,0.00,-0.00,161.6
1187,19.7667,-0.79,10.23,126.2,0.01,0.01,164.4
1188,19.7833,-1.54,11.83,138.6,0.01,0.01,166.9
